Date,Debt,Percentage,Debt_per_capita
1995-01-02,252452.0,59.39,6369 
1995-01-03,252452.0,59.39,6369 
1995-01-04,252452.0,59.39,6369 
1995-01-05,252452.0,59.39,6369 
1995-01-09,252452.0,59.39,6369 
1995-01-10,252452.0,59.39,6369 
1995-01-11,252452.0,59.39,6369 
1995-01-12,252452.0,59.39,6369 
1995-01-13,252452.0,59.39,6369 
1995-01-16,252452.0,59.39,6369 
1995-01-17,252452.0,59.39,6369 
1995-01-18,252452.0,59.39,6369 
1995-01-19,252452.0,59.39,6369 
1995-01-20,252452.0,59.39,6369 
1995-01-23,252452.0,59.39,6369 
1995-01-24,252452.0,59.39,6369 
1995-01-25,252452.0,59.39,6369 
1995-01-26,252452.0,59.39,6369 
1995-01-27,252452.0,59.39,6369 
1995-01-30,252452.0,59.39,6369 
1995-01-31,252452.0,59.39,6369 
1995-02-01,259119.0,60.96,6537 
1995-02-02,259119.0,60.96,6537 
1995-02-03,259119.0,60.96,6537 
1995-02-06,259119.0,60.96,6537 
1995-02-07,259119.0,60.96,6537 
1995-02-08,259119.0,60.96,6537 
1995-02-09,259119.0,60.96,6537 
1995-02-10,259119.0,60.96,6537 
1995-02-13,259119.0,60.96,6537 
1995-02-14,259119.0,60.96,6537 
1995-02-15,259119.0,60.96,6537 
1995-02-16,259119.0,60.96,6537 
1995-02-17,259119.0,60.96,6537 
1995-02-20,259119.0,60.96,6537 
1995-02-21,259119.0,60.96,6537 
1995-02-22,259119.0,60.96,6537 
1995-02-23,259119.0,60.96,6537 
1995-02-24,259119.0,60.96,6537 
1995-02-27,259119.0,60.96,6537 
1995-02-28,259119.0,60.96,6537 
1995-03-01,261636.0,60.32,6600 
1995-03-02,261636.0,60.32,6600 
1995-03-03,261636.0,60.32,6600 
1995-03-06,261636.0,60.32,6600 
1995-03-07,261636.0,60.32,6600 
1995-03-08,261636.0,60.32,6600 
1995-03-09,261636.0,60.32,6600 
1995-03-10,261636.0,60.32,6600 
1995-03-13,261636.0,60.32,6600 
1995-03-14,261636.0,60.32,6600 
1995-03-15,261636.0,60.32,6600 
1995-03-16,261636.0,60.32,6600 
1995-03-17,261636.0,60.32,6600 
1995-03-21,261636.0,60.32,6600 
1995-03-22,261636.0,60.32,6600 
1995-03-23,261636.0,60.32,6600 
1995-03-24,261636.0,60.32,6600 
1995-03-27,261636.0,60.32,6600 
1995-03-28,261636.0,60.32,6600 
1995-03-29,261636.0,60.32,6600 
1995-03-30,261636.0,60.32,6600 
1995-03-31,261636.0,60.32,6600 
1995-04-03,259881.0,59.91,6556 
1995-04-04,259881.0,59.91,6556 
1995-04-05,259881.0,59.91,6556 
1995-04-06,259881.0,59.91,6556 
1995-04-07,259881.0,59.91,6556 
1995-04-10,259881.0,59.91,6556 
1995-04-11,259881.0,59.91,6556 
1995-04-12,259881.0,59.91,6556 
1995-04-17,259881.0,59.91,6556 
1995-04-18,259881.0,59.91,6556 
1995-04-19,259881.0,59.91,6556 
1995-04-20,259881.0,59.91,6556 
1995-04-21,259881.0,59.91,6556 
1995-04-24,259881.0,59.91,6556 
1995-04-25,259881.0,59.91,6556 
1995-04-26,259881.0,59.91,6556 
1995-04-27,259881.0,59.91,6556 
1995-04-28,259881.0,59.91,6556 
1995-05-03,262931.0,60.62,6633 
1995-05-04,262931.0,60.62,6633 
1995-05-05,262931.0,60.62,6633 
1995-05-08,262931.0,60.62,6633 
1995-05-09,262931.0,60.62,6633 
1995-05-10,262931.0,60.62,6633 
1995-05-11,262931.0,60.62,6633 
1995-05-12,262931.0,60.62,6633 
1995-05-16,262931.0,60.62,6633 
1995-05-17,262931.0,60.62,6633 
1995-05-18,262931.0,60.62,6633 
1995-05-19,262931.0,60.62,6633 
1995-05-22,262931.0,60.62,6633 
1995-05-23,262931.0,60.62,6633 
1995-05-24,262931.0,60.62,6633 
1995-05-25,262931.0,60.62,6633 
1995-05-26,262931.0,60.62,6633 
1995-05-29,262931.0,60.62,6633 
1995-05-30,262931.0,60.62,6633 
1995-05-31,262931.0,60.62,6633 
1995-06-01,272563.0,61.58,6862 
1995-06-02,272563.0,61.58,6862 
1995-06-05,272563.0,61.58,6862 
1995-06-06,272563.0,61.58,6862 
1995-06-07,272563.0,61.58,6862 
1995-06-08,272563.0,61.58,6862 
1995-06-09,272563.0,61.58,6862 
1995-06-12,272563.0,61.58,6862 
1995-06-13,272563.0,61.58,6862 
1995-06-14,272563.0,61.58,6862 
1995-06-15,272563.0,61.58,6862 
1995-06-16,272563.0,61.58,6862 
1995-06-19,272563.0,61.58,6862 
1995-06-20,272563.0,61.58,6862 
1995-06-21,272563.0,61.58,6862 
1995-06-22,272563.0,61.58,6862 
1995-06-23,272563.0,61.58,6862 
1995-06-26,272563.0,61.58,6862 
1995-06-27,272563.0,61.58,6862 
1995-06-28,272563.0,61.58,6862 
1995-06-29,272563.0,61.58,6862 
1995-06-30,272563.0,61.58,6862 
1995-07-03,274380.0,61.99,6908 
1995-07-04,274380.0,61.99,6908 
1995-07-05,274380.0,61.99,6908 
1995-07-06,274380.0,61.99,6908 
1995-07-07,274380.0,61.99,6908 
1995-07-10,274380.0,61.99,6908 
1995-07-11,274380.0,61.99,6908 
1995-07-12,274380.0,61.99,6908 
1995-07-13,274380.0,61.99,6908 
1995-07-14,274380.0,61.99,6908 
1995-07-17,274380.0,61.99,6908 
1995-07-18,274380.0,61.99,6908 
1995-07-19,274380.0,61.99,6908 
1995-07-20,274380.0,61.99,6908 
1995-07-21,274380.0,61.99,6908 
1995-07-24,274380.0,61.99,6908 
1995-07-25,274380.0,61.99,6908 
1995-07-26,274380.0,61.99,6908 
1995-07-27,274380.0,61.99,6908 
1995-07-28,274380.0,61.99,6908 
1995-07-31,274380.0,61.99,6908 
1995-08-01,277030.0,62.59,6975 
1995-08-02,277030.0,62.59,6975 
1995-08-03,277030.0,62.59,6975 
1995-08-04,277030.0,62.59,6975 
1995-08-07,277030.0,62.59,6975 
1995-08-08,277030.0,62.59,6975 
1995-08-09,277030.0,62.59,6975 
1995-08-10,277030.0,62.59,6975 
1995-08-11,277030.0,62.59,6975 
1995-08-14,277030.0,62.59,6975 
1995-08-16,277030.0,62.59,6975 
1995-08-17,277030.0,62.59,6975 
1995-08-18,277030.0,62.59,6975 
1995-08-21,277030.0,62.59,6975 
1995-08-22,277030.0,62.59,6975 
1995-08-23,277030.0,62.59,6975 
1995-08-24,277030.0,62.59,6975 
1995-08-25,277030.0,62.59,6975 
1995-08-28,277030.0,62.59,6975 
1995-08-29,277030.0,62.59,6975 
1995-08-30,277030.0,62.59,6975 
1995-08-31,277030.0,62.59,6975 
1995-09-01,279731.0,62.05,7043 
1995-09-04,279731.0,62.05,7043 
1995-09-05,279731.0,62.05,7043 
1995-09-06,279731.0,62.05,7043 
1995-09-07,279731.0,62.05,7043 
1995-09-08,279731.0,62.05,7043 
1995-09-11,279731.0,62.05,7043 
1995-09-12,279731.0,62.05,7043 
1995-09-13,279731.0,62.05,7043 
1995-09-14,279731.0,62.05,7043 
1995-09-15,279731.0,62.05,7043 
1995-09-18,279731.0,62.05,7043 
1995-09-19,279731.0,62.05,7043 
1995-09-20,279731.0,62.05,7043 
1995-09-21,279731.0,62.05,7043 
1995-09-22,279731.0,62.05,7043 
1995-09-25,279731.0,62.05,7043 
1995-09-26,279731.0,62.05,7043 
1995-09-27,279731.0,62.05,7043 
1995-09-28,279731.0,62.05,7043 
1995-09-29,279731.0,62.05,7043 
1995-10-02,276833.0,61.4,6970 
1995-10-03,276833.0,61.4,6970 
1995-10-04,276833.0,61.4,6970 
1995-10-05,276833.0,61.4,6970 
1995-10-06,276833.0,61.4,6970 
1995-10-09,276833.0,61.4,6970 
1995-10-10,276833.0,61.4,6970 
1995-10-11,276833.0,61.4,6970 
1995-10-13,276833.0,61.4,6970 
1995-10-16,276833.0,61.4,6970 
1995-10-17,276833.0,61.4,6970 
1995-10-18,276833.0,61.4,6970 
1995-10-19,276833.0,61.4,6970 
1995-10-20,276833.0,61.4,6970 
1995-10-23,276833.0,61.4,6970 
1995-10-24,276833.0,61.4,6970 
1995-10-25,276833.0,61.4,6970 
1995-10-26,276833.0,61.4,6970 
1995-10-27,276833.0,61.4,6970 
1995-10-30,276833.0,61.4,6970 
1995-10-31,276833.0,61.4,6970 
1995-11-02,277777.0,61.61,6994 
1995-11-03,277777.0,61.61,6994 
1995-11-06,277777.0,61.61,6994 
1995-11-07,277777.0,61.61,6994 
1995-11-08,277777.0,61.61,6994 
1995-11-09,277777.0,61.61,6994 
1995-11-10,277777.0,61.61,6994 
1995-11-13,277777.0,61.61,6994 
1995-11-14,277777.0,61.61,6994 
1995-11-15,277777.0,61.61,6994 
1995-11-16,277777.0,61.61,6994 
1995-11-17,277777.0,61.61,6994 
1995-11-20,277777.0,61.61,6994 
1995-11-21,277777.0,61.61,6994 
1995-11-22,277777.0,61.61,6994 
1995-11-23,277777.0,61.61,6994 
1995-11-24,277777.0,61.61,6994 
1995-11-27,277777.0,61.61,6994 
1995-11-28,277777.0,61.61,6994 
1995-11-29,277777.0,61.61,6994 
1995-11-30,277777.0,61.61,6994 
1995-12-01,283457.0,61.71,7121 
1995-12-04,283457.0,61.71,7121 
1995-12-05,283457.0,61.71,7121 
1995-12-07,283457.0,61.71,7121 
1995-12-11,283457.0,61.71,7121 
1995-12-12,283457.0,61.71,7121 
1995-12-13,283457.0,61.71,7121 
1995-12-14,283457.0,61.71,7121 
1995-12-15,283457.0,61.71,7121 
1995-12-18,283457.0,61.71,7121 
1995-12-19,283457.0,61.71,7121 
1995-12-20,283457.0,61.71,7121 
1995-12-21,283457.0,61.71,7121 
1995-12-22,283457.0,61.71,7121 
1995-12-26,283457.0,61.71,7121 
1995-12-27,283457.0,61.71,7121 
1995-12-28,283457.0,61.71,7121 
1995-12-29,283457.0,61.71,7121 
1996-01-02,287316.0,62.55,7217 
1996-01-03,287316.0,62.55,7217 
1996-01-04,287316.0,62.55,7217 
1996-01-05,287316.0,62.55,7217 
1996-01-08,287316.0,62.55,7217 
1996-01-09,287316.0,62.55,7217 
1996-01-10,287316.0,62.55,7217 
1996-01-11,287316.0,62.55,7217 
1996-01-12,287316.0,62.55,7217 
1996-01-15,287316.0,62.55,7217 
1996-01-16,287316.0,62.55,7217 
1996-01-17,287316.0,62.55,7217 
1996-01-18,287316.0,62.55,7217 
1996-01-19,287316.0,62.55,7217 
1996-01-22,287316.0,62.55,7217 
1996-01-23,287316.0,62.55,7217 
1996-01-24,287316.0,62.55,7217 
1996-01-25,287316.0,62.55,7217 
1996-01-26,287316.0,62.55,7217 
1996-01-29,287316.0,62.55,7217 
1996-01-30,287316.0,62.55,7217 
1996-01-31,287316.0,62.55,7217 
1996-02-01,289159.0,62.95,7264 
1996-02-02,289159.0,62.95,7264 
1996-02-05,289159.0,62.95,7264 
1996-02-06,289159.0,62.95,7264 
1996-02-07,289159.0,62.95,7264 
1996-02-08,289159.0,62.95,7264 
1996-02-09,289159.0,62.95,7264 
1996-02-12,289159.0,62.95,7264 
1996-02-13,289159.0,62.95,7264 
1996-02-14,289159.0,62.95,7264 
1996-02-15,289159.0,62.95,7264 
1996-02-16,289159.0,62.95,7264 
1996-02-19,289159.0,62.95,7264 
1996-02-20,289159.0,62.95,7264 
1996-02-21,289159.0,62.95,7264 
1996-02-22,289159.0,62.95,7264 
1996-02-23,289159.0,62.95,7264 
1996-02-26,289159.0,62.95,7264 
1996-02-27,289159.0,62.95,7264 
1996-02-28,289159.0,62.95,7264 
1996-02-29,289159.0,62.95,7264 
1996-03-01,292786.0,62.66,7355 
1996-03-04,292786.0,62.66,7355 
1996-03-05,292786.0,62.66,7355 
1996-03-06,292786.0,62.66,7355 
1996-03-07,292786.0,62.66,7355 
1996-03-08,292786.0,62.66,7355 
1996-03-11,292786.0,62.66,7355 
1996-03-12,292786.0,62.66,7355 
1996-03-13,292786.0,62.66,7355 
1996-03-14,292786.0,62.66,7355 
1996-03-15,292786.0,62.66,7355 
1996-03-18,292786.0,62.66,7355 
1996-03-19,292786.0,62.66,7355 
1996-03-20,292786.0,62.66,7355 
1996-03-21,292786.0,62.66,7355 
1996-03-22,292786.0,62.66,7355 
1996-03-25,292786.0,62.66,7355 
1996-03-26,292786.0,62.66,7355 
1996-03-27,292786.0,62.66,7355 
1996-03-28,292786.0,62.66,7355 
1996-03-29,292786.0,62.66,7355 
1996-04-01,293587.0,62.83,7375 
1996-04-02,293587.0,62.83,7375 
1996-04-03,293587.0,62.83,7375 
1996-04-08,293587.0,62.83,7375 
1996-04-09,293587.0,62.83,7375 
1996-04-10,293587.0,62.83,7375 
1996-04-11,293587.0,62.83,7375 
1996-04-12,293587.0,62.83,7375 
1996-04-15,293587.0,62.83,7375 
1996-04-16,293587.0,62.83,7375 
1996-04-17,293587.0,62.83,7375 
1996-04-18,293587.0,62.83,7375 
1996-04-19,293587.0,62.83,7375 
1996-04-22,293587.0,62.83,7375 
1996-04-23,293587.0,62.83,7375 
1996-04-24,293587.0,62.83,7375 
1996-04-25,293587.0,62.83,7375 
1996-04-26,293587.0,62.83,7375 
1996-04-29,293587.0,62.83,7375 
1996-04-30,293587.0,62.83,7375 
1996-05-03,293016.0,62.71,7361 
1996-05-06,293016.0,62.71,7361 
1996-05-07,293016.0,62.71,7361 
1996-05-08,293016.0,62.71,7361 
1996-05-09,293016.0,62.71,7361 
1996-05-10,293016.0,62.71,7361 
1996-05-13,293016.0,62.71,7361 
1996-05-14,293016.0,62.71,7361 
1996-05-16,293016.0,62.71,7361 
1996-05-17,293016.0,62.71,7361 
1996-05-20,293016.0,62.71,7361 
1996-05-21,293016.0,62.71,7361 
1996-05-22,293016.0,62.71,7361 
1996-05-23,293016.0,62.71,7361 
1996-05-24,293016.0,62.71,7361 
1996-05-27,293016.0,62.71,7361 
1996-05-28,293016.0,62.71,7361 
1996-05-29,293016.0,62.71,7361 
1996-05-30,293016.0,62.71,7361 
1996-05-31,293016.0,62.71,7361 
1996-06-03,295758.0,62.38,7415 
1996-06-04,295758.0,62.38,7415 
1996-06-05,295758.0,62.38,7415 
1996-06-06,295758.0,62.38,7415 
1996-06-07,295758.0,62.38,7415 
1996-06-10,295758.0,62.38,7415 
1996-06-11,295758.0,62.38,7415 
1996-06-12,295758.0,62.38,7415 
1996-06-13,295758.0,62.38,7415 
1996-06-14,295758.0,62.38,7415 
1996-06-17,295758.0,62.38,7415 
1996-06-18,295758.0,62.38,7415 
1996-06-19,295758.0,62.38,7415 
1996-06-20,295758.0,62.38,7415 
1996-06-21,295758.0,62.38,7415 
1996-06-24,295758.0,62.38,7415 
1996-06-25,295758.0,62.38,7415 
1996-06-26,295758.0,62.38,7415 
1996-06-27,295758.0,62.38,7415 
1996-06-28,295758.0,62.38,7415 
1996-07-01,297224.0,62.69,7452 
1996-07-02,297224.0,62.69,7452 
1996-07-03,297224.0,62.69,7452 
1996-07-04,297224.0,62.69,7452 
1996-07-05,297224.0,62.69,7452 
1996-07-08,297224.0,62.69,7452 
1996-07-09,297224.0,62.69,7452 
1996-07-10,297224.0,62.69,7452 
1996-07-11,297224.0,62.69,7452 
1996-07-12,297224.0,62.69,7452 
1996-07-15,297224.0,62.69,7452 
1996-07-16,297224.0,62.69,7452 
1996-07-17,297224.0,62.69,7452 
1996-07-18,297224.0,62.69,7452 
1996-07-19,297224.0,62.69,7452 
1996-07-22,297224.0,62.69,7452 
1996-07-23,297224.0,62.69,7452 
1996-07-24,297224.0,62.69,7452 
1996-07-25,297224.0,62.69,7452 
1996-07-26,297224.0,62.69,7452 
1996-07-29,297224.0,62.69,7452 
1996-07-30,297224.0,62.69,7452 
1996-07-31,297224.0,62.69,7452 
1996-08-01,294999.0,62.22,7396 
1996-08-02,294999.0,62.22,7396 
1996-08-05,294999.0,62.22,7396 
1996-08-06,294999.0,62.22,7396 
1996-08-07,294999.0,62.22,7396 
1996-08-08,294999.0,62.22,7396 
1996-08-09,294999.0,62.22,7396 
1996-08-12,294999.0,62.22,7396 
1996-08-13,294999.0,62.22,7396 
1996-08-14,294999.0,62.22,7396 
1996-08-16,294999.0,62.22,7396 
1996-08-19,294999.0,62.22,7396 
1996-08-20,294999.0,62.22,7396 
1996-08-21,294999.0,62.22,7396 
1996-08-22,294999.0,62.22,7396 
1996-08-23,294999.0,62.22,7396 
1996-08-26,294999.0,62.22,7396 
1996-08-27,294999.0,62.22,7396 
1996-08-28,294999.0,62.22,7396 
1996-08-29,294999.0,62.22,7396 
1996-08-30,294999.0,62.22,7396 
1996-09-02,302928.0,62.84,7595 
1996-09-03,302928.0,62.84,7595 
1996-09-04,302928.0,62.84,7595 
1996-09-05,302928.0,62.84,7595 
1996-09-06,302928.0,62.84,7595 
1996-09-09,302928.0,62.84,7595 
1996-09-10,302928.0,62.84,7595 
1996-09-11,302928.0,62.84,7595 
1996-09-12,302928.0,62.84,7595 
1996-09-13,302928.0,62.84,7595 
1996-09-16,302928.0,62.84,7595 
1996-09-17,302928.0,62.84,7595 
1996-09-18,302928.0,62.84,7595 
1996-09-19,302928.0,62.84,7595 
1996-09-20,302928.0,62.84,7595 
1996-09-23,302928.0,62.84,7595 
1996-09-24,302928.0,62.84,7595 
1996-09-25,302928.0,62.84,7595 
1996-09-26,302928.0,62.84,7595 
1996-09-27,302928.0,62.84,7595 
1996-09-30,302928.0,62.84,7595 
1996-10-01,307766.0,63.84,7716 
1996-10-02,307766.0,63.84,7716 
1996-10-03,307766.0,63.84,7716 
1996-10-04,307766.0,63.84,7716 
1996-10-07,307766.0,63.84,7716 
1996-10-08,307766.0,63.84,7716 
1996-10-09,307766.0,63.84,7716 
1996-10-10,307766.0,63.84,7716 
1996-10-11,307766.0,63.84,7716 
1996-10-14,307766.0,63.84,7716 
1996-10-15,307766.0,63.84,7716 
1996-10-16,307766.0,63.84,7716 
1996-10-17,307766.0,63.84,7716 
1996-10-18,307766.0,63.84,7716 
1996-10-21,307766.0,63.84,7716 
1996-10-22,307766.0,63.84,7716 
1996-10-23,307766.0,63.84,7716 
1996-10-24,307766.0,63.84,7716 
1996-10-25,307766.0,63.84,7716 
1996-10-28,307766.0,63.84,7716 
1996-10-29,307766.0,63.84,7716 
1996-10-30,307766.0,63.84,7716 
1996-10-31,307766.0,63.84,7716 
1996-11-04,310233.0,64.36,7778 
1996-11-05,310233.0,64.36,7778 
1996-11-06,310233.0,64.36,7778 
1996-11-07,310233.0,64.36,7778 
1996-11-08,310233.0,64.36,7778 
1996-11-11,310233.0,64.36,7778 
1996-11-12,310233.0,64.36,7778 
1996-11-13,310233.0,64.36,7778 
1996-11-14,310233.0,64.36,7778 
1996-11-15,310233.0,64.36,7778 
1996-11-18,310233.0,64.36,7778 
1996-11-19,310233.0,64.36,7778 
1996-11-20,310233.0,64.36,7778 
1996-11-21,310233.0,64.36,7778 
1996-11-22,310233.0,64.36,7778 
1996-11-25,310233.0,64.36,7778 
1996-11-26,310233.0,64.36,7778 
1996-11-27,310233.0,64.36,7778 
1996-11-28,310233.0,64.36,7778 
1996-11-29,310233.0,64.36,7778 
1996-12-02,319976.0,65.41,8005 
1996-12-03,319976.0,65.41,8005 
1996-12-04,319976.0,65.41,8005 
1996-12-05,319976.0,65.41,8005 
1996-12-09,319976.0,65.41,8005 
1996-12-10,319976.0,65.41,8005 
1996-12-11,319976.0,65.41,8005 
1996-12-12,319976.0,65.41,8005 
1996-12-13,319976.0,65.41,8005 
1996-12-16,319976.0,65.41,8005 
1996-12-17,319976.0,65.41,8005 
1996-12-18,319976.0,65.41,8005 
1996-12-19,319976.0,65.41,8005 
1996-12-20,319976.0,65.41,8005 
1996-12-23,319976.0,65.41,8005 
1996-12-26,319976.0,65.41,8005 
1996-12-27,319976.0,65.41,8005 
1996-12-30,319976.0,65.41,8005 
1996-12-31,319976.0,65.41,8005 
1997-01-02,319259.0,65.26,7987 
1997-01-03,319259.0,65.26,7987 
1997-01-07,319259.0,65.26,7987 
1997-01-08,319259.0,65.26,7987 
1997-01-09,319259.0,65.26,7987 
1997-01-10,319259.0,65.26,7987 
1997-01-13,319259.0,65.26,7987 
1997-01-14,319259.0,65.26,7987 
1997-01-15,319259.0,65.26,7987 
1997-01-16,319259.0,65.26,7987 
1997-01-17,319259.0,65.26,7987 
1997-01-20,319259.0,65.26,7987 
1997-01-21,319259.0,65.26,7987 
1997-01-22,319259.0,65.26,7987 
1997-01-23,319259.0,65.26,7987 
1997-01-24,319259.0,65.26,7987 
1997-01-27,319259.0,65.26,7987 
1997-01-28,319259.0,65.26,7987 
1997-01-29,319259.0,65.26,7987 
1997-01-30,319259.0,65.26,7987 
1997-01-31,319259.0,65.26,7987 
1997-02-03,315010.0,64.39,7881 
1997-02-04,315010.0,64.39,7881 
1997-02-05,315010.0,64.39,7881 
1997-02-06,315010.0,64.39,7881 
1997-02-07,315010.0,64.39,7881 
1997-02-10,315010.0,64.39,7881 
1997-02-11,315010.0,64.39,7881 
1997-02-12,315010.0,64.39,7881 
1997-02-13,315010.0,64.39,7881 
1997-02-14,315010.0,64.39,7881 
1997-02-17,315010.0,64.39,7881 
1997-02-18,315010.0,64.39,7881 
1997-02-19,315010.0,64.39,7881 
1997-02-20,315010.0,64.39,7881 
1997-02-21,315010.0,64.39,7881 
1997-02-24,315010.0,64.39,7881 
1997-02-25,315010.0,64.39,7881 
1997-02-26,315010.0,64.39,7881 
1997-02-27,315010.0,64.39,7881 
1997-02-28,315010.0,64.39,7881 
1997-03-03,319311.0,64.39,7989 
1997-03-04,319311.0,64.39,7989 
1997-03-05,319311.0,64.39,7989 
1997-03-06,319311.0,64.39,7989 
1997-03-07,319311.0,64.39,7989 
1997-03-10,319311.0,64.39,7989 
1997-03-11,319311.0,64.39,7989 
1997-03-12,319311.0,64.39,7989 
1997-03-13,319311.0,64.39,7989 
1997-03-14,319311.0,64.39,7989 
1997-03-17,319311.0,64.39,7989 
1997-03-18,319311.0,64.39,7989 
1997-03-19,319311.0,64.39,7989 
1997-03-20,319311.0,64.39,7989 
1997-03-21,319311.0,64.39,7989 
1997-03-24,319311.0,64.39,7989 
1997-03-25,319311.0,64.39,7989 
1997-03-26,319311.0,64.39,7989 
1997-03-31,319311.0,64.39,7989 
1997-04-01,323017.0,65.14,8081 
1997-04-02,323017.0,65.14,8081 
1997-04-03,323017.0,65.14,8081 
1997-04-04,323017.0,65.14,8081 
1997-04-07,323017.0,65.14,8081 
1997-04-08,323017.0,65.14,8081 
1997-04-09,323017.0,65.14,8081 
1997-04-10,323017.0,65.14,8081 
1997-04-11,323017.0,65.14,8081 
1997-04-14,323017.0,65.14,8081 
1997-04-15,323017.0,65.14,8081 
1997-04-16,323017.0,65.14,8081 
1997-04-17,323017.0,65.14,8081 
1997-04-18,323017.0,65.14,8081 
1997-04-21,323017.0,65.14,8081 
1997-04-22,323017.0,65.14,8081 
1997-04-23,323017.0,65.14,8081 
1997-04-24,323017.0,65.14,8081 
1997-04-25,323017.0,65.14,8081 
1997-04-28,323017.0,65.14,8081 
1997-04-29,323017.0,65.14,8081 
1997-04-30,323017.0,65.14,8081 
1997-05-05,331668.0,66.88,8298 
1997-05-06,331668.0,66.88,8298 
1997-05-07,331668.0,66.88,8298 
1997-05-08,331668.0,66.88,8298 
1997-05-09,331668.0,66.88,8298 
1997-05-12,331668.0,66.88,8298 
1997-05-13,331668.0,66.88,8298 
1997-05-14,331668.0,66.88,8298 
1997-05-16,331668.0,66.88,8298 
1997-05-19,331668.0,66.88,8298 
1997-05-20,331668.0,66.88,8298 
1997-05-21,331668.0,66.88,8298 
1997-05-22,331668.0,66.88,8298 
1997-05-23,331668.0,66.88,8298 
1997-05-26,331668.0,66.88,8298 
1997-05-27,331668.0,66.88,8298 
1997-05-28,331668.0,66.88,8298 
1997-05-29,331668.0,66.88,8298 
1997-05-30,331668.0,66.88,8298 
1997-06-02,326860.0,65.06,8161 
1997-06-03,326860.0,65.06,8161 
1997-06-04,326860.0,65.06,8161 
1997-06-05,326860.0,65.06,8161 
1997-06-06,326860.0,65.06,8161 
1997-06-09,326860.0,65.06,8161 
1997-06-10,326860.0,65.06,8161 
1997-06-11,326860.0,65.06,8161 
1997-06-12,326860.0,65.06,8161 
1997-06-13,326860.0,65.06,8161 
1997-06-16,326860.0,65.06,8161 
1997-06-17,326860.0,65.06,8161 
1997-06-18,326860.0,65.06,8161 
1997-06-19,326860.0,65.06,8161 
1997-06-20,326860.0,65.06,8161 
1997-06-23,326860.0,65.06,8161 
1997-06-24,326860.0,65.06,8161 
1997-06-25,326860.0,65.06,8161 
1997-06-26,326860.0,65.06,8161 
1997-06-27,326860.0,65.06,8161 
1997-06-30,326860.0,65.06,8161 
1997-07-01,327154.0,65.12,8169 
1997-07-02,327154.0,65.12,8169 
1997-07-03,327154.0,65.12,8169 
1997-07-04,327154.0,65.12,8169 
1997-07-07,327154.0,65.12,8169 
1997-07-08,327154.0,65.12,8169 
1997-07-09,327154.0,65.12,8169 
1997-07-10,327154.0,65.12,8169 
1997-07-11,327154.0,65.12,8169 
1997-07-14,327154.0,65.12,8169 
1997-07-15,327154.0,65.12,8169 
1997-07-16,327154.0,65.12,8169 
1997-07-17,327154.0,65.12,8169 
1997-07-18,327154.0,65.12,8169 
1997-07-21,327154.0,65.12,8169 
1997-07-22,327154.0,65.12,8169 
1997-07-23,327154.0,65.12,8169 
1997-07-24,327154.0,65.12,8169 
1997-07-28,327154.0,65.12,8169 
1997-07-29,327154.0,65.12,8169 
1997-07-30,327154.0,65.12,8169 
1997-07-31,327154.0,65.12,8169 
1997-08-01,330666.0,65.82,8256 
1997-08-04,330666.0,65.82,8256 
1997-08-05,330666.0,65.82,8256 
1997-08-06,330666.0,65.82,8256 
1997-08-07,330666.0,65.82,8256 
1997-08-08,330666.0,65.82,8256 
1997-08-11,330666.0,65.82,8256 
1997-08-12,330666.0,65.82,8256 
1997-08-13,330666.0,65.82,8256 
1997-08-14,330666.0,65.82,8256 
1997-08-18,330666.0,65.82,8256 
1997-08-19,330666.0,65.82,8256 
1997-08-20,330666.0,65.82,8256 
1997-08-21,330666.0,65.82,8256 
1997-08-22,330666.0,65.82,8256 
1997-08-25,330666.0,65.82,8256 
1997-08-26,330666.0,65.82,8256 
1997-08-27,330666.0,65.82,8256 
1997-08-28,330666.0,65.82,8256 
1997-08-29,330666.0,65.82,8256 
1997-09-01,330961.0,64.97,8264 
1997-09-02,330961.0,64.97,8264 
1997-09-03,330961.0,64.97,8264 
1997-09-04,330961.0,64.97,8264 
1997-09-05,330961.0,64.97,8264 
1997-09-08,330961.0,64.97,8264 
1997-09-09,330961.0,64.97,8264 
1997-09-10,330961.0,64.97,8264 
1997-09-11,330961.0,64.97,8264 
1997-09-12,330961.0,64.97,8264 
1997-09-15,330961.0,64.97,8264 
1997-09-16,330961.0,64.97,8264 
1997-09-17,330961.0,64.97,8264 
1997-09-18,330961.0,64.97,8264 
1997-09-19,330961.0,64.97,8264 
1997-09-22,330961.0,64.97,8264 
1997-09-23,330961.0,64.97,8264 
1997-09-24,330961.0,64.97,8264 
1997-09-25,330961.0,64.97,8264 
1997-09-26,330961.0,64.97,8264 
1997-09-29,330961.0,64.97,8264 
1997-09-30,330961.0,64.97,8264 
1997-10-01,330723.0,64.92,8258 
1997-10-02,330723.0,64.92,8258 
1997-10-03,330723.0,64.92,8258 
1997-10-06,330723.0,64.92,8258 
1997-10-07,330723.0,64.92,8258 
1997-10-08,330723.0,64.92,8258 
1997-10-09,330723.0,64.92,8258 
1997-10-10,330723.0,64.92,8258 
1997-10-13,330723.0,64.92,8258 
1997-10-14,330723.0,64.92,8258 
1997-10-15,330723.0,64.92,8258 
1997-10-16,330723.0,64.92,8258 
1997-10-17,330723.0,64.92,8258 
1997-10-20,330723.0,64.92,8258 
