Unnamed: 0,Date,IPC
8166,2001-08-10,0.2
8165,2001-08-09,0.2
8164,2001-08-08,0.2
8163,2001-08-07,0.2
8162,2001-08-06,0.2
8159,2001-08-03,0.2
8158,2001-08-02,0.2
8157,2001-08-01,0.2
8154,2001-09-28,0.0
8153,2001-09-27,0.0
8152,2001-09-26,0.0
8151,2001-09-25,0.0
8150,2001-09-24,0.0
8147,2001-09-21,0.0
8146,2001-09-20,0.0
8145,2001-09-19,0.0
8144,2001-09-18,0.0
8143,2001-09-17,0.0
8140,2001-09-14,0.0
8139,2001-09-13,0.0
8138,2001-09-12,0.0
8136,2001-09-10,0.0
8133,2001-09-07,0.0
8132,2001-09-06,0.0
8131,2001-09-05,0.0
8130,2001-09-04,0.0
8129,2001-09-03,0.0
8126,2001-10-31,-0.1
8125,2001-10-30,-0.1
8124,2001-10-29,-0.1
8121,2001-10-26,-0.1
8120,2001-10-25,-0.1
8119,2001-10-24,-0.1
8118,2001-10-23,-0.1
8117,2001-10-22,-0.1
8114,2001-10-19,-0.1
8113,2001-10-18,-0.1
8112,2001-10-17,-0.1
8111,2001-10-16,-0.1
8110,2001-10-15,-0.1
8106,2001-10-11,-0.1
8105,2001-10-10,-0.1
8104,2001-10-09,-0.1
8103,2001-10-08,-0.1
8100,2001-10-05,-0.1
8099,2001-10-04,-0.1
8098,2001-10-03,-0.1
8097,2001-10-02,-0.1
8096,2001-10-01,-0.1
8095,2001-11-30,-0.1
8094,2001-11-29,-0.1
8093,2001-11-28,-0.1
8092,2001-11-27,-0.1
8091,2001-11-26,-0.1
8088,2001-11-23,-0.1
8087,2001-11-22,-0.1
8086,2001-11-21,-0.1
8085,2001-11-20,-0.1
8084,2001-11-19,-0.1
8081,2001-11-16,-0.1
8080,2001-11-15,-0.1
8079,2001-11-14,-0.1
8078,2001-11-13,-0.1
8077,2001-11-12,-0.1
8074,2001-11-09,-0.1
8073,2001-11-08,-0.1
8072,2001-11-07,-0.1
8071,2001-11-06,-0.1
8070,2001-11-05,-0.1
8067,2001-11-02,-0.1
8066,2001-11-01,-0.1
8062,2001-12-28,0.4
8061,2001-12-27,0.4
8055,2001-12-21,0.4
8054,2001-12-20,0.4
8053,2001-12-19,0.4
8052,2001-12-18,0.4
8051,2001-12-17,0.4
8048,2001-12-14,0.4
8047,2001-12-13,0.4
8046,2001-12-12,0.4
8045,2001-12-11,0.4
8044,2001-12-10,0.4
8041,2001-12-07,0.4
8039,2001-12-05,0.4
8038,2001-12-04,0.4
8037,2001-12-03,0.4
8034,2002-01-31,-0.1
8033,2002-01-30,-0.1
8032,2002-01-29,-0.1
8031,2002-01-28,-0.1
8028,2002-01-25,-0.1
8027,2002-01-24,-0.1
8026,2002-01-23,-0.1
8025,2002-01-22,-0.1
8024,2002-01-21,-0.1
8021,2002-01-18,-0.1
8020,2002-01-17,-0.1
8019,2002-01-16,-0.1
8018,2002-01-15,-0.1
8017,2002-01-14,-0.1
8014,2002-01-11,-0.1
8013,2002-01-10,-0.1
8012,2002-01-09,-0.1
8011,2002-01-08,-0.1
8010,2002-01-07,-0.1
8007,2002-01-04,-0.1
8006,2002-01-03,-0.1
8005,2002-01-02,-0.1
8003,2002-02-28,0.1
8002,2002-02-27,0.1
8001,2002-02-26,0.1
8000,2002-02-25,0.1
7997,2002-02-22,0.1
7996,2002-02-21,0.1
7995,2002-02-20,0.1
7994,2002-02-19,0.1
7993,2002-02-18,0.1
7990,2002-02-15,0.1
7989,2002-02-14,0.1
7988,2002-02-13,0.1
7987,2002-02-12,0.1
7986,2002-02-11,0.1
7983,2002-02-08,0.1
7982,2002-02-07,0.1
7981,2002-02-06,0.1
7980,2002-02-05,0.1
7979,2002-02-04,0.1
7976,2002-02-01,0.1
7972,2002-03-28,0.8
7971,2002-03-27,0.8
7970,2002-03-26,0.8
7969,2002-03-25,0.8
7966,2002-03-22,0.8
7965,2002-03-21,0.8
7964,2002-03-20,0.8
7963,2002-03-19,0.8
7962,2002-03-18,0.8
7959,2002-03-15,0.8
7958,2002-03-14,0.8
7957,2002-03-13,0.8
7956,2002-03-12,0.8
7955,2002-03-11,0.8
7952,2002-03-08,0.8
7951,2002-03-07,0.8
7950,2002-03-06,0.8
7949,2002-03-05,0.8
7948,2002-03-04,0.8
7945,2002-03-01,0.8
7944,2002-04-30,1.4
7943,2002-04-29,1.4
7940,2002-04-26,1.4
7939,2002-04-25,1.4
7938,2002-04-24,1.4
7937,2002-04-23,1.4
7936,2002-04-22,1.4
7933,2002-04-19,1.4
7932,2002-04-18,1.4
7931,2002-04-17,1.4
7930,2002-04-16,1.4
7929,2002-04-15,1.4
7926,2002-04-12,1.4
7925,2002-04-11,1.4
7924,2002-04-10,1.4
7923,2002-04-09,1.4
7922,2002-04-08,1.4
7919,2002-04-05,1.4
7918,2002-04-04,1.4
7917,2002-04-03,1.4
7916,2002-04-02,1.4
7914,2002-05-31,0.4
7913,2002-05-30,0.4
7912,2002-05-29,0.4
7911,2002-05-28,0.4
7910,2002-05-27,0.4
7907,2002-05-24,0.4
7906,2002-05-23,0.4
7905,2002-05-22,0.4
7904,2002-05-21,0.4
7903,2002-05-20,0.4
7900,2002-05-17,0.4
7899,2002-05-16,0.4
7898,2002-05-15,0.4
7897,2002-05-14,0.4
7896,2002-05-13,0.4
7893,2002-05-10,0.4
7892,2002-05-09,0.4
7891,2002-05-08,0.4
7890,2002-05-07,0.4
7889,2002-05-06,0.4
7886,2002-05-03,0.4
7885,2002-05-02,0.4
7881,2002-06-28,0.0
7880,2002-06-27,0.0
7879,2002-06-26,0.0
7878,2002-06-25,0.0
7877,2002-06-24,0.0
7874,2002-06-21,0.0
7873,2002-06-20,0.0
7872,2002-06-19,0.0
7871,2002-06-18,0.0
7870,2002-06-17,0.0
7867,2002-06-14,0.0
7866,2002-06-13,0.0
7865,2002-06-12,0.0
7864,2002-06-11,0.0
7863,2002-06-10,0.0
7860,2002-06-07,0.0
7859,2002-06-06,0.0
7858,2002-06-05,0.0
7857,2002-06-04,0.0
7856,2002-06-03,0.0
7853,2002-07-31,-0.7
7852,2002-07-30,-0.7
7851,2002-07-29,-0.7
7848,2002-07-26,-0.7
7847,2002-07-25,-0.7
7846,2002-07-24,-0.7
7845,2002-07-23,-0.7
7844,2002-07-22,-0.7
7841,2002-07-19,-0.7
7840,2002-07-18,-0.7
7839,2002-07-17,-0.7
7838,2002-07-16,-0.7
7837,2002-07-15,-0.7
7834,2002-07-12,-0.7
7833,2002-07-11,-0.7
7832,2002-07-10,-0.7
7831,2002-07-09,-0.7
7830,2002-07-08,-0.7
7827,2002-07-05,-0.7
7826,2002-07-04,-0.7
7825,2002-07-03,-0.7
7824,2002-07-02,-0.7
7823,2002-07-01,-0.7
7821,2002-08-30,0.3
7820,2002-08-29,0.3
7819,2002-08-28,0.3
7818,2002-08-27,0.3
7817,2002-08-26,0.3
7814,2002-08-23,0.3
7813,2002-08-22,0.3
7812,2002-08-21,0.3
7811,2002-08-20,0.3
7810,2002-08-19,0.3
7807,2002-08-16,0.3
7805,2002-08-14,0.3
7804,2002-08-13,0.3
7803,2002-08-12,0.3
7800,2002-08-09,0.3
7799,2002-08-08,0.3
7798,2002-08-07,0.3
7797,2002-08-06,0.3
7796,2002-08-05,0.3
7793,2002-08-02,0.3
7792,2002-08-01,0.3
7791,2002-09-30,0.4
7788,2002-09-27,0.4
7787,2002-09-26,0.4
7786,2002-09-25,0.4
7785,2002-09-24,0.4
7784,2002-09-23,0.4
7781,2002-09-20,0.4
7780,2002-09-19,0.4
7779,2002-09-18,0.4
7778,2002-09-17,0.4
7777,2002-09-16,0.4
7774,2002-09-13,0.4
7773,2002-09-12,0.4
7772,2002-09-11,0.4
7771,2002-09-10,0.4
7770,2002-09-09,0.4
7767,2002-09-06,0.4
7766,2002-09-05,0.4
7765,2002-09-04,0.4
7764,2002-09-03,0.4
7763,2002-09-02,0.4
7761,2002-10-31,1.0
7760,2002-10-30,1.0
7759,2002-10-29,1.0
7758,2002-10-28,1.0
7755,2002-10-25,1.0
7754,2002-10-24,1.0
7753,2002-10-23,1.0
7752,2002-10-22,1.0
7751,2002-10-21,1.0
7748,2002-10-18,1.0
7747,2002-10-17,1.0
7746,2002-10-16,1.0
7745,2002-10-15,1.0
7744,2002-10-14,1.0
7741,2002-10-11,1.0
7740,2002-10-10,1.0
7739,2002-10-09,1.0
7738,2002-10-08,1.0
7737,2002-10-07,1.0
7734,2002-10-04,1.0
7733,2002-10-03,1.0
7732,2002-10-02,1.0
7731,2002-10-01,1.0
7729,2002-11-29,0.2
7728,2002-11-28,0.2
7727,2002-11-27,0.2
7726,2002-11-26,0.2
7725,2002-11-25,0.2
7722,2002-11-22,0.2
7721,2002-11-21,0.2
7720,2002-11-20,0.2
7719,2002-11-19,0.2
7718,2002-11-18,0.2
7715,2002-11-15,0.2
7714,2002-11-14,0.2
7713,2002-11-13,0.2
7712,2002-11-12,0.2
7711,2002-11-11,0.2
7708,2002-11-08,0.2
7707,2002-11-07,0.2
7706,2002-11-06,0.2
7705,2002-11-05,0.2
7704,2002-11-04,0.2
7699,2002-12-30,0.3
7696,2002-12-27,0.3
7692,2002-12-23,0.3
7689,2002-12-20,0.3
7688,2002-12-19,0.3
7687,2002-12-18,0.3
7686,2002-12-17,0.3
7685,2002-12-16,0.3
7682,2002-12-13,0.3
7681,2002-12-12,0.3
7680,2002-12-11,0.3
7679,2002-12-10,0.3
7678,2002-12-09,0.3
7674,2002-12-05,0.3
7673,2002-12-04,0.3
7672,2002-12-03,0.3
7671,2002-12-02,0.3
7669,2003-01-31,-0.4
7668,2003-01-30,-0.4
7667,2003-01-29,-0.4
7666,2003-01-28,-0.4
7665,2003-01-27,-0.4
7662,2003-01-24,-0.4
7661,2003-01-23,-0.4
7660,2003-01-22,-0.4
7659,2003-01-21,-0.4
7658,2003-01-20,-0.4
7655,2003-01-17,-0.4
7654,2003-01-16,-0.4
7653,2003-01-15,-0.4
7652,2003-01-14,-0.4
7651,2003-01-13,-0.4
7648,2003-01-10,-0.4
7647,2003-01-09,-0.4
7646,2003-01-08,-0.4
7645,2003-01-07,-0.4
7641,2003-01-03,-0.4
7640,2003-01-02,-0.4
7638,2003-02-28,0.2
7637,2003-02-27,0.2
7636,2003-02-26,0.2
7635,2003-02-25,0.2
7634,2003-02-24,0.2
7631,2003-02-21,0.2
7630,2003-02-20,0.2
7629,2003-02-19,0.2
7628,2003-02-18,0.2
7627,2003-02-17,0.2
7624,2003-02-14,0.2
7623,2003-02-13,0.2
7622,2003-02-12,0.2
7621,2003-02-11,0.2
7620,2003-02-10,0.2
7617,2003-02-07,0.2
7616,2003-02-06,0.2
7615,2003-02-05,0.2
7614,2003-02-04,0.2
7613,2003-02-03,0.2
7610,2003-03-31,0.7
7607,2003-03-28,0.7
7606,2003-03-27,0.7
7605,2003-03-26,0.7
7604,2003-03-25,0.7
7603,2003-03-24,0.7
7600,2003-03-21,0.7
7599,2003-03-20,0.7
7598,2003-03-19,0.7
7597,2003-03-18,0.7
7596,2003-03-17,0.7
7593,2003-03-14,0.7
7592,2003-03-13,0.7
7591,2003-03-12,0.7
7590,2003-03-11,0.7
7589,2003-03-10,0.7
7586,2003-03-07,0.7
7585,2003-03-06,0.7
7584,2003-03-05,0.7
7583,2003-03-04,0.7
7582,2003-03-03,0.7
7579,2003-04-30,0.8
7578,2003-04-29,0.8
7577,2003-04-28,0.8
7574,2003-04-25,0.8
7573,2003-04-24,0.8
7572,2003-04-23,0.8
7571,2003-04-22,0.8
7566,2003-04-17,0.8
7565,2003-04-16,0.8
7564,2003-04-15,0.8
7563,2003-04-14,0.8
7560,2003-04-11,0.8
7559,2003-04-10,0.8
7558,2003-04-09,0.8
7557,2003-04-08,0.8
7556,2003-04-07,0.8
7553,2003-04-04,0.8
7552,2003-04-03,0.8
7551,2003-04-02,0.8
7550,2003-04-01,0.8
7548,2003-05-30,-0.1
7547,2003-05-29,-0.1
7546,2003-05-28,-0.1
7545,2003-05-27,-0.1
7544,2003-05-26,-0.1
7541,2003-05-23,-0.1
7540,2003-05-22,-0.1
7539,2003-05-21,-0.1
7538,2003-05-20,-0.1
7537,2003-05-19,-0.1
7534,2003-05-16,-0.1
7533,2003-05-15,-0.1
7532,2003-05-14,-0.1
7531,2003-05-13,-0.1
7530,2003-05-12,-0.1
7527,2003-05-09,-0.1
7526,2003-05-08,-0.1
7525,2003-05-07,-0.1
7524,2003-05-06,-0.1
7523,2003-05-05,-0.1
7520,2003-05-02,-0.1
7518,2003-06-30,0.1
7515,2003-06-27,0.1
7514,2003-06-26,0.1
7513,2003-06-25,0.1
7512,2003-06-24,0.1
7511,2003-06-23,0.1
7508,2003-06-20,0.1
7507,2003-06-19,0.1
7506,2003-06-18,0.1
7505,2003-06-17,0.1
7504,2003-06-16,0.1
7501,2003-06-13,0.1
7500,2003-06-12,0.1
7499,2003-06-11,0.1
7498,2003-06-10,0.1
7497,2003-06-09,0.1
7494,2003-06-06,0.1
7493,2003-06-05,0.1
7492,2003-06-04,0.1
7491,2003-06-03,0.1
7490,2003-06-02,0.1
7488,2003-07-31,-0.6
7487,2003-07-30,-0.6
7486,2003-07-29,-0.6
7485,2003-07-28,-0.6
7482,2003-07-25,-0.6
7481,2003-07-24,-0.6
7480,2003-07-23,-0.6
7479,2003-07-22,-0.6
7478,2003-07-21,-0.6
7475,2003-07-18,-0.6
7474,2003-07-17,-0.6
7473,2003-07-16,-0.6
7472,2003-07-15,-0.6
7471,2003-07-14,-0.6
7468,2003-07-11,-0.6
7467,2003-07-10,-0.6
7466,2003-07-09,-0.6
7465,2003-07-08,-0.6
7464,2003-07-07,-0.6
7461,2003-07-04,-0.6
7460,2003-07-03,-0.6
7459,2003-07-02,-0.6
7458,2003-07-01,-0.6
7455,2003-08-29,0.5
7454,2003-08-28,0.5
7453,2003-08-27,0.5
7452,2003-08-26,0.5
7451,2003-08-25,0.5
7448,2003-08-22,0.5
7447,2003-08-21,0.5
7446,2003-08-20,0.5
7445,2003-08-19,0.5
7444,2003-08-18,0.5
7440,2003-08-14,0.5
7439,2003-08-13,0.5
7438,2003-08-12,0.5
7437,2003-08-11,0.5
7434,2003-08-08,0.5
7433,2003-08-07,0.5
7432,2003-08-06,0.5
7431,2003-08-05,0.5
7430,2003-08-04,0.5
7427,2003-08-01,0.5
7426,2003-09-30,0.3
7425,2003-09-29,0.3
7422,2003-09-26,0.3
7421,2003-09-25,0.3
7420,2003-09-24,0.3
7419,2003-09-23,0.3
7418,2003-09-22,0.3
7415,2003-09-19,0.3
7414,2003-09-18,0.3
7413,2003-09-17,0.3
7412,2003-09-16,0.3
7411,2003-09-15,0.3
7408,2003-09-12,0.3
7407,2003-09-11,0.3
7406,2003-09-10,0.3
7405,2003-09-09,0.3
7404,2003-09-08,0.3
7401,2003-09-05,0.3
7400,2003-09-04,0.3
7399,2003-09-03,0.3
7398,2003-09-02,0.3
7397,2003-09-01,0.3
7396,2003-10-31,0.7
7395,2003-10-30,0.7
7394,2003-10-29,0.7
7393,2003-10-28,0.7
7392,2003-10-27,0.7
7389,2003-10-24,0.7
7388,2003-10-23,0.7
7387,2003-10-22,0.7
7386,2003-10-21,0.7
7385,2003-10-20,0.7
7382,2003-10-17,0.7
7381,2003-10-16,0.7
7380,2003-10-15,0.7
7379,2003-10-14,0.7
7378,2003-10-13,0.7
7375,2003-10-10,0.7
7374,2003-10-09,0.7
7373,2003-10-08,0.7
7372,2003-10-07,0.7
7371,2003-10-06,0.7
7368,2003-10-03,0.7
7367,2003-10-02,0.7
7366,2003-10-01,0.7
7363,2003-11-28,0.3
7362,2003-11-27,0.3
7361,2003-11-26,0.3
7360,2003-11-25,0.3
7359,2003-11-24,0.3
7356,2003-11-21,0.3
7355,2003-11-20,0.3
7354,2003-11-19,0.3
7353,2003-11-18,0.3
7352,2003-11-17,0.3
7349,2003-11-14,0.3
7348,2003-11-13,0.3
7347,2003-11-12,0.3
7346,2003-11-11,0.3
7345,2003-11-10,0.3
7342,2003-11-07,0.3
7341,2003-11-06,0.3
7340,2003-11-05,0.3
7339,2003-11-04,0.3
7338,2003-11-03,0.3
7334,2003-12-30,0.2
7333,2003-12-29,0.2
7327,2003-12-23,0.2
7326,2003-12-22,0.2
7323,2003-12-19,0.2
7322,2003-12-18,0.2
7321,2003-12-17,0.2
7320,2003-12-16,0.2
7319,2003-12-15,0.2
7316,2003-12-12,0.2
7315,2003-12-11,0.2
7314,2003-12-10,0.2
7313,2003-12-09,0.2
7309,2003-12-05,0.2
7308,2003-12-04,0.2
7307,2003-12-03,0.2
7306,2003-12-02,0.2
7305,2003-12-01,0.2
7303,2004-01-30,-0.7
7302,2004-01-29,-0.7
7301,2004-01-28,-0.7
7300,2004-01-27,-0.7
7299,2004-01-26,-0.7
7296,2004-01-23,-0.7
7295,2004-01-22,-0.7
7294,2004-01-21,-0.7
7293,2004-01-20,-0.7
7292,2004-01-19,-0.7
7289,2004-01-16,-0.7
7288,2004-01-15,-0.7
7287,2004-01-14,-0.7
7286,2004-01-13,-0.7
7285,2004-01-12,-0.7
7282,2004-01-09,-0.7
7281,2004-01-08,-0.7
7280,2004-01-07,-0.7
7278,2004-01-05,-0.7
7275,2004-01-02,-0.7
7271,2004-02-27,0.0
7270,2004-02-26,0.0
7269,2004-02-25,0.0
7268,2004-02-24,0.0
7267,2004-02-23,0.0
7264,2004-02-20,0.0
7263,2004-02-19,0.0
7262,2004-02-18,0.0
7261,2004-02-17,0.0
7260,2004-02-16,0.0
7257,2004-02-13,0.0
7256,2004-02-12,0.0
7255,2004-02-11,0.0
7254,2004-02-10,0.0
7253,2004-02-09,0.0
7250,2004-02-06,0.0
7249,2004-02-05,0.0
7248,2004-02-04,0.0
7247,2004-02-03,0.0
7246,2004-02-02,0.0
7244,2004-03-31,0.7
7243,2004-03-30,0.7
7242,2004-03-29,0.7
7239,2004-03-26,0.7
7238,2004-03-25,0.7
7237,2004-03-24,0.7
7236,2004-03-23,0.7
7235,2004-03-22,0.7
7232,2004-03-19,0.7
7231,2004-03-18,0.7
7230,2004-03-17,0.7
7229,2004-03-16,0.7
7228,2004-03-15,0.7
7225,2004-03-12,0.7
7224,2004-03-11,0.7
7223,2004-03-10,0.7
7222,2004-03-09,0.7
7221,2004-03-08,0.7
7218,2004-03-05,0.7
7217,2004-03-04,0.7
7216,2004-03-03,0.7
7215,2004-03-02,0.7
7214,2004-03-01,0.7
7213,2004-04-30,1.4
7212,2004-04-29,1.4
7211,2004-04-28,1.4
7210,2004-04-27,1.4
7209,2004-04-26,1.4
7206,2004-04-23,1.4
7205,2004-04-22,1.4
7204,2004-04-21,1.4
7203,2004-04-20,1.4
7202,2004-04-19,1.4
7199,2004-04-16,1.4
7198,2004-04-15,1.4
7197,2004-04-14,1.4
7196,2004-04-13,1.4
7191,2004-04-08,1.4
7190,2004-04-07,1.4
7189,2004-04-06,1.4
7188,2004-04-05,1.4
7185,2004-04-02,1.4
7184,2004-04-01,1.4
7183,2004-05-31,0.6
7180,2004-05-28,0.6
7179,2004-05-27,0.6
7178,2004-05-26,0.6
7177,2004-05-25,0.6
7176,2004-05-24,0.6
7173,2004-05-21,0.6
7172,2004-05-20,0.6
7171,2004-05-19,0.6
7170,2004-05-18,0.6
7169,2004-05-17,0.6
7166,2004-05-14,0.6
7165,2004-05-13,0.6
7164,2004-05-12,0.6
7163,2004-05-11,0.6
7162,2004-05-10,0.6
7159,2004-05-07,0.6
7158,2004-05-06,0.6
7157,2004-05-05,0.6
7156,2004-05-04,0.6
7155,2004-05-03,0.6
7152,2004-06-30,0.2
7151,2004-06-29,0.2
7150,2004-06-28,0.2
7147,2004-06-25,0.2
7146,2004-06-24,0.2
7145,2004-06-23,0.2
7144,2004-06-22,0.2
7143,2004-06-21,0.2
7140,2004-06-18,0.2
7139,2004-06-17,0.2
7138,2004-06-16,0.2
7137,2004-06-15,0.2
7136,2004-06-14,0.2
7133,2004-06-11,0.2
7132,2004-06-10,0.2
7131,2004-06-09,0.2
7130,2004-06-08,0.2
7129,2004-06-07,0.2
7126,2004-06-04,0.2
7125,2004-06-03,0.2
7124,2004-06-02,0.2
7123,2004-06-01,0.2
7121,2004-07-30,-0.8
7120,2004-07-29,-0.8
7119,2004-07-28,-0.8
7118,2004-07-27,-0.8
7117,2004-07-26,-0.8
7114,2004-07-23,-0.8
7113,2004-07-22,-0.8
7112,2004-07-21,-0.8
7111,2004-07-20,-0.8
7110,2004-07-19,-0.8
7107,2004-07-16,-0.8
7106,2004-07-15,-0.8
7105,2004-07-14,-0.8
7104,2004-07-13,-0.8
7103,2004-07-12,-0.8
7100,2004-07-09,-0.8
7099,2004-07-08,-0.8
7098,2004-07-07,-0.8
7097,2004-07-06,-0.8
7096,2004-07-05,-0.8
7093,2004-07-02,-0.8
7092,2004-07-01,-0.8
7091,2004-08-31,0.4
7090,2004-08-30,0.4
7087,2004-08-27,0.4
7086,2004-08-26,0.4
7085,2004-08-25,0.4
7084,2004-08-24,0.4
7083,2004-08-23,0.4
7080,2004-08-20,0.4
7079,2004-08-19,0.4
7078,2004-08-18,0.4
7077,2004-08-17,0.4
7073,2004-08-13,0.4
7072,2004-08-12,0.4
7071,2004-08-11,0.4
7070,2004-08-10,0.4
7069,2004-08-09,0.4
7066,2004-08-06,0.4
7065,2004-08-05,0.4
7064,2004-08-04,0.4
7063,2004-08-03,0.4
7062,2004-08-02,0.4
7060,2004-09-30,0.2
7059,2004-09-29,0.2
7058,2004-09-28,0.2
7057,2004-09-27,0.2
7054,2004-09-24,0.2
7053,2004-09-23,0.2
7052,2004-09-22,0.2
7051,2004-09-21,0.2
7050,2004-09-20,0.2
7047,2004-09-17,0.2
7046,2004-09-16,0.2
7045,2004-09-15,0.2
7044,2004-09-14,0.2
7043,2004-09-13,0.2
7040,2004-09-10,0.2
7039,2004-09-09,0.2
7038,2004-09-08,0.2
7037,2004-09-07,0.2
7036,2004-09-06,0.2
7033,2004-09-03,0.2
7032,2004-09-02,0.2
7031,2004-09-01,0.2
7028,2004-10-29,1.0
7027,2004-10-28,1.0
7026,2004-10-27,1.0
7025,2004-10-26,1.0
7024,2004-10-25,1.0
7021,2004-10-22,1.0
7020,2004-10-21,1.0
7019,2004-10-20,1.0
7018,2004-10-19,1.0
7017,2004-10-18,1.0
7014,2004-10-15,1.0
7013,2004-10-14,1.0
7012,2004-10-13,1.0
7010,2004-10-11,1.0
7007,2004-10-08,1.0
7006,2004-10-07,1.0
7005,2004-10-06,1.0
7004,2004-10-05,1.0
7003,2004-10-04,1.0
7000,2004-10-01,1.0
6999,2004-11-30,0.2
6998,2004-11-29,0.2
6995,2004-11-26,0.2
6994,2004-11-25,0.2
6993,2004-11-24,0.2
6992,2004-11-23,0.2
6991,2004-11-22,0.2
6988,2004-11-19,0.2
6987,2004-11-18,0.2
6986,2004-11-17,0.2
6985,2004-11-16,0.2
6984,2004-11-15,0.2
6981,2004-11-12,0.2
6980,2004-11-11,0.2
6979,2004-11-10,0.2
6978,2004-11-09,0.2
6977,2004-11-08,0.2
6974,2004-11-05,0.2
6973,2004-11-04,0.2
6972,2004-11-03,0.2
6971,2004-11-02,0.2
6968,2004-12-30,-0.1
6967,2004-12-29,-0.1
6966,2004-12-28,-0.1
6965,2004-12-27,-0.1
6961,2004-12-23,-0.1
6960,2004-12-22,-0.1
6959,2004-12-21,-0.1
6958,2004-12-20,-0.1
6955,2004-12-17,-0.1
6954,2004-12-16,-0.1
6953,2004-12-15,-0.1
6952,2004-12-14,-0.1
6951,2004-12-13,-0.1
6948,2004-12-10,-0.1
6947,2004-12-09,-0.1
6945,2004-12-07,-0.1
6941,2004-12-03,-0.1
6940,2004-12-02,-0.1
6939,2004-12-01,-0.1
6938,2005-01-31,-0.8
6935,2005-01-28,-0.8
6934,2005-01-27,-0.8
6933,2005-01-26,-0.8
6932,2005-01-25,-0.8
6931,2005-01-24,-0.8
6928,2005-01-21,-0.8
6927,2005-01-20,-0.8
6926,2005-01-19,-0.8
6925,2005-01-18,-0.8
6924,2005-01-17,-0.8
6921,2005-01-14,-0.8
6920,2005-01-13,-0.8
6919,2005-01-12,-0.8
6918,2005-01-11,-0.8
6917,2005-01-10,-0.8
6914,2005-01-07,-0.8
6912,2005-01-05,-0.8
6911,2005-01-04,-0.8
6910,2005-01-03,-0.8
6907,2005-02-28,0.3
6904,2005-02-25,0.3
6903,2005-02-24,0.3
6902,2005-02-23,0.3
6901,2005-02-22,0.3
6900,2005-02-21,0.3
6897,2005-02-18,0.3
6896,2005-02-17,0.3
6895,2005-02-16,0.3
6894,2005-02-15,0.3
6893,2005-02-14,0.3
6890,2005-02-11,0.3
6889,2005-02-10,0.3
6888,2005-02-09,0.3
6887,2005-02-08,0.3
6886,2005-02-07,0.3
6883,2005-02-04,0.3
6882,2005-02-03,0.3
6881,2005-02-02,0.3
6880,2005-02-01,0.3
6879,2005-03-31,0.8
6878,2005-03-30,0.8
6877,2005-03-29,0.8
6872,2005-03-24,0.8
6871,2005-03-23,0.8
6870,2005-03-22,0.8
6869,2005-03-21,0.8
6866,2005-03-18,0.8
6865,2005-03-17,0.8
6864,2005-03-16,0.8
6863,2005-03-15,0.8
6862,2005-03-14,0.8
6859,2005-03-11,0.8
6858,2005-03-10,0.8
6857,2005-03-09,0.8
6856,2005-03-08,0.8
6855,2005-03-07,0.8
6852,2005-03-04,0.8
6851,2005-03-03,0.8
6850,2005-03-02,0.8
6849,2005-03-01,0.8
6847,2005-04-29,1.4
6846,2005-04-28,1.4
6845,2005-04-27,1.4
6844,2005-04-26,1.4
6843,2005-04-25,1.4
6840,2005-04-22,1.4
6839,2005-04-21,1.4
6838,2005-04-20,1.4
6837,2005-04-19,1.4
6836,2005-04-18,1.4
6833,2005-04-15,1.4
6832,2005-04-14,1.4
6831,2005-04-13,1.4
6830,2005-04-12,1.4
6829,2005-04-11,1.4
6826,2005-04-08,1.4
6825,2005-04-07,1.4
6824,2005-04-06,1.4
6823,2005-04-05,1.4
6822,2005-04-04,1.4
6819,2005-04-01,1.4
6818,2005-05-31,0.2
6817,2005-05-30,0.2
6814,2005-05-27,0.2
6813,2005-05-26,0.2
6812,2005-05-25,0.2
6811,2005-05-24,0.2
6810,2005-05-23,0.2
6807,2005-05-20,0.2
6806,2005-05-19,0.2
6805,2005-05-18,0.2
6804,2005-05-17,0.2
6803,2005-05-16,0.2
6800,2005-05-13,0.2
6799,2005-05-12,0.2
6798,2005-05-11,0.2
6797,2005-05-10,0.2
6796,2005-05-09,0.2
6793,2005-05-06,0.2
6792,2005-05-05,0.2
6791,2005-05-04,0.2
6790,2005-05-03,0.2
6789,2005-05-02,0.2
6787,2005-06-30,0.2
6786,2005-06-29,0.2
6785,2005-06-28,0.2
6784,2005-06-27,0.2
6781,2005-06-24,0.2
6780,2005-06-23,0.2
6779,2005-06-22,0.2
6778,2005-06-21,0.2
6777,2005-06-20,0.2
6774,2005-06-17,0.2
6773,2005-06-16,0.2
6772,2005-06-15,0.2
6771,2005-06-14,0.2
6770,2005-06-13,0.2
6767,2005-06-10,0.2
6766,2005-06-09,0.2
6765,2005-06-08,0.2
6764,2005-06-07,0.2
6763,2005-06-06,0.2
6760,2005-06-03,0.2
6759,2005-06-02,0.2
6758,2005-06-01,0.2
6755,2005-07-29,-0.6
6754,2005-07-28,-0.6
6753,2005-07-27,-0.6
6752,2005-07-26,-0.6
6751,2005-07-25,-0.6
6748,2005-07-22,-0.6
6747,2005-07-21,-0.6
6746,2005-07-20,-0.6
6745,2005-07-19,-0.6
6744,2005-07-18,-0.6
6741,2005-07-15,-0.6
6740,2005-07-14,-0.6
6739,2005-07-13,-0.6
6738,2005-07-12,-0.6
6737,2005-07-11,-0.6
6734,2005-07-08,-0.6
