Unnamed: 0,Date,Debt,Percentage,Debt_per_capita
10499,1995-01-31,252452.0,59.39,6369 
10498,1995-01-30,252452.0,59.39,6369 
10495,1995-01-27,252452.0,59.39,6369 
10494,1995-01-26,252452.0,59.39,6369 
10493,1995-01-25,252452.0,59.39,6369 
10492,1995-01-24,252452.0,59.39,6369 
10491,1995-01-23,252452.0,59.39,6369 
10488,1995-01-20,252452.0,59.39,6369 
10487,1995-01-19,252452.0,59.39,6369 
10486,1995-01-18,252452.0,59.39,6369 
10485,1995-01-17,252452.0,59.39,6369 
10484,1995-01-16,252452.0,59.39,6369 
10481,1995-01-13,252452.0,59.39,6369 
10480,1995-01-12,252452.0,59.39,6369 
10479,1995-01-11,252452.0,59.39,6369 
10478,1995-01-10,252452.0,59.39,6369 
10477,1995-01-09,252452.0,59.39,6369 
10473,1995-01-05,252452.0,59.39,6369 
10472,1995-01-04,252452.0,59.39,6369 
10471,1995-01-03,252452.0,59.39,6369 
10470,1995-01-02,252452.0,59.39,6369 
10468,1995-02-28,259119.0,60.96,6537 
10467,1995-02-27,259119.0,60.96,6537 
10464,1995-02-24,259119.0,60.96,6537 
10463,1995-02-23,259119.0,60.96,6537 
10462,1995-02-22,259119.0,60.96,6537 
10461,1995-02-21,259119.0,60.96,6537 
10460,1995-02-20,259119.0,60.96,6537 
10457,1995-02-17,259119.0,60.96,6537 
10456,1995-02-16,259119.0,60.96,6537 
10455,1995-02-15,259119.0,60.96,6537 
10454,1995-02-14,259119.0,60.96,6537 
10453,1995-02-13,259119.0,60.96,6537 
10450,1995-02-10,259119.0,60.96,6537 
10449,1995-02-09,259119.0,60.96,6537 
10448,1995-02-08,259119.0,60.96,6537 
10447,1995-02-07,259119.0,60.96,6537 
10446,1995-02-06,259119.0,60.96,6537 
10443,1995-02-03,259119.0,60.96,6537 
10442,1995-02-02,259119.0,60.96,6537 
10441,1995-02-01,259119.0,60.96,6537 
10440,1995-03-31,261636.0,60.32,6600 
10439,1995-03-30,261636.0,60.32,6600 
10438,1995-03-29,261636.0,60.32,6600 
10437,1995-03-28,261636.0,60.32,6600 
10436,1995-03-27,261636.0,60.32,6600 
10433,1995-03-24,261636.0,60.32,6600 
10432,1995-03-23,261636.0,60.32,6600 
10431,1995-03-22,261636.0,60.32,6600 
10430,1995-03-21,261636.0,60.32,6600 
10426,1995-03-17,261636.0,60.32,6600 
10425,1995-03-16,261636.0,60.32,6600 
10424,1995-03-15,261636.0,60.32,6600 
10423,1995-03-14,261636.0,60.32,6600 
10422,1995-03-13,261636.0,60.32,6600 
10419,1995-03-10,261636.0,60.32,6600 
10418,1995-03-09,261636.0,60.32,6600 
10417,1995-03-08,261636.0,60.32,6600 
10416,1995-03-07,261636.0,60.32,6600 
10415,1995-03-06,261636.0,60.32,6600 
10412,1995-03-03,261636.0,60.32,6600 
10411,1995-03-02,261636.0,60.32,6600 
10410,1995-03-01,261636.0,60.32,6600 
10407,1995-04-28,259881.0,59.91,6556 
10406,1995-04-27,259881.0,59.91,6556 
10405,1995-04-26,259881.0,59.91,6556 
10404,1995-04-25,259881.0,59.91,6556 
10403,1995-04-24,259881.0,59.91,6556 
10400,1995-04-21,259881.0,59.91,6556 
10399,1995-04-20,259881.0,59.91,6556 
10398,1995-04-19,259881.0,59.91,6556 
10397,1995-04-18,259881.0,59.91,6556 
10396,1995-04-17,259881.0,59.91,6556 
10391,1995-04-12,259881.0,59.91,6556 
10390,1995-04-11,259881.0,59.91,6556 
10389,1995-04-10,259881.0,59.91,6556 
10386,1995-04-07,259881.0,59.91,6556 
10385,1995-04-06,259881.0,59.91,6556 
10384,1995-04-05,259881.0,59.91,6556 
10383,1995-04-04,259881.0,59.91,6556 
10382,1995-04-03,259881.0,59.91,6556 
10379,1995-05-31,262931.0,60.62,6633 
10378,1995-05-30,262931.0,60.62,6633 
10377,1995-05-29,262931.0,60.62,6633 
10374,1995-05-26,262931.0,60.62,6633 
10373,1995-05-25,262931.0,60.62,6633 
10372,1995-05-24,262931.0,60.62,6633 
10371,1995-05-23,262931.0,60.62,6633 
10370,1995-05-22,262931.0,60.62,6633 
10367,1995-05-19,262931.0,60.62,6633 
10366,1995-05-18,262931.0,60.62,6633 
10365,1995-05-17,262931.0,60.62,6633 
10364,1995-05-16,262931.0,60.62,6633 
10360,1995-05-12,262931.0,60.62,6633 
10359,1995-05-11,262931.0,60.62,6633 
10358,1995-05-10,262931.0,60.62,6633 
10357,1995-05-09,262931.0,60.62,6633 
10356,1995-05-08,262931.0,60.62,6633 
10353,1995-05-05,262931.0,60.62,6633 
10352,1995-05-04,262931.0,60.62,6633 
10351,1995-05-03,262931.0,60.62,6633 
10348,1995-06-30,272563.0,61.58,6862 
10347,1995-06-29,272563.0,61.58,6862 
10346,1995-06-28,272563.0,61.58,6862 
10345,1995-06-27,272563.0,61.58,6862 
10344,1995-06-26,272563.0,61.58,6862 
10341,1995-06-23,272563.0,61.58,6862 
10340,1995-06-22,272563.0,61.58,6862 
10339,1995-06-21,272563.0,61.58,6862 
10338,1995-06-20,272563.0,61.58,6862 
10337,1995-06-19,272563.0,61.58,6862 
10334,1995-06-16,272563.0,61.58,6862 
10333,1995-06-15,272563.0,61.58,6862 
10332,1995-06-14,272563.0,61.58,6862 
10331,1995-06-13,272563.0,61.58,6862 
10330,1995-06-12,272563.0,61.58,6862 
10327,1995-06-09,272563.0,61.58,6862 
10326,1995-06-08,272563.0,61.58,6862 
10325,1995-06-07,272563.0,61.58,6862 
10324,1995-06-06,272563.0,61.58,6862 
10323,1995-06-05,272563.0,61.58,6862 
10320,1995-06-02,272563.0,61.58,6862 
10319,1995-06-01,272563.0,61.58,6862 
10318,1995-07-31,274380.0,61.99,6908 
10315,1995-07-28,274380.0,61.99,6908 
10314,1995-07-27,274380.0,61.99,6908 
10313,1995-07-26,274380.0,61.99,6908 
10312,1995-07-25,274380.0,61.99,6908 
10311,1995-07-24,274380.0,61.99,6908 
10308,1995-07-21,274380.0,61.99,6908 
10307,1995-07-20,274380.0,61.99,6908 
10306,1995-07-19,274380.0,61.99,6908 
10305,1995-07-18,274380.0,61.99,6908 
10304,1995-07-17,274380.0,61.99,6908 
10301,1995-07-14,274380.0,61.99,6908 
10300,1995-07-13,274380.0,61.99,6908 
10299,1995-07-12,274380.0,61.99,6908 
10298,1995-07-11,274380.0,61.99,6908 
10297,1995-07-10,274380.0,61.99,6908 
10294,1995-07-07,274380.0,61.99,6908 
10293,1995-07-06,274380.0,61.99,6908 
10292,1995-07-05,274380.0,61.99,6908 
10291,1995-07-04,274380.0,61.99,6908 
10290,1995-07-03,274380.0,61.99,6908 
10287,1995-08-31,277030.0,62.59,6975 
10286,1995-08-30,277030.0,62.59,6975 
10285,1995-08-29,277030.0,62.59,6975 
10284,1995-08-28,277030.0,62.59,6975 
10281,1995-08-25,277030.0,62.59,6975 
10280,1995-08-24,277030.0,62.59,6975 
10279,1995-08-23,277030.0,62.59,6975 
10278,1995-08-22,277030.0,62.59,6975 
10277,1995-08-21,277030.0,62.59,6975 
10274,1995-08-18,277030.0,62.59,6975 
10273,1995-08-17,277030.0,62.59,6975 
10272,1995-08-16,277030.0,62.59,6975 
10270,1995-08-14,277030.0,62.59,6975 
10267,1995-08-11,277030.0,62.59,6975 
10266,1995-08-10,277030.0,62.59,6975 
10265,1995-08-09,277030.0,62.59,6975 
10264,1995-08-08,277030.0,62.59,6975 
10263,1995-08-07,277030.0,62.59,6975 
10260,1995-08-04,277030.0,62.59,6975 
10259,1995-08-03,277030.0,62.59,6975 
10258,1995-08-02,277030.0,62.59,6975 
10257,1995-08-01,277030.0,62.59,6975 
10255,1995-09-29,279731.0,62.05,7043 
10254,1995-09-28,279731.0,62.05,7043 
10253,1995-09-27,279731.0,62.05,7043 
10252,1995-09-26,279731.0,62.05,7043 
10251,1995-09-25,279731.0,62.05,7043 
10248,1995-09-22,279731.0,62.05,7043 
10247,1995-09-21,279731.0,62.05,7043 
10246,1995-09-20,279731.0,62.05,7043 
10245,1995-09-19,279731.0,62.05,7043 
10244,1995-09-18,279731.0,62.05,7043 
10241,1995-09-15,279731.0,62.05,7043 
10240,1995-09-14,279731.0,62.05,7043 
10239,1995-09-13,279731.0,62.05,7043 
10238,1995-09-12,279731.0,62.05,7043 
10237,1995-09-11,279731.0,62.05,7043 
10234,1995-09-08,279731.0,62.05,7043 
10233,1995-09-07,279731.0,62.05,7043 
10232,1995-09-06,279731.0,62.05,7043 
10231,1995-09-05,279731.0,62.05,7043 
10230,1995-09-04,279731.0,62.05,7043 
10227,1995-09-01,279731.0,62.05,7043 
10226,1995-10-31,276833.0,61.4,6970 
10225,1995-10-30,276833.0,61.4,6970 
10222,1995-10-27,276833.0,61.4,6970 
10221,1995-10-26,276833.0,61.4,6970 
10220,1995-10-25,276833.0,61.4,6970 
10219,1995-10-24,276833.0,61.4,6970 
10218,1995-10-23,276833.0,61.4,6970 
10215,1995-10-20,276833.0,61.4,6970 
10214,1995-10-19,276833.0,61.4,6970 
10213,1995-10-18,276833.0,61.4,6970 
10212,1995-10-17,276833.0,61.4,6970 
10211,1995-10-16,276833.0,61.4,6970 
10208,1995-10-13,276833.0,61.4,6970 
10206,1995-10-11,276833.0,61.4,6970 
10205,1995-10-10,276833.0,61.4,6970 
10204,1995-10-09,276833.0,61.4,6970 
10201,1995-10-06,276833.0,61.4,6970 
10200,1995-10-05,276833.0,61.4,6970 
10199,1995-10-04,276833.0,61.4,6970 
10198,1995-10-03,276833.0,61.4,6970 
10197,1995-10-02,276833.0,61.4,6970 
10195,1995-11-30,277777.0,61.61,6994 
10194,1995-11-29,277777.0,61.61,6994 
10193,1995-11-28,277777.0,61.61,6994 
10192,1995-11-27,277777.0,61.61,6994 
10189,1995-11-24,277777.0,61.61,6994 
10188,1995-11-23,277777.0,61.61,6994 
10187,1995-11-22,277777.0,61.61,6994 
10186,1995-11-21,277777.0,61.61,6994 
10185,1995-11-20,277777.0,61.61,6994 
10182,1995-11-17,277777.0,61.61,6994 
10181,1995-11-16,277777.0,61.61,6994 
10180,1995-11-15,277777.0,61.61,6994 
10179,1995-11-14,277777.0,61.61,6994 
10178,1995-11-13,277777.0,61.61,6994 
10175,1995-11-10,277777.0,61.61,6994 
10174,1995-11-09,277777.0,61.61,6994 
10173,1995-11-08,277777.0,61.61,6994 
10172,1995-11-07,277777.0,61.61,6994 
10171,1995-11-06,277777.0,61.61,6994 
10168,1995-11-03,277777.0,61.61,6994 
10167,1995-11-02,277777.0,61.61,6994 
10163,1995-12-29,283457.0,61.71,7121 
10162,1995-12-28,283457.0,61.71,7121 
10161,1995-12-27,283457.0,61.71,7121 
10160,1995-12-26,283457.0,61.71,7121 
10156,1995-12-22,283457.0,61.71,7121 
10155,1995-12-21,283457.0,61.71,7121 
10154,1995-12-20,283457.0,61.71,7121 
10153,1995-12-19,283457.0,61.71,7121 
10152,1995-12-18,283457.0,61.71,7121 
10149,1995-12-15,283457.0,61.71,7121 
10148,1995-12-14,283457.0,61.71,7121 
10147,1995-12-13,283457.0,61.71,7121 
10146,1995-12-12,283457.0,61.71,7121 
10145,1995-12-11,283457.0,61.71,7121 
10141,1995-12-07,283457.0,61.71,7121 
10139,1995-12-05,283457.0,61.71,7121 
10138,1995-12-04,283457.0,61.71,7121 
10135,1995-12-01,283457.0,61.71,7121 
10134,1996-01-31,287316.0,62.55,7217 
10133,1996-01-30,287316.0,62.55,7217 
10132,1996-01-29,287316.0,62.55,7217 
10129,1996-01-26,287316.0,62.55,7217 
10128,1996-01-25,287316.0,62.55,7217 
10127,1996-01-24,287316.0,62.55,7217 
10126,1996-01-23,287316.0,62.55,7217 
10125,1996-01-22,287316.0,62.55,7217 
10122,1996-01-19,287316.0,62.55,7217 
10121,1996-01-18,287316.0,62.55,7217 
10120,1996-01-17,287316.0,62.55,7217 
10119,1996-01-16,287316.0,62.55,7217 
10118,1996-01-15,287316.0,62.55,7217 
10115,1996-01-12,287316.0,62.55,7217 
10114,1996-01-11,287316.0,62.55,7217 
10113,1996-01-10,287316.0,62.55,7217 
10112,1996-01-09,287316.0,62.55,7217 
10111,1996-01-08,287316.0,62.55,7217 
10108,1996-01-05,287316.0,62.55,7217 
10107,1996-01-04,287316.0,62.55,7217 
10106,1996-01-03,287316.0,62.55,7217 
10105,1996-01-02,287316.0,62.55,7217 
10103,1996-02-29,289159.0,62.95,7264 
10102,1996-02-28,289159.0,62.95,7264 
10101,1996-02-27,289159.0,62.95,7264 
10100,1996-02-26,289159.0,62.95,7264 
10097,1996-02-23,289159.0,62.95,7264 
10096,1996-02-22,289159.0,62.95,7264 
10095,1996-02-21,289159.0,62.95,7264 
10094,1996-02-20,289159.0,62.95,7264 
10093,1996-02-19,289159.0,62.95,7264 
10090,1996-02-16,289159.0,62.95,7264 
10089,1996-02-15,289159.0,62.95,7264 
10088,1996-02-14,289159.0,62.95,7264 
10087,1996-02-13,289159.0,62.95,7264 
10086,1996-02-12,289159.0,62.95,7264 
10083,1996-02-09,289159.0,62.95,7264 
10082,1996-02-08,289159.0,62.95,7264 
10081,1996-02-07,289159.0,62.95,7264 
10080,1996-02-06,289159.0,62.95,7264 
10079,1996-02-05,289159.0,62.95,7264 
10076,1996-02-02,289159.0,62.95,7264 
10075,1996-02-01,289159.0,62.95,7264 
10072,1996-03-29,292786.0,62.66,7355 
10071,1996-03-28,292786.0,62.66,7355 
10070,1996-03-27,292786.0,62.66,7355 
10069,1996-03-26,292786.0,62.66,7355 
10068,1996-03-25,292786.0,62.66,7355 
10065,1996-03-22,292786.0,62.66,7355 
10064,1996-03-21,292786.0,62.66,7355 
10063,1996-03-20,292786.0,62.66,7355 
10062,1996-03-19,292786.0,62.66,7355 
10061,1996-03-18,292786.0,62.66,7355 
10058,1996-03-15,292786.0,62.66,7355 
10057,1996-03-14,292786.0,62.66,7355 
10056,1996-03-13,292786.0,62.66,7355 
10055,1996-03-12,292786.0,62.66,7355 
10054,1996-03-11,292786.0,62.66,7355 
10051,1996-03-08,292786.0,62.66,7355 
10050,1996-03-07,292786.0,62.66,7355 
10049,1996-03-06,292786.0,62.66,7355 
10048,1996-03-05,292786.0,62.66,7355 
10047,1996-03-04,292786.0,62.66,7355 
10044,1996-03-01,292786.0,62.66,7355 
10043,1996-04-30,293587.0,62.83,7375 
10042,1996-04-29,293587.0,62.83,7375 
10039,1996-04-26,293587.0,62.83,7375 
10038,1996-04-25,293587.0,62.83,7375 
10037,1996-04-24,293587.0,62.83,7375 
10036,1996-04-23,293587.0,62.83,7375 
10035,1996-04-22,293587.0,62.83,7375 
10032,1996-04-19,293587.0,62.83,7375 
10031,1996-04-18,293587.0,62.83,7375 
10030,1996-04-17,293587.0,62.83,7375 
10029,1996-04-16,293587.0,62.83,7375 
10028,1996-04-15,293587.0,62.83,7375 
10025,1996-04-12,293587.0,62.83,7375 
10024,1996-04-11,293587.0,62.83,7375 
10023,1996-04-10,293587.0,62.83,7375 
10022,1996-04-09,293587.0,62.83,7375 
10021,1996-04-08,293587.0,62.83,7375 
10016,1996-04-03,293587.0,62.83,7375 
10015,1996-04-02,293587.0,62.83,7375 
10014,1996-04-01,293587.0,62.83,7375 
10013,1996-05-31,293016.0,62.71,7361 
10012,1996-05-30,293016.0,62.71,7361 
10011,1996-05-29,293016.0,62.71,7361 
10010,1996-05-28,293016.0,62.71,7361 
10009,1996-05-27,293016.0,62.71,7361 
10006,1996-05-24,293016.0,62.71,7361 
10005,1996-05-23,293016.0,62.71,7361 
10004,1996-05-22,293016.0,62.71,7361 
10003,1996-05-21,293016.0,62.71,7361 
10002,1996-05-20,293016.0,62.71,7361 
9999,1996-05-17,293016.0,62.71,7361 
9998,1996-05-16,293016.0,62.71,7361 
9996,1996-05-14,293016.0,62.71,7361 
9995,1996-05-13,293016.0,62.71,7361 
9992,1996-05-10,293016.0,62.71,7361 
9991,1996-05-09,293016.0,62.71,7361 
9990,1996-05-08,293016.0,62.71,7361 
9989,1996-05-07,293016.0,62.71,7361 
9988,1996-05-06,293016.0,62.71,7361 
9985,1996-05-03,293016.0,62.71,7361 
9980,1996-06-28,295758.0,62.38,7415 
9979,1996-06-27,295758.0,62.38,7415 
9978,1996-06-26,295758.0,62.38,7415 
9977,1996-06-25,295758.0,62.38,7415 
9976,1996-06-24,295758.0,62.38,7415 
9973,1996-06-21,295758.0,62.38,7415 
9972,1996-06-20,295758.0,62.38,7415 
9971,1996-06-19,295758.0,62.38,7415 
9970,1996-06-18,295758.0,62.38,7415 
9969,1996-06-17,295758.0,62.38,7415 
9966,1996-06-14,295758.0,62.38,7415 
9965,1996-06-13,295758.0,62.38,7415 
9964,1996-06-12,295758.0,62.38,7415 
9963,1996-06-11,295758.0,62.38,7415 
9962,1996-06-10,295758.0,62.38,7415 
9959,1996-06-07,295758.0,62.38,7415 
9958,1996-06-06,295758.0,62.38,7415 
9957,1996-06-05,295758.0,62.38,7415 
9956,1996-06-04,295758.0,62.38,7415 
9955,1996-06-03,295758.0,62.38,7415 
9952,1996-07-31,297224.0,62.69,7452 
9951,1996-07-30,297224.0,62.69,7452 
9950,1996-07-29,297224.0,62.69,7452 
9947,1996-07-26,297224.0,62.69,7452 
9946,1996-07-25,297224.0,62.69,7452 
9945,1996-07-24,297224.0,62.69,7452 
9944,1996-07-23,297224.0,62.69,7452 
9943,1996-07-22,297224.0,62.69,7452 
9940,1996-07-19,297224.0,62.69,7452 
9939,1996-07-18,297224.0,62.69,7452 
9938,1996-07-17,297224.0,62.69,7452 
9937,1996-07-16,297224.0,62.69,7452 
9936,1996-07-15,297224.0,62.69,7452 
9933,1996-07-12,297224.0,62.69,7452 
9932,1996-07-11,297224.0,62.69,7452 
9931,1996-07-10,297224.0,62.69,7452 
9930,1996-07-09,297224.0,62.69,7452 
9929,1996-07-08,297224.0,62.69,7452 
9926,1996-07-05,297224.0,62.69,7452 
9925,1996-07-04,297224.0,62.69,7452 
9924,1996-07-03,297224.0,62.69,7452 
9923,1996-07-02,297224.0,62.69,7452 
9922,1996-07-01,297224.0,62.69,7452 
9920,1996-08-30,294999.0,62.22,7396 
9919,1996-08-29,294999.0,62.22,7396 
9918,1996-08-28,294999.0,62.22,7396 
9917,1996-08-27,294999.0,62.22,7396 
9916,1996-08-26,294999.0,62.22,7396 
9913,1996-08-23,294999.0,62.22,7396 
9912,1996-08-22,294999.0,62.22,7396 
9911,1996-08-21,294999.0,62.22,7396 
9910,1996-08-20,294999.0,62.22,7396 
9909,1996-08-19,294999.0,62.22,7396 
9906,1996-08-16,294999.0,62.22,7396 
9904,1996-08-14,294999.0,62.22,7396 
9903,1996-08-13,294999.0,62.22,7396 
9902,1996-08-12,294999.0,62.22,7396 
9899,1996-08-09,294999.0,62.22,7396 
9898,1996-08-08,294999.0,62.22,7396 
9897,1996-08-07,294999.0,62.22,7396 
9896,1996-08-06,294999.0,62.22,7396 
9895,1996-08-05,294999.0,62.22,7396 
9892,1996-08-02,294999.0,62.22,7396 
9891,1996-08-01,294999.0,62.22,7396 
9890,1996-09-30,302928.0,62.84,7595 
9887,1996-09-27,302928.0,62.84,7595 
9886,1996-09-26,302928.0,62.84,7595 
9885,1996-09-25,302928.0,62.84,7595 
9884,1996-09-24,302928.0,62.84,7595 
9883,1996-09-23,302928.0,62.84,7595 
9880,1996-09-20,302928.0,62.84,7595 
9879,1996-09-19,302928.0,62.84,7595 
9878,1996-09-18,302928.0,62.84,7595 
9877,1996-09-17,302928.0,62.84,7595 
9876,1996-09-16,302928.0,62.84,7595 
9873,1996-09-13,302928.0,62.84,7595 
9872,1996-09-12,302928.0,62.84,7595 
9871,1996-09-11,302928.0,62.84,7595 
9870,1996-09-10,302928.0,62.84,7595 
9869,1996-09-09,302928.0,62.84,7595 
9866,1996-09-06,302928.0,62.84,7595 
9865,1996-09-05,302928.0,62.84,7595 
9864,1996-09-04,302928.0,62.84,7595 
9863,1996-09-03,302928.0,62.84,7595 
9862,1996-09-02,302928.0,62.84,7595 
9860,1996-10-31,307766.0,63.84,7716 
9859,1996-10-30,307766.0,63.84,7716 
9858,1996-10-29,307766.0,63.84,7716 
9857,1996-10-28,307766.0,63.84,7716 
9854,1996-10-25,307766.0,63.84,7716 
9853,1996-10-24,307766.0,63.84,7716 
9852,1996-10-23,307766.0,63.84,7716 
9851,1996-10-22,307766.0,63.84,7716 
9850,1996-10-21,307766.0,63.84,7716 
9847,1996-10-18,307766.0,63.84,7716 
9846,1996-10-17,307766.0,63.84,7716 
9845,1996-10-16,307766.0,63.84,7716 
9844,1996-10-15,307766.0,63.84,7716 
9843,1996-10-14,307766.0,63.84,7716 
9840,1996-10-11,307766.0,63.84,7716 
9839,1996-10-10,307766.0,63.84,7716 
9838,1996-10-09,307766.0,63.84,7716 
9837,1996-10-08,307766.0,63.84,7716 
9836,1996-10-07,307766.0,63.84,7716 
9833,1996-10-04,307766.0,63.84,7716 
9832,1996-10-03,307766.0,63.84,7716 
9831,1996-10-02,307766.0,63.84,7716 
9830,1996-10-01,307766.0,63.84,7716 
9828,1996-11-29,310233.0,64.36,7778 
9827,1996-11-28,310233.0,64.36,7778 
9826,1996-11-27,310233.0,64.36,7778 
9825,1996-11-26,310233.0,64.36,7778 
9824,1996-11-25,310233.0,64.36,7778 
9821,1996-11-22,310233.0,64.36,7778 
9820,1996-11-21,310233.0,64.36,7778 
9819,1996-11-20,310233.0,64.36,7778 
9818,1996-11-19,310233.0,64.36,7778 
9817,1996-11-18,310233.0,64.36,7778 
9814,1996-11-15,310233.0,64.36,7778 
9813,1996-11-14,310233.0,64.36,7778 
9812,1996-11-13,310233.0,64.36,7778 
9811,1996-11-12,310233.0,64.36,7778 
9810,1996-11-11,310233.0,64.36,7778 
9807,1996-11-08,310233.0,64.36,7778 
9806,1996-11-07,310233.0,64.36,7778 
9805,1996-11-06,310233.0,64.36,7778 
9804,1996-11-05,310233.0,64.36,7778 
9803,1996-11-04,310233.0,64.36,7778 
9799,1996-12-31,319976.0,65.41,8005 
9798,1996-12-30,319976.0,65.41,8005 
9795,1996-12-27,319976.0,65.41,8005 
9794,1996-12-26,319976.0,65.41,8005 
9791,1996-12-23,319976.0,65.41,8005 
9788,1996-12-20,319976.0,65.41,8005 
9787,1996-12-19,319976.0,65.41,8005 
9786,1996-12-18,319976.0,65.41,8005 
9785,1996-12-17,319976.0,65.41,8005 
9784,1996-12-16,319976.0,65.41,8005 
9781,1996-12-13,319976.0,65.41,8005 
9780,1996-12-12,319976.0,65.41,8005 
9779,1996-12-11,319976.0,65.41,8005 
9778,1996-12-10,319976.0,65.41,8005 
9777,1996-12-09,319976.0,65.41,8005 
9773,1996-12-05,319976.0,65.41,8005 
9772,1996-12-04,319976.0,65.41,8005 
9771,1996-12-03,319976.0,65.41,8005 
9770,1996-12-02,319976.0,65.41,8005 
9768,1997-01-31,319259.0,65.26,7987 
9767,1997-01-30,319259.0,65.26,7987 
9766,1997-01-29,319259.0,65.26,7987 
9765,1997-01-28,319259.0,65.26,7987 
9764,1997-01-27,319259.0,65.26,7987 
9761,1997-01-24,319259.0,65.26,7987 
9760,1997-01-23,319259.0,65.26,7987 
9759,1997-01-22,319259.0,65.26,7987 
9758,1997-01-21,319259.0,65.26,7987 
9757,1997-01-20,319259.0,65.26,7987 
9754,1997-01-17,319259.0,65.26,7987 
9753,1997-01-16,319259.0,65.26,7987 
9752,1997-01-15,319259.0,65.26,7987 
9751,1997-01-14,319259.0,65.26,7987 
9750,1997-01-13,319259.0,65.26,7987 
9747,1997-01-10,319259.0,65.26,7987 
9746,1997-01-09,319259.0,65.26,7987 
9745,1997-01-08,319259.0,65.26,7987 
9744,1997-01-07,319259.0,65.26,7987 
9740,1997-01-03,319259.0,65.26,7987 
9739,1997-01-02,319259.0,65.26,7987 
9737,1997-02-28,315010.0,64.39,7881 
9736,1997-02-27,315010.0,64.39,7881 
9735,1997-02-26,315010.0,64.39,7881 
9734,1997-02-25,315010.0,64.39,7881 
9733,1997-02-24,315010.0,64.39,7881 
9730,1997-02-21,315010.0,64.39,7881 
9729,1997-02-20,315010.0,64.39,7881 
9728,1997-02-19,315010.0,64.39,7881 
9727,1997-02-18,315010.0,64.39,7881 
9726,1997-02-17,315010.0,64.39,7881 
9723,1997-02-14,315010.0,64.39,7881 
9722,1997-02-13,315010.0,64.39,7881 
9721,1997-02-12,315010.0,64.39,7881 
9720,1997-02-11,315010.0,64.39,7881 
9719,1997-02-10,315010.0,64.39,7881 
9716,1997-02-07,315010.0,64.39,7881 
9715,1997-02-06,315010.0,64.39,7881 
9714,1997-02-05,315010.0,64.39,7881 
9713,1997-02-04,315010.0,64.39,7881 
9712,1997-02-03,315010.0,64.39,7881 
9709,1997-03-31,319311.0,64.39,7989 
9704,1997-03-26,319311.0,64.39,7989 
9703,1997-03-25,319311.0,64.39,7989 
9702,1997-03-24,319311.0,64.39,7989 
9699,1997-03-21,319311.0,64.39,7989 
9698,1997-03-20,319311.0,64.39,7989 
9697,1997-03-19,319311.0,64.39,7989 
9696,1997-03-18,319311.0,64.39,7989 
9695,1997-03-17,319311.0,64.39,7989 
9692,1997-03-14,319311.0,64.39,7989 
9691,1997-03-13,319311.0,64.39,7989 
9690,1997-03-12,319311.0,64.39,7989 
9689,1997-03-11,319311.0,64.39,7989 
9688,1997-03-10,319311.0,64.39,7989 
9685,1997-03-07,319311.0,64.39,7989 
9684,1997-03-06,319311.0,64.39,7989 
9683,1997-03-05,319311.0,64.39,7989 
9682,1997-03-04,319311.0,64.39,7989 
9681,1997-03-03,319311.0,64.39,7989 
9678,1997-04-30,323017.0,65.14,8081 
9677,1997-04-29,323017.0,65.14,8081 
9676,1997-04-28,323017.0,65.14,8081 
9673,1997-04-25,323017.0,65.14,8081 
9672,1997-04-24,323017.0,65.14,8081 
9671,1997-04-23,323017.0,65.14,8081 
9670,1997-04-22,323017.0,65.14,8081 
9669,1997-04-21,323017.0,65.14,8081 
9666,1997-04-18,323017.0,65.14,8081 
9665,1997-04-17,323017.0,65.14,8081 
9664,1997-04-16,323017.0,65.14,8081 
9663,1997-04-15,323017.0,65.14,8081 
9662,1997-04-14,323017.0,65.14,8081 
9659,1997-04-11,323017.0,65.14,8081 
9658,1997-04-10,323017.0,65.14,8081 
9657,1997-04-09,323017.0,65.14,8081 
9656,1997-04-08,323017.0,65.14,8081 
9655,1997-04-07,323017.0,65.14,8081 
9652,1997-04-04,323017.0,65.14,8081 
9651,1997-04-03,323017.0,65.14,8081 
9650,1997-04-02,323017.0,65.14,8081 
9649,1997-04-01,323017.0,65.14,8081 
9647,1997-05-30,331668.0,66.88,8298 
9646,1997-05-29,331668.0,66.88,8298 
9645,1997-05-28,331668.0,66.88,8298 
9644,1997-05-27,331668.0,66.88,8298 
9643,1997-05-26,331668.0,66.88,8298 
9640,1997-05-23,331668.0,66.88,8298 
9639,1997-05-22,331668.0,66.88,8298 
9638,1997-05-21,331668.0,66.88,8298 
9637,1997-05-20,331668.0,66.88,8298 
9636,1997-05-19,331668.0,66.88,8298 
9633,1997-05-16,331668.0,66.88,8298 
9631,1997-05-14,331668.0,66.88,8298 
9630,1997-05-13,331668.0,66.88,8298 
9629,1997-05-12,331668.0,66.88,8298 
9626,1997-05-09,331668.0,66.88,8298 
9625,1997-05-08,331668.0,66.88,8298 
9624,1997-05-07,331668.0,66.88,8298 
9623,1997-05-06,331668.0,66.88,8298 
9622,1997-05-05,331668.0,66.88,8298 
9617,1997-06-30,326860.0,65.06,8161 
9614,1997-06-27,326860.0,65.06,8161 
9613,1997-06-26,326860.0,65.06,8161 
9612,1997-06-25,326860.0,65.06,8161 
9611,1997-06-24,326860.0,65.06,8161 
9610,1997-06-23,326860.0,65.06,8161 
9607,1997-06-20,326860.0,65.06,8161 
9606,1997-06-19,326860.0,65.06,8161 
