Date,Activos,Ocupados,Parados,Actividad(%),Paro(%)
2005-07-30,21205.6,19422.1,1783.5,57.86,8.41
2005-07-31,21205.6,19422.1,1783.5,57.86,8.41
2005-08-01,21205.6,19422.1,1783.5,57.86,8.41
2005-08-02,21205.6,19422.1,1783.5,57.86,8.41
2005-08-03,21205.6,19422.1,1783.5,57.86,8.41
2005-08-04,21205.6,19422.1,1783.5,57.86,8.41
2005-08-05,21205.6,19422.1,1783.5,57.86,8.41
2005-08-06,21205.6,19422.1,1783.5,57.86,8.41
2005-08-07,21205.6,19422.1,1783.5,57.86,8.41
2005-08-08,21205.6,19422.1,1783.5,57.86,8.41
2005-08-09,21205.6,19422.1,1783.5,57.86,8.41
2005-08-10,21205.6,19422.1,1783.5,57.86,8.41
2005-08-11,21205.6,19422.1,1783.5,57.86,8.41
2005-08-12,21205.6,19422.1,1783.5,57.86,8.41
2005-08-13,21205.6,19422.1,1783.5,57.86,8.41
2005-08-14,21205.6,19422.1,1783.5,57.86,8.41
2005-08-15,21205.6,19422.1,1783.5,57.86,8.41
2005-08-16,21205.6,19422.1,1783.5,57.86,8.41
2005-08-17,21205.6,19422.1,1783.5,57.86,8.41
2005-08-18,21205.6,19422.1,1783.5,57.86,8.41
2005-08-19,21205.6,19422.1,1783.5,57.86,8.41
2005-08-20,21205.6,19422.1,1783.5,57.86,8.41
2005-08-21,21205.6,19422.1,1783.5,57.86,8.41
2005-08-22,21205.6,19422.1,1783.5,57.86,8.41
2005-08-23,21205.6,19422.1,1783.5,57.86,8.41
2005-08-24,21205.6,19422.1,1783.5,57.86,8.41
2005-08-25,21205.6,19422.1,1783.5,57.86,8.41
2005-08-26,21205.6,19422.1,1783.5,57.86,8.41
2005-08-27,21205.6,19422.1,1783.5,57.86,8.41
2005-08-28,21205.6,19422.1,1783.5,57.86,8.41
2005-08-29,21205.6,19422.1,1783.5,57.86,8.41
2005-08-30,21205.6,19422.1,1783.5,57.86,8.41
2005-08-31,21205.6,19422.1,1783.5,57.86,8.41
2005-09-01,21205.6,19422.1,1783.5,57.86,8.41
2005-09-02,21205.6,19422.1,1783.5,57.86,8.41
2005-09-03,21205.6,19422.1,1783.5,57.86,8.41
2005-09-04,21205.6,19422.1,1783.5,57.86,8.41
2005-09-05,21205.6,19422.1,1783.5,57.86,8.41
2005-09-06,21205.6,19422.1,1783.5,57.86,8.41
2005-09-07,21205.6,19422.1,1783.5,57.86,8.41
2005-09-08,21205.6,19422.1,1783.5,57.86,8.41
2005-09-09,21205.6,19422.1,1783.5,57.86,8.41
2005-09-10,21205.6,19422.1,1783.5,57.86,8.41
2005-09-11,21205.6,19422.1,1783.5,57.86,8.41
2005-09-12,21205.6,19422.1,1783.5,57.86,8.41
2005-09-13,21205.6,19422.1,1783.5,57.86,8.41
2005-09-14,21205.6,19422.1,1783.5,57.86,8.41
2005-09-15,21205.6,19422.1,1783.5,57.86,8.41
2005-09-16,21205.6,19422.1,1783.5,57.86,8.41
2005-09-17,21205.6,19422.1,1783.5,57.86,8.41
2005-09-18,21205.6,19422.1,1783.5,57.86,8.41
2005-09-19,21205.6,19422.1,1783.5,57.86,8.41
2005-09-20,21205.6,19422.1,1783.5,57.86,8.41
2005-09-21,21205.6,19422.1,1783.5,57.86,8.41
2005-09-22,21205.6,19422.1,1783.5,57.86,8.41
2005-09-23,21205.6,19422.1,1783.5,57.86,8.41
2005-09-24,21205.6,19422.1,1783.5,57.86,8.41
2005-09-25,21205.6,19422.1,1783.5,57.86,8.41
2005-09-26,21205.6,19422.1,1783.5,57.86,8.41
2005-09-27,21205.6,19422.1,1783.5,57.86,8.41
2005-09-28,21205.6,19422.1,1783.5,57.86,8.41
2005-09-29,21205.6,19422.1,1783.5,57.86,8.41
2005-09-30,21205.6,19422.1,1783.5,57.86,8.41
2005-10-01,21369.5,19509.2,1860.3,58.08,8.71
2005-10-02,21369.5,19509.2,1860.3,58.08,8.71
2005-10-03,21369.5,19509.2,1860.3,58.08,8.71
2005-10-04,21369.5,19509.2,1860.3,58.08,8.71
2005-10-05,21369.5,19509.2,1860.3,58.08,8.71
2005-10-06,21369.5,19509.2,1860.3,58.08,8.71
2005-10-07,21369.5,19509.2,1860.3,58.08,8.71
2005-10-08,21369.5,19509.2,1860.3,58.08,8.71
2005-10-09,21369.5,19509.2,1860.3,58.08,8.71
2005-10-10,21369.5,19509.2,1860.3,58.08,8.71
2005-10-11,21369.5,19509.2,1860.3,58.08,8.71
2005-10-12,21369.5,19509.2,1860.3,58.08,8.71
2005-10-13,21369.5,19509.2,1860.3,58.08,8.71
2005-10-14,21369.5,19509.2,1860.3,58.08,8.71
2005-10-15,21369.5,19509.2,1860.3,58.08,8.71
2005-10-16,21369.5,19509.2,1860.3,58.08,8.71
2005-10-17,21369.5,19509.2,1860.3,58.08,8.71
2005-10-18,21369.5,19509.2,1860.3,58.08,8.71
2005-10-19,21369.5,19509.2,1860.3,58.08,8.71
2005-10-20,21369.5,19509.2,1860.3,58.08,8.71
2005-10-21,21369.5,19509.2,1860.3,58.08,8.71
2005-10-22,21369.5,19509.2,1860.3,58.08,8.71
2005-10-23,21369.5,19509.2,1860.3,58.08,8.71
2005-10-24,21369.5,19509.2,1860.3,58.08,8.71
2005-10-25,21369.5,19509.2,1860.3,58.08,8.71
2005-10-26,21369.5,19509.2,1860.3,58.08,8.71
2005-10-27,21369.5,19509.2,1860.3,58.08,8.71
2005-10-28,21369.5,19509.2,1860.3,58.08,8.71
2005-10-29,21369.5,19509.2,1860.3,58.08,8.71
2005-10-30,21369.5,19509.2,1860.3,58.08,8.71
2005-10-31,21369.5,19509.2,1860.3,58.08,8.71
2005-11-01,21369.5,19509.2,1860.3,58.08,8.71
2005-11-02,21369.5,19509.2,1860.3,58.08,8.71
2005-11-03,21369.5,19509.2,1860.3,58.08,8.71
2005-11-04,21369.5,19509.2,1860.3,58.08,8.71
2005-11-05,21369.5,19509.2,1860.3,58.08,8.71
2005-11-06,21369.5,19509.2,1860.3,58.08,8.71
2005-11-07,21369.5,19509.2,1860.3,58.08,8.71
2005-11-08,21369.5,19509.2,1860.3,58.08,8.71
2005-11-09,21369.5,19509.2,1860.3,58.08,8.71
2005-11-10,21369.5,19509.2,1860.3,58.08,8.71
2005-11-11,21369.5,19509.2,1860.3,58.08,8.71
2005-11-12,21369.5,19509.2,1860.3,58.08,8.71
2005-11-13,21369.5,19509.2,1860.3,58.08,8.71
2005-11-14,21369.5,19509.2,1860.3,58.08,8.71
2005-11-15,21369.5,19509.2,1860.3,58.08,8.71
2005-11-16,21369.5,19509.2,1860.3,58.08,8.71
2005-11-17,21369.5,19509.2,1860.3,58.08,8.71
2005-11-18,21369.5,19509.2,1860.3,58.08,8.71
2005-11-19,21369.5,19509.2,1860.3,58.08,8.71
2005-11-20,21369.5,19509.2,1860.3,58.08,8.71
2005-11-21,21369.5,19509.2,1860.3,58.08,8.71
2005-11-22,21369.5,19509.2,1860.3,58.08,8.71
2005-11-23,21369.5,19509.2,1860.3,58.08,8.71
2005-11-24,21369.5,19509.2,1860.3,58.08,8.71
2005-11-25,21369.5,19509.2,1860.3,58.08,8.71
2005-11-26,21369.5,19509.2,1860.3,58.08,8.71
2005-11-27,21369.5,19509.2,1860.3,58.08,8.71
2005-11-28,21369.5,19509.2,1860.3,58.08,8.71
2005-11-29,21369.5,19509.2,1860.3,58.08,8.71
2005-11-30,21369.5,19509.2,1860.3,58.08,8.71
2005-12-01,21369.5,19509.2,1860.3,58.08,8.71
2005-12-02,21369.5,19509.2,1860.3,58.08,8.71
2005-12-03,21369.5,19509.2,1860.3,58.08,8.71
2005-12-04,21369.5,19509.2,1860.3,58.08,8.71
2005-12-05,21369.5,19509.2,1860.3,58.08,8.71
2005-12-06,21369.5,19509.2,1860.3,58.08,8.71
2005-12-07,21369.5,19509.2,1860.3,58.08,8.71
2005-12-08,21369.5,19509.2,1860.3,58.08,8.71
2005-12-09,21369.5,19509.2,1860.3,58.08,8.71
2005-12-10,21369.5,19509.2,1860.3,58.08,8.71
2005-12-11,21369.5,19509.2,1860.3,58.08,8.71
2005-12-12,21369.5,19509.2,1860.3,58.08,8.71
2005-12-13,21369.5,19509.2,1860.3,58.08,8.71
2005-12-14,21369.5,19509.2,1860.3,58.08,8.71
2005-12-15,21369.5,19509.2,1860.3,58.08,8.71
2005-12-16,21369.5,19509.2,1860.3,58.08,8.71
2005-12-17,21369.5,19509.2,1860.3,58.08,8.71
2005-12-18,21369.5,19509.2,1860.3,58.08,8.71
2005-12-19,21369.5,19509.2,1860.3,58.08,8.71
2005-12-20,21369.5,19509.2,1860.3,58.08,8.71
2005-12-21,21369.5,19509.2,1860.3,58.08,8.71
2005-12-22,21369.5,19509.2,1860.3,58.08,8.71
2005-12-23,21369.5,19509.2,1860.3,58.08,8.71
2005-12-24,21369.5,19509.2,1860.3,58.08,8.71
2005-12-25,21369.5,19509.2,1860.3,58.08,8.71
2005-12-26,21369.5,19509.2,1860.3,58.08,8.71
2005-12-27,21369.5,19509.2,1860.3,58.08,8.71
2005-12-28,21369.5,19509.2,1860.3,58.08,8.71
2005-12-29,21369.5,19509.2,1860.3,58.08,8.71
2005-12-30,21369.5,19509.2,1860.3,58.08,8.71
2005-12-31,21369.5,19509.2,1860.3,58.08,8.71
2006-01-01,21521.3,19578.4,1942.8,58.3,9.03
2006-01-02,21521.3,19578.4,1942.8,58.3,9.03
2006-01-03,21521.3,19578.4,1942.8,58.3,9.03
2006-01-04,21521.3,19578.4,1942.8,58.3,9.03
2006-01-05,21521.3,19578.4,1942.8,58.3,9.03
2006-01-06,21521.3,19578.4,1942.8,58.3,9.03
2006-01-07,21521.3,19578.4,1942.8,58.3,9.03
2006-01-08,21521.3,19578.4,1942.8,58.3,9.03
2006-01-09,21521.3,19578.4,1942.8,58.3,9.03
2006-01-10,21521.3,19578.4,1942.8,58.3,9.03
2006-01-11,21521.3,19578.4,1942.8,58.3,9.03
2006-01-12,21521.3,19578.4,1942.8,58.3,9.03
2006-01-13,21521.3,19578.4,1942.8,58.3,9.03
2006-01-14,21521.3,19578.4,1942.8,58.3,9.03
2006-01-15,21521.3,19578.4,1942.8,58.3,9.03
2006-01-16,21521.3,19578.4,1942.8,58.3,9.03
2006-01-17,21521.3,19578.4,1942.8,58.3,9.03
2006-01-18,21521.3,19578.4,1942.8,58.3,9.03
2006-01-19,21521.3,19578.4,1942.8,58.3,9.03
2006-01-20,21521.3,19578.4,1942.8,58.3,9.03
2006-01-21,21521.3,19578.4,1942.8,58.3,9.03
2006-01-22,21521.3,19578.4,1942.8,58.3,9.03
2006-01-23,21521.3,19578.4,1942.8,58.3,9.03
2006-01-24,21521.3,19578.4,1942.8,58.3,9.03
2006-01-25,21521.3,19578.4,1942.8,58.3,9.03
2006-01-26,21521.3,19578.4,1942.8,58.3,9.03
2006-01-27,21521.3,19578.4,1942.8,58.3,9.03
2006-01-28,21521.3,19578.4,1942.8,58.3,9.03
2006-01-29,21521.3,19578.4,1942.8,58.3,9.03
2006-01-30,21521.3,19578.4,1942.8,58.3,9.03
2006-01-31,21521.3,19578.4,1942.8,58.3,9.03
2006-02-01,21521.3,19578.4,1942.8,58.3,9.03
2006-02-02,21521.3,19578.4,1942.8,58.3,9.03
2006-02-03,21521.3,19578.4,1942.8,58.3,9.03
2006-02-04,21521.3,19578.4,1942.8,58.3,9.03
2006-02-05,21521.3,19578.4,1942.8,58.3,9.03
2006-02-06,21521.3,19578.4,1942.8,58.3,9.03
2006-02-07,21521.3,19578.4,1942.8,58.3,9.03
2006-02-08,21521.3,19578.4,1942.8,58.3,9.03
2006-02-09,21521.3,19578.4,1942.8,58.3,9.03
2006-02-10,21521.3,19578.4,1942.8,58.3,9.03
2006-02-11,21521.3,19578.4,1942.8,58.3,9.03
2006-02-12,21521.3,19578.4,1942.8,58.3,9.03
2006-02-13,21521.3,19578.4,1942.8,58.3,9.03
2006-02-14,21521.3,19578.4,1942.8,58.3,9.03
2006-02-15,21521.3,19578.4,1942.8,58.3,9.03
2006-02-16,21521.3,19578.4,1942.8,58.3,9.03
2006-02-17,21521.3,19578.4,1942.8,58.3,9.03
2006-02-18,21521.3,19578.4,1942.8,58.3,9.03
2006-02-19,21521.3,19578.4,1942.8,58.3,9.03
2006-02-20,21521.3,19578.4,1942.8,58.3,9.03
2006-02-21,21521.3,19578.4,1942.8,58.3,9.03
2006-02-22,21521.3,19578.4,1942.8,58.3,9.03
2006-02-23,21521.3,19578.4,1942.8,58.3,9.03
2006-02-24,21521.3,19578.4,1942.8,58.3,9.03
2006-02-25,21521.3,19578.4,1942.8,58.3,9.03
2006-02-26,21521.3,19578.4,1942.8,58.3,9.03
2006-02-27,21521.3,19578.4,1942.8,58.3,9.03
2006-02-28,21521.3,19578.4,1942.8,58.3,9.03
2006-03-01,21521.3,19578.4,1942.8,58.3,9.03
2006-03-02,21521.3,19578.4,1942.8,58.3,9.03
2006-03-03,21521.3,19578.4,1942.8,58.3,9.03
2006-03-04,21521.3,19578.4,1942.8,58.3,9.03
2006-03-05,21521.3,19578.4,1942.8,58.3,9.03
2006-03-06,21521.3,19578.4,1942.8,58.3,9.03
2006-03-07,21521.3,19578.4,1942.8,58.3,9.03
2006-03-08,21521.3,19578.4,1942.8,58.3,9.03
2006-03-09,21521.3,19578.4,1942.8,58.3,9.03
2006-03-10,21521.3,19578.4,1942.8,58.3,9.03
2006-03-11,21521.3,19578.4,1942.8,58.3,9.03
2006-03-12,21521.3,19578.4,1942.8,58.3,9.03
2006-03-13,21521.3,19578.4,1942.8,58.3,9.03
2006-03-14,21521.3,19578.4,1942.8,58.3,9.03
2006-03-15,21521.3,19578.4,1942.8,58.3,9.03
2006-03-16,21521.3,19578.4,1942.8,58.3,9.03
2006-03-17,21521.3,19578.4,1942.8,58.3,9.03
2006-03-18,21521.3,19578.4,1942.8,58.3,9.03
2006-03-19,21521.3,19578.4,1942.8,58.3,9.03
2006-03-20,21521.3,19578.4,1942.8,58.3,9.03
2006-03-21,21521.3,19578.4,1942.8,58.3,9.03
2006-03-22,21521.3,19578.4,1942.8,58.3,9.03
2006-03-23,21521.3,19578.4,1942.8,58.3,9.03
2006-03-24,21521.3,19578.4,1942.8,58.3,9.03
2006-03-25,21521.3,19578.4,1942.8,58.3,9.03
2006-03-26,21521.3,19578.4,1942.8,58.3,9.03
2006-03-27,21521.3,19578.4,1942.8,58.3,9.03
2006-03-28,21521.3,19578.4,1942.8,58.3,9.03
2006-03-29,21521.3,19578.4,1942.8,58.3,9.03
2006-03-30,21521.3,19578.4,1942.8,58.3,9.03
2006-03-31,21521.3,19578.4,1942.8,58.3,9.03
2006-04-01,21726.0,19891.6,1834.4,58.63,8.44
2006-04-02,21726.0,19891.6,1834.4,58.63,8.44
2006-04-03,21726.0,19891.6,1834.4,58.63,8.44
2006-04-04,21726.0,19891.6,1834.4,58.63,8.44
2006-04-05,21726.0,19891.6,1834.4,58.63,8.44
2006-04-06,21726.0,19891.6,1834.4,58.63,8.44
2006-04-07,21726.0,19891.6,1834.4,58.63,8.44
2006-04-08,21726.0,19891.6,1834.4,58.63,8.44
2006-04-09,21726.0,19891.6,1834.4,58.63,8.44
2006-04-10,21726.0,19891.6,1834.4,58.63,8.44
2006-04-11,21726.0,19891.6,1834.4,58.63,8.44
2006-04-12,21726.0,19891.6,1834.4,58.63,8.44
2006-04-13,21726.0,19891.6,1834.4,58.63,8.44
2006-04-14,21726.0,19891.6,1834.4,58.63,8.44
2006-04-15,21726.0,19891.6,1834.4,58.63,8.44
2006-04-16,21726.0,19891.6,1834.4,58.63,8.44
2006-04-17,21726.0,19891.6,1834.4,58.63,8.44
2006-04-18,21726.0,19891.6,1834.4,58.63,8.44
2006-04-19,21726.0,19891.6,1834.4,58.63,8.44
2006-04-20,21726.0,19891.6,1834.4,58.63,8.44
2006-04-21,21726.0,19891.6,1834.4,58.63,8.44
2006-04-22,21726.0,19891.6,1834.4,58.63,8.44
2006-04-23,21726.0,19891.6,1834.4,58.63,8.44
2006-04-24,21726.0,19891.6,1834.4,58.63,8.44
2006-04-25,21726.0,19891.6,1834.4,58.63,8.44
2006-04-26,21726.0,19891.6,1834.4,58.63,8.44
2006-04-27,21726.0,19891.6,1834.4,58.63,8.44
2006-04-28,21726.0,19891.6,1834.4,58.63,8.44
2006-04-29,21726.0,19891.6,1834.4,58.63,8.44
2006-04-30,21726.0,19891.6,1834.4,58.63,8.44
2006-05-01,21726.0,19891.6,1834.4,58.63,8.44
2006-05-02,21726.0,19891.6,1834.4,58.63,8.44
2006-05-03,21726.0,19891.6,1834.4,58.63,8.44
2006-05-04,21726.0,19891.6,1834.4,58.63,8.44
2006-05-05,21726.0,19891.6,1834.4,58.63,8.44
2006-05-06,21726.0,19891.6,1834.4,58.63,8.44
2006-05-07,21726.0,19891.6,1834.4,58.63,8.44
2006-05-08,21726.0,19891.6,1834.4,58.63,8.44
2006-05-09,21726.0,19891.6,1834.4,58.63,8.44
2006-05-10,21726.0,19891.6,1834.4,58.63,8.44
2006-05-11,21726.0,19891.6,1834.4,58.63,8.44
2006-05-12,21726.0,19891.6,1834.4,58.63,8.44
2006-05-13,21726.0,19891.6,1834.4,58.63,8.44
2006-05-14,21726.0,19891.6,1834.4,58.63,8.44
2006-05-15,21726.0,19891.6,1834.4,58.63,8.44
2006-05-16,21726.0,19891.6,1834.4,58.63,8.44
2006-05-17,21726.0,19891.6,1834.4,58.63,8.44
2006-05-18,21726.0,19891.6,1834.4,58.63,8.44
2006-05-19,21726.0,19891.6,1834.4,58.63,8.44
2006-05-20,21726.0,19891.6,1834.4,58.63,8.44
2006-05-21,21726.0,19891.6,1834.4,58.63,8.44
2006-05-22,21726.0,19891.6,1834.4,58.63,8.44
2006-05-23,21726.0,19891.6,1834.4,58.63,8.44
2006-05-24,21726.0,19891.6,1834.4,58.63,8.44
2006-05-25,21726.0,19891.6,1834.4,58.63,8.44
2006-05-26,21726.0,19891.6,1834.4,58.63,8.44
2006-05-27,21726.0,19891.6,1834.4,58.63,8.44
2006-05-28,21726.0,19891.6,1834.4,58.63,8.44
2006-05-29,21726.0,19891.6,1834.4,58.63,8.44
2006-05-30,21726.0,19891.6,1834.4,58.63,8.44
2006-05-31,21726.0,19891.6,1834.4,58.63,8.44
2006-06-01,21726.0,19891.6,1834.4,58.63,8.44
2006-06-02,21726.0,19891.6,1834.4,58.63,8.44
2006-06-03,21726.0,19891.6,1834.4,58.63,8.44
2006-06-04,21726.0,19891.6,1834.4,58.63,8.44
2006-06-05,21726.0,19891.6,1834.4,58.63,8.44
2006-06-06,21726.0,19891.6,1834.4,58.63,8.44
2006-06-07,21726.0,19891.6,1834.4,58.63,8.44
2006-06-08,21726.0,19891.6,1834.4,58.63,8.44
2006-06-09,21726.0,19891.6,1834.4,58.63,8.44
2006-06-10,21726.0,19891.6,1834.4,58.63,8.44
2006-06-11,21726.0,19891.6,1834.4,58.63,8.44
2006-06-12,21726.0,19891.6,1834.4,58.63,8.44
2006-06-13,21726.0,19891.6,1834.4,58.63,8.44
2006-06-14,21726.0,19891.6,1834.4,58.63,8.44
2006-06-15,21726.0,19891.6,1834.4,58.63,8.44
2006-06-16,21726.0,19891.6,1834.4,58.63,8.44
2006-06-17,21726.0,19891.6,1834.4,58.63,8.44
2006-06-18,21726.0,19891.6,1834.4,58.63,8.44
2006-06-19,21726.0,19891.6,1834.4,58.63,8.44
2006-06-20,21726.0,19891.6,1834.4,58.63,8.44
2006-06-21,21726.0,19891.6,1834.4,58.63,8.44
2006-06-22,21726.0,19891.6,1834.4,58.63,8.44
2006-06-23,21726.0,19891.6,1834.4,58.63,8.44
2006-06-24,21726.0,19891.6,1834.4,58.63,8.44
2006-06-25,21726.0,19891.6,1834.4,58.63,8.44
2006-06-26,21726.0,19891.6,1834.4,58.63,8.44
2006-06-27,21726.0,19891.6,1834.4,58.63,8.44
2006-06-28,21726.0,19891.6,1834.4,58.63,8.44
2006-06-29,21726.0,19891.6,1834.4,58.63,8.44
2006-06-30,21726.0,19891.6,1834.4,58.63,8.44
2006-07-01,21857.8,20091.0,1766.9,58.74,8.08
2006-07-02,21857.8,20091.0,1766.9,58.74,8.08
2006-07-03,21857.8,20091.0,1766.9,58.74,8.08
2006-07-04,21857.8,20091.0,1766.9,58.74,8.08
2006-07-05,21857.8,20091.0,1766.9,58.74,8.08
2006-07-06,21857.8,20091.0,1766.9,58.74,8.08
2006-07-07,21857.8,20091.0,1766.9,58.74,8.08
2006-07-08,21857.8,20091.0,1766.9,58.74,8.08
2006-07-09,21857.8,20091.0,1766.9,58.74,8.08
2006-07-10,21857.8,20091.0,1766.9,58.74,8.08
2006-07-11,21857.8,20091.0,1766.9,58.74,8.08
2006-07-12,21857.8,20091.0,1766.9,58.74,8.08
2006-07-13,21857.8,20091.0,1766.9,58.74,8.08
2006-07-14,21857.8,20091.0,1766.9,58.74,8.08
2006-07-15,21857.8,20091.0,1766.9,58.74,8.08
2006-07-16,21857.8,20091.0,1766.9,58.74,8.08
2006-07-17,21857.8,20091.0,1766.9,58.74,8.08
2006-07-18,21857.8,20091.0,1766.9,58.74,8.08
2006-07-19,21857.8,20091.0,1766.9,58.74,8.08
2006-07-20,21857.8,20091.0,1766.9,58.74,8.08
2006-07-21,21857.8,20091.0,1766.9,58.74,8.08
2006-07-22,21857.8,20091.0,1766.9,58.74,8.08
2006-07-23,21857.8,20091.0,1766.9,58.74,8.08
2006-07-24,21857.8,20091.0,1766.9,58.74,8.08
2006-07-25,21857.8,20091.0,1766.9,58.74,8.08
2006-07-26,21857.8,20091.0,1766.9,58.74,8.08
2006-07-27,21857.8,20091.0,1766.9,58.74,8.08
2006-07-28,21857.8,20091.0,1766.9,58.74,8.08
2006-07-29,21857.8,20091.0,1766.9,58.74,8.08
2006-07-30,21857.8,20091.0,1766.9,58.74,8.08
2006-07-31,21857.8,20091.0,1766.9,58.74,8.08
2006-08-01,21857.8,20091.0,1766.9,58.74,8.08
2006-08-02,21857.8,20091.0,1766.9,58.74,8.08
2006-08-03,21857.8,20091.0,1766.9,58.74,8.08
2006-08-04,21857.8,20091.0,1766.9,58.74,8.08
2006-08-05,21857.8,20091.0,1766.9,58.74,8.08
2006-08-06,21857.8,20091.0,1766.9,58.74,8.08
2006-08-07,21857.8,20091.0,1766.9,58.74,8.08
2006-08-08,21857.8,20091.0,1766.9,58.74,8.08
2006-08-09,21857.8,20091.0,1766.9,58.74,8.08
2006-08-10,21857.8,20091.0,1766.9,58.74,8.08
2006-08-11,21857.8,20091.0,1766.9,58.74,8.08
2006-08-12,21857.8,20091.0,1766.9,58.74,8.08
2006-08-13,21857.8,20091.0,1766.9,58.74,8.08
2006-08-14,21857.8,20091.0,1766.9,58.74,8.08
2006-08-15,21857.8,20091.0,1766.9,58.74,8.08
2006-08-16,21857.8,20091.0,1766.9,58.74,8.08
2006-08-17,21857.8,20091.0,1766.9,58.74,8.08
2006-08-18,21857.8,20091.0,1766.9,58.74,8.08
2006-08-19,21857.8,20091.0,1766.9,58.74,8.08
2006-08-20,21857.8,20091.0,1766.9,58.74,8.08
2006-08-21,21857.8,20091.0,1766.9,58.74,8.08
2006-08-22,21857.8,20091.0,1766.9,58.74,8.08
2006-08-23,21857.8,20091.0,1766.9,58.74,8.08
2006-08-24,21857.8,20091.0,1766.9,58.74,8.08
2006-08-25,21857.8,20091.0,1766.9,58.74,8.08
2006-08-26,21857.8,20091.0,1766.9,58.74,8.08
2006-08-27,21857.8,20091.0,1766.9,58.74,8.08
2006-08-28,21857.8,20091.0,1766.9,58.74,8.08
2006-08-29,21857.8,20091.0,1766.9,58.74,8.08
2006-08-30,21857.8,20091.0,1766.9,58.74,8.08
2006-08-31,21857.8,20091.0,1766.9,58.74,8.08
2006-09-01,21857.8,20091.0,1766.9,58.74,8.08
2006-09-02,21857.8,20091.0,1766.9,58.74,8.08
2006-09-03,21857.8,20091.0,1766.9,58.74,8.08
2006-09-04,21857.8,20091.0,1766.9,58.74,8.08
2006-09-05,21857.8,20091.0,1766.9,58.74,8.08
2006-09-06,21857.8,20091.0,1766.9,58.74,8.08
2006-09-07,21857.8,20091.0,1766.9,58.74,8.08
2006-09-08,21857.8,20091.0,1766.9,58.74,8.08
2006-09-09,21857.8,20091.0,1766.9,58.74,8.08
2006-09-10,21857.8,20091.0,1766.9,58.74,8.08
2006-09-11,21857.8,20091.0,1766.9,58.74,8.08
2006-09-12,21857.8,20091.0,1766.9,58.74,8.08
2006-09-13,21857.8,20091.0,1766.9,58.74,8.08
2006-09-14,21857.8,20091.0,1766.9,58.74,8.08
2006-09-15,21857.8,20091.0,1766.9,58.74,8.08
2006-09-16,21857.8,20091.0,1766.9,58.74,8.08
2006-09-17,21857.8,20091.0,1766.9,58.74,8.08
2006-09-18,21857.8,20091.0,1766.9,58.74,8.08
2006-09-19,21857.8,20091.0,1766.9,58.74,8.08
2006-09-20,21857.8,20091.0,1766.9,58.74,8.08
2006-09-21,21857.8,20091.0,1766.9,58.74,8.08
2006-09-22,21857.8,20091.0,1766.9,58.74,8.08
2006-09-23,21857.8,20091.0,1766.9,58.74,8.08
2006-09-24,21857.8,20091.0,1766.9,58.74,8.08
2006-09-25,21857.8,20091.0,1766.9,58.74,8.08
2006-09-26,21857.8,20091.0,1766.9,58.74,8.08
2006-09-27,21857.8,20091.0,1766.9,58.74,8.08
2006-09-28,21857.8,20091.0,1766.9,58.74,8.08
2006-09-29,21857.8,20091.0,1766.9,58.74,8.08
2006-09-30,21857.8,20091.0,1766.9,58.74,8.08
2006-10-01,22014.8,20195.4,1819.4,58.88,8.26
2006-10-02,22014.8,20195.4,1819.4,58.88,8.26
2006-10-03,22014.8,20195.4,1819.4,58.88,8.26
2006-10-04,22014.8,20195.4,1819.4,58.88,8.26
2006-10-05,22014.8,20195.4,1819.4,58.88,8.26
2006-10-06,22014.8,20195.4,1819.4,58.88,8.26
2006-10-07,22014.8,20195.4,1819.4,58.88,8.26
2006-10-08,22014.8,20195.4,1819.4,58.88,8.26
2006-10-09,22014.8,20195.4,1819.4,58.88,8.26
2006-10-10,22014.8,20195.4,1819.4,58.88,8.26
2006-10-11,22014.8,20195.4,1819.4,58.88,8.26
2006-10-12,22014.8,20195.4,1819.4,58.88,8.26
2006-10-13,22014.8,20195.4,1819.4,58.88,8.26
2006-10-14,22014.8,20195.4,1819.4,58.88,8.26
2006-10-15,22014.8,20195.4,1819.4,58.88,8.26
2006-10-16,22014.8,20195.4,1819.4,58.88,8.26
2006-10-17,22014.8,20195.4,1819.4,58.88,8.26
2006-10-18,22014.8,20195.4,1819.4,58.88,8.26
2006-10-19,22014.8,20195.4,1819.4,58.88,8.26
2006-10-20,22014.8,20195.4,1819.4,58.88,8.26
2006-10-21,22014.8,20195.4,1819.4,58.88,8.26
2006-10-22,22014.8,20195.4,1819.4,58.88,8.26
2006-10-23,22014.8,20195.4,1819.4,58.88,8.26
2006-10-24,22014.8,20195.4,1819.4,58.88,8.26
2006-10-25,22014.8,20195.4,1819.4,58.88,8.26
2006-10-26,22014.8,20195.4,1819.4,58.88,8.26
2006-10-27,22014.8,20195.4,1819.4,58.88,8.26
2006-10-28,22014.8,20195.4,1819.4,58.88,8.26
2006-10-29,22014.8,20195.4,1819.4,58.88,8.26
2006-10-30,22014.8,20195.4,1819.4,58.88,8.26
2006-10-31,22014.8,20195.4,1819.4,58.88,8.26
2006-11-01,22014.8,20195.4,1819.4,58.88,8.26
2006-11-02,22014.8,20195.4,1819.4,58.88,8.26
2006-11-03,22014.8,20195.4,1819.4,58.88,8.26
2006-11-04,22014.8,20195.4,1819.4,58.88,8.26
2006-11-05,22014.8,20195.4,1819.4,58.88,8.26
2006-11-06,22014.8,20195.4,1819.4,58.88,8.26
