Date,Activity(%),Activos,AdjClose,Births,Close,Close_DJ,Debt,Debt_per_capita,Deaths,Euribor,GDP_Value,High_DJ,High_EURO,High_y,IPC,Low_DJ,Low_EURO,Low_y,Ocupados,Open_DJ,Open_EURO,Open_y,Parados,Paro(%),Percentage,Price_EURO
2024-01-24,59.41,24121.100000000002,9859.2,1368,9859.2,37.90545,1572131,32530,1296,3.672,0.4,37.98073,10881,9911.4,0.0,37.80499,10854,9892.8,21265.9,37.91955,10858,9897.9,2855.2,11.84,109.37,1.0860971
