Date,Actividad(%),Activos,AdjClose,Births,Close,Close_DJ,Debt,Debt_per_capita,Defunciones,Euribor,GDP_Value,High_DJ,High_EURO,High_y,IPC,Low_DJ,Low_EURO,Low_y,Ocupados,Open_DJ,Open_EURO,Open_y,Parados,Paro(%),Percentage,Price_EURO
2005-01-19,57.38,20857.4,9087.59082,1277.0,9087.599609,10539.97,396026.0,9147.0,10.154,2.3121,0.9816,10668.4,1.3119,9137.099609,-0.8,10519.2,1.2963,9086.5,18736.1,10626.05,1.3024,9113.0,2121.3,10.17,46.08,1.3001
2005-01-20,57.38,20857.4,9017.691406,1277.0,9017.700195,10471.47,396026.0,9147.0,10.154,2.3121,0.9816,10582.09,1.3025,9055.599609,-0.8,10414.72,1.2921,9002.400391,18736.1,10538.9,1.3009,9034.799805,2121.3,10.17,46.08,1.2968
2005-01-21,57.38,20857.4,8999.391602,1277.0,8999.400391,10392.99,396026.0,9147.0,10.154,2.3121,0.9816,10541.3,1.3069,9029.599609,-0.8,10370.97,1.293,8985.299805,18736.1,10471.98,1.2966,9001.200195,2121.3,10.17,46.08,1.305
2005-01-24,57.38,20857.4,8967.09082,1277.0,8967.099609,10368.61,396026.0,9147.0,10.247,2.3121,0.9816,10491.71,1.3102,8984.299805,-0.8,10317.1,1.3026,8907.0,18736.1,10393.58,1.3039,8981.900391,2121.3,10.17,46.08,1.3056
2005-01-25,57.38,20857.4,9033.191406,1277.0,9033.200195,10461.56,396026.0,9147.0,10.247,2.3121,0.9816,10534.72,1.3079,9045.5,-0.8,10387.23,1.2943,8950.5,18736.1,10369.42,1.3056,8954.900391,2121.3,10.17,46.08,1.2974
2005-01-26,57.38,20857.4,9058.09082,1277.0,9058.099609,10498.59,396026.0,9147.0,10.247,2.3121,0.9816,10571.66,1.3109,9075.200195,-0.8,10433.56,1.2964,9028.400391,18736.1,10463.19,1.297,9044.599609,2121.3,10.17,46.08,1.3084
2005-01-27,57.38,20857.4,9125.291016,1277.0,9125.299805,10467.4,396026.0,9147.0,10.247,2.3121,0.9816,10535.16,1.3126,9125.299805,-0.8,10379.47,1.301,9060.099609,18736.1,10498.14,1.3083,9080.599609,2121.3,10.17,46.08,1.3035
2005-01-28,57.38,20857.4,9139.391602,1277.0,9139.400391,10427.2,396026.0,9147.0,10.247,2.3121,0.9816,10520.61,1.3084,9164.599609,-0.8,10331.58,1.2985,9115.900391,18736.1,10470.58,1.3043,9124.700195,2121.3,10.17,46.08,1.3044
2005-01-31,57.38,20857.4,9223.890625,1277.0,9223.900391,10489.94,396026.0,9147.0,9.599,2.3121,0.9816,10559.77,1.306,9224.599609,-0.8,10414.49,1.2974,9161.900391,18736.1,10428.76,1.3034,9163.200195,2121.3,10.17,46.08,1.3034
2005-02-01,57.38,20857.4,9256.990234,1277.0,9257.0,10551.94,391778.0,9049.0,9.599,2.31,0.9816,10609.73,1.3069,9257.0,0.3,10464.38,1.3001,9193.599609,18736.1,10489.72,1.3037,9218.900391,2121.3,10.17,45.59,1.3042
2005-02-02,57.38,20857.4,9306.990234,1277.0,9307.0,10596.79,391778.0,9049.0,9.599,2.31,0.9816,10638.25,1.3096,9315.799805,0.3,10501.02,1.3009,9247.299805,18736.1,10551.05,1.3047,9260.200195,2121.3,10.17,45.59,1.3036
2005-02-03,57.38,20857.4,9310.390625,1277.0,9310.400391,10593.1,391778.0,9049.0,9.599,2.31,0.9816,10640.69,1.3038,9331.599609,0.3,10511.96,1.2939,9280.799805,18736.1,10592.21,1.3026,9309.900391,2121.3,10.17,45.59,1.2973
2005-02-04,57.38,20857.4,9422.490234,1277.0,9422.5,10716.13,391778.0,9049.0,9.599,2.31,0.9816,10750.94,1.3044,9422.5,0.3,10553.93,1.2863,9319.299805,18736.1,10593.17,1.2974,9321.200195,2121.3,10.17,45.59,1.2872
2005-02-07,57.38,20857.4,9461.69043,1277.0,9461.700195,10715.76,391778.0,9049.0,8.866,2.31,0.9816,10774.8,1.2865,9487.099609,0.3,10650.59,1.273,9446.200195,18736.1,10715.76,1.2856,9449.099609,2121.3,10.17,45.59,1.2759
2005-02-08,57.38,20857.4,9479.19043,1277.0,9479.200195,10724.63,391778.0,9049.0,8.866,2.31,0.9816,10783.97,1.2801,9490.5,0.3,10647.85,1.2731,9442.0,18736.1,10712.51,1.2761,9474.700195,2121.3,10.17,45.59,1.2769
2005-02-09,57.38,20857.4,9450.790039,1277.0,9450.799805,10664.11,391778.0,9049.0,8.866,2.31,0.9816,10781.38,1.2817,9486.599609,0.3,10621.84,1.2739,9410.400391,18736.1,10717.76,1.2766,9485.5,2121.3,10.17,45.59,1.2805
2005-02-10,57.38,20857.4,9451.19043,1277.0,9451.200195,10749.61,391778.0,9049.0,8.866,2.31,0.9816,10803.92,1.2907,9479.900391,0.3,10633.67,1.2739,9417.799805,18736.1,10665.0,1.2811,9447.799805,2121.3,10.17,45.59,1.2876
2005-02-11,57.38,20857.4,9588.290039,1277.0,9588.299805,10796.01,391778.0,9049.0,8.866,2.31,0.9816,10865.69,1.2898,9588.299805,0.3,10680.15,1.2845,9468.099609,18736.1,10742.92,1.2877,9481.099609,2121.3,10.17,45.59,1.2866
2005-02-14,57.38,20857.4,9584.990234,1277.0,9585.0,10791.13,391778.0,9049.0,8.823,2.31,0.9816,10853.8,1.2991,9592.200195,0.3,10722.63,1.2874,9559.400391,18736.1,10795.72,1.2879,9588.099609,2121.3,10.17,45.59,1.2963
2005-02-15,57.38,20857.4,9634.290039,1277.0,9634.299805,10837.32,391778.0,9049.0,8.823,2.31,0.9816,10886.31,1.3054,9647.700195,0.3,10745.1,1.2954,9574.799805,18736.1,10791.06,1.2976,9579.0,2121.3,10.17,45.59,1.302
2005-02-16,57.38,20857.4,9575.589844,1277.0,9575.599609,10834.88,391778.0,9049.0,8.823,2.31,0.9816,10889.78,1.3066,9619.799805,0.3,10746.21,1.2955,9540.200195,18736.1,10832.03,1.3028,9618.0,2121.3,10.17,45.59,1.3032
2005-02-17,57.38,20857.4,9585.69043,1277.0,9585.700195,10754.26,391778.0,9049.0,8.823,2.31,0.9816,10873.6,1.3091,9638.5,0.3,10729.95,1.3014,9573.099609,18736.1,10835.03,1.303,9584.5,2121.3,10.17,45.59,1.307
2005-02-18,57.38,20857.4,9570.089844,1277.0,9570.099609,10785.22,391778.0,9049.0,8.823,2.31,0.9816,10854.98,1.3083,9606.5,0.3,10682.29,1.3011,9557.099609,18736.1,10755.15,1.307,9591.299805,2121.3,10.17,45.59,1.3072
2005-02-22,57.38,20857.4,9350.290039,1277.0,9350.299805,10611.2,391778.0,9049.0,8.567,2.31,0.9816,10806.36,1.3264,9455.200195,0.3,10596.79,1.3054,9307.200195,18736.1,10783.38,1.3064,9448.299805,2121.3,10.17,45.59,1.3251
2005-02-23,57.38,20857.4,9354.089844,1277.0,9354.099609,10673.79,391778.0,9049.0,8.567,2.31,0.9816,10735.42,1.3275,9357.400391,0.3,10583.64,1.3186,9261.400391,18736.1,10609.28,1.3254,9329.900391,2121.3,10.17,45.59,1.3213
2005-02-24,57.38,20857.4,9352.589844,1277.0,9352.599609,10748.79,391778.0,9049.0,8.567,2.31,0.9816,10779.39,1.3272,9380.400391,0.3,10612.24,1.3175,9325.599609,18736.1,10672.24,1.3211,9377.200195,2121.3,10.17,45.59,1.3203
2005-02-25,57.38,20857.4,9439.69043,1277.0,9439.700195,10841.6,391778.0,9049.0,8.567,2.31,0.9816,10871.53,1.3249,9444.599609,0.3,10698.32,1.3142,9402.299805,18736.1,10748.42,1.3196,9416.200195,2121.3,10.17,45.59,1.3243
2005-02-28,57.38,20857.4,9390.990234,1277.0,9391.0,10766.23,391778.0,9049.0,9.0,2.31,0.9816,10877.07,1.3281,9467.099609,0.3,10709.41,1.3231,9380.900391,18736.1,10842.05,1.3244,9454.400391,2121.3,10.17,45.59,1.3237
2005-03-01,57.38,20857.4,9472.290039,1277.0,9472.299805,10830.0,394722.0,9117.0,9.0,2.3348,0.9816,10896.51,1.3234,9476.0,0.8,10742.51,1.3167,9370.799805,18736.1,10769.04,1.3226,9372.200195,2121.3,10.17,45.11,1.3186
2005-03-02,57.38,20857.4,9443.589844,1277.0,9443.599609,10811.97,394722.0,9117.0,9.0,2.3348,0.9816,10896.66,1.319,9467.5,0.8,10736.16,1.3087,9390.099609,18736.1,10825.68,1.3188,9464.599609,2121.3,10.17,45.11,1.3131
2005-03-03,57.38,20857.4,9418.790039,1277.0,9418.799805,10833.03,394722.0,9117.0,9.0,2.3348,0.9816,10904.34,1.3168,9460.599609,0.8,10744.14,1.3097,9412.0,18736.1,10812.27,1.3141,9436.5,2121.3,10.17,45.11,1.311
2005-03-04,57.38,20857.4,9537.990234,1277.0,9538.0,10940.55,394722.0,9117.0,9.0,2.3348,0.9816,10996.93,1.326,9538.0,0.8,10833.7,1.3089,9410.700195,18736.1,10834.51,1.311,9411.900391,2121.3,10.17,45.11,1.3241
2005-03-07,57.38,20857.4,9545.890625,1277.0,9545.900391,10936.86,394722.0,9117.0,8.595,2.3348,0.9816,11027.15,1.3251,9581.799805,0.8,10886.09,1.318,9525.0,18736.1,10940.55,1.3241,9568.099609,2121.3,10.17,45.11,1.3209
2005-03-08,57.38,20857.4,9480.19043,1277.0,9480.200195,10912.62,394722.0,9117.0,8.595,2.3348,0.9816,10996.56,1.3363,9541.900391,0.8,10863.4,1.3207,9480.200195,18736.1,10935.6,1.3211,9536.299805,2121.3,10.17,45.11,1.3344
2005-03-09,57.38,20857.4,9410.290039,1277.0,9410.299805,10805.62,394722.0,9117.0,8.595,2.3348,0.9816,10949.2,1.3426,9527.400391,0.8,10768.66,1.3331,9410.299805,18736.1,10912.32,1.3342,9496.700195,2121.3,10.17,45.11,1.3388
2005-03-10,57.38,20857.4,9319.390625,1277.0,9319.400391,10851.51,394722.0,9117.0,8.595,2.3348,0.9816,10907.45,1.3458,9366.799805,0.8,10757.36,1.337,9296.900391,18736.1,10806.28,1.3393,9365.799805,2121.3,10.17,45.11,1.3428
2005-03-11,57.38,20857.4,9330.19043,1277.0,9330.200195,10774.36,394722.0,9117.0,8.595,2.3348,0.9816,10897.68,1.3482,9385.799805,0.8,10728.62,1.3392,9317.400391,18736.1,10845.3,1.3417,9370.700195,2121.3,10.17,45.11,1.3454
2005-03-14,57.38,20857.4,9296.490234,1277.0,9296.5,10804.51,394722.0,9117.0,7.894,2.3348,0.9816,10859.12,1.3479,9360.900391,0.8,10709.26,1.3333,9280.400391,18736.1,10773.92,1.3459,9318.799805,2121.3,10.17,45.11,1.3371
2005-03-15,57.38,20857.4,9354.69043,1277.0,9354.700195,10745.1,394722.0,9117.0,7.894,2.3348,0.9816,10884.76,1.3413,9359.200195,0.8,10716.87,1.3296,9306.799805,18736.1,10804.29,1.3371,9311.299805,2121.3,10.17,45.11,1.3308
2005-03-16,57.38,20857.4,9201.19043,1277.0,9201.200195,10633.07,394722.0,9117.0,7.894,2.3348,0.9816,10764.16,1.3439,9337.400391,0.8,10569.3,1.3289,9192.200195,18736.1,10741.63,1.3306,9335.200195,2121.3,10.17,45.11,1.3421
2005-03-17,57.38,20857.4,9235.790039,1277.0,9235.799805,10626.35,394722.0,9117.0,7.894,2.3348,0.9816,10707.86,1.3423,9260.900391,0.8,10561.1,1.3342,9158.0,18736.1,10633.3,1.3417,9197.900391,2121.3,10.17,45.11,1.3377
2005-03-18,57.38,20857.4,9263.890625,1277.0,9263.900391,10629.67,394722.0,9117.0,7.894,2.3348,0.9816,10709.85,1.3388,9300.799805,0.8,10520.6,1.3264,9239.700195,18736.1,10627.83,1.3377,9254.400391,2121.3,10.17,45.11,1.3318
2005-03-21,57.38,20857.4,9225.390625,1277.0,9225.400391,10565.39,394722.0,9117.0,7.536,2.3348,0.9816,10662.93,1.3317,9287.099609,0.8,10503.46,1.3139,9215.700195,18736.1,10629.9,1.3312,9236.900391,2121.3,10.17,45.11,1.3172
2005-03-22,57.38,20857.4,9299.19043,1277.0,9299.200195,10470.51,394722.0,9117.0,7.536,2.3348,0.9816,10651.41,1.3228,9306.200195,0.8,10446.78,1.3053,9209.5,18736.1,10565.39,1.3157,9234.099609,2121.3,10.17,45.11,1.3087
2005-03-23,57.38,20857.4,9252.089844,1277.0,9252.099609,10456.02,394722.0,9117.0,7.536,2.3348,0.9816,10558.51,1.3089,9277.099609,0.8,10384.34,1.2959,9196.799805,18736.1,10470.58,1.3077,9206.0,2121.3,10.17,45.11,1.2988
2005-03-24,57.38,20857.4,9309.290039,1277.0,9309.299805,10442.87,394722.0,9117.0,7.536,2.3348,0.9816,10554.6,1.3035,9329.099609,0.8,10415.16,1.2932,9244.900391,18736.1,10457.06,1.299,9265.200195,2121.3,10.17,45.11,1.2941
