Date,Activity(%),Activos,AdjClose,Births,Close,Close_DJ,Debt,Debt_per_capita,Deaths,Euribor,GDP_Value,High_DJ,High_EURO,High_y,IPC,Low_DJ,Low_EURO,Low_y,Ocupados,Open_DJ,Open_EURO,Open_y,Parados,Paro(%),Percentage,Price_EURO
2024-01-18,59.41,24121.100000000002,9867.8,1352,9867.8,37.26667,1572131,32530,1282,0,0.4,37.37166,10910,9881.0,0.0,37.13289,10880,9798.8,21265.9,37.49354,10886,9876.8,2855.2,11.84,109.37,1.0888473
