Date,Open,High,Low,Close,Adj Close,Volume
2021-04-29,8821.799805,8869.900391,8801.400391,8823.200195,8823.200195,261774400
2021-04-30,8822.299805,8860.400391,8808.599609,8815.000000,8815.000000,267612000
2021-05-03,8821.599609,8904.700195,8796.299805,8893.700195,8893.700195,150399700
2021-05-04,8906.000000,9002.400391,8811.900391,8830.400391,8830.400391,231895800
2021-05-05,8896.700195,8967.799805,8881.400391,8967.799805,8967.799805,180443400
2021-05-06,8982.599609,9010.500000,8912.200195,8982.200195,8982.200195,188334200
2021-05-07,9042.000000,9065.900391,8982.900391,9059.200195,9059.200195,191889900
2021-05-10,9121.500000,9149.099609,9061.099609,9144.299805,9144.299805,237075400
2021-05-11,9065.099609,9078.700195,8948.099609,8987.200195,8987.200195,232088700
2021-05-12,8990.200195,9055.200195,8953.400391,9007.700195,9007.700195,195759200
2021-05-13,8932.700195,8989.599609,8804.299805,8966.200195,8966.200195,173524400
2021-05-14,9036.299805,9149.000000,9005.900391,9145.599609,9145.599609,161364300
2021-05-17,9166.700195,9203.000000,9099.500000,9155.599609,9155.599609,164174400
2021-05-18,9214.200195,9241.500000,9127.200195,9183.900391,9183.900391,176037400
2021-05-19,9121.400391,9164.700195,8977.900391,9070.700195,9070.700195,200253900
2021-05-20,9112.099609,9124.299805,8997.200195,9124.299805,9124.299805,138305200
2021-05-21,9129.599609,9223.900391,9110.599609,9204.000000,9204.000000,175406200
2021-05-24,9230.400391,9243.200195,9170.799805,9205.500000,9205.500000,91842700
2021-05-25,9220.900391,9245.599609,9197.000000,9208.700195,9208.700195,147285300
2021-05-26,9232.000000,9243.400391,9144.900391,9196.900391,9196.900391,160831700
2021-05-27,9183.799805,9254.700195,9173.500000,9186.099609,9186.099609,325441300
2021-05-28,9237.799805,9243.299805,9204.299805,9224.599609,9224.599609,192320800
2021-05-31,9224.200195,9226.099609,9148.900391,9148.900391,9148.900391,102386400
2021-06-01,9167.299805,9226.799805,9137.200195,9189.700195,9189.700195,143121400
2021-06-02,9198.299805,9216.000000,9152.000000,9180.700195,9180.700195,137506400
2021-06-03,9179.799805,9189.400391,9086.599609,9142.400391,9142.400391,164216700
2021-06-04,9144.500000,9158.799805,9071.200195,9088.299805,9088.299805,131208100
2021-06-07,9076.099609,9175.900391,9042.000000,9163.599609,9163.599609,129664800
2021-06-08,9159.599609,9204.799805,9110.599609,9153.599609,9153.599609,144263700
2021-06-09,9157.200195,9185.000000,9128.799805,9156.099609,9156.099609,124744700
2021-06-10,9190.799805,9205.099609,9113.099609,9133.799805,9133.799805,154773800
2021-06-11,9144.000000,9211.799805,9131.099609,9205.000000,9205.000000,107059800
2021-06-14,9238.700195,9302.700195,9233.000000,9281.099609,9281.099609,135889000
2021-06-15,9310.799805,9310.799805,9220.700195,9230.700195,9230.700195,119439700
2021-06-16,9266.299805,9274.599609,9201.000000,9202.200195,9202.200195,161804400
2021-06-17,9178.799805,9272.000000,9170.700195,9195.900391,9195.900391,203696100
2021-06-18,9166.299805,9185.400391,8976.400391,9030.599609,9030.599609,452775400
2021-06-21,8970.099609,9063.200195,8906.000000,9051.700195,9051.700195,167378300
2021-06-22,9073.700195,9073.700195,8998.799805,9053.299805,9053.299805,137668000
2021-06-23,9072.200195,9092.700195,8954.099609,8954.099609,8954.099609,112812200
2021-06-24,9015.400391,9098.099609,8985.099609,9074.099609,9074.099609,130938500
2021-06-25,9101.000000,9107.200195,9034.599609,9095.000000,9095.000000,130343900
2021-06-28,9075.500000,9083.500000,8913.700195,8913.700195,8913.700195,152784500
2021-06-29,8897.400391,8957.599609,8884.799805,8915.099609,8915.099609,142239100
2021-06-30,8892.700195,8903.700195,8765.299805,8821.200195,8821.200195,190176400
2021-07-01,8862.299805,8957.799805,8862.200195,8932.299805,8932.299805,122723600
2021-07-02,8951.700195,8968.099609,8873.599609,8907.599609,8907.599609,115691700
2021-07-05,8900.500000,8965.500000,8862.400391,8946.400391,8946.400391,100801100
2021-07-06,8924.099609,8959.900391,8837.200195,8860.799805,8860.799805,152719800
2021-07-07,8877.900391,8904.500000,8826.000000,8854.500000,8854.500000,149997700
2021-07-08,8768.099609,8772.900391,8597.799805,8650.099609,8650.099609,201968800
2021-07-09,8680.799805,8780.700195,8654.500000,8776.599609,8776.599609,141622900
2021-07-12,8791.900391,8822.000000,8696.799805,8816.700195,8816.700195,103461800
2021-07-13,8824.299805,8832.200195,8676.700195,8694.799805,8694.799805,133852800
2021-07-14,8674.700195,8712.000000,8625.599609,8658.299805,8658.299805,120506000
2021-07-15,8626.400391,8626.400391,8507.400391,8527.000000,8527.000000,131271100
2021-07-16,8546.599609,8607.400391,8423.099609,8506.200195,8506.200195,147772600
2021-07-19,8450.900391,8455.200195,8252.200195,8301.700195,8301.700195,212387300
2021-07-20,8337.799805,8384.799805,8265.599609,8358.000000,8358.000000,155554100
2021-07-21,8390.900391,8585.400391,8384.299805,8567.000000,8567.000000,160923000
2021-07-22,8604.099609,8683.700195,8601.500000,8621.799805,8621.799805,140853100
2021-07-23,8657.400391,8757.500000,8652.099609,8717.200195,8717.200195,123289800
2021-07-26,8655.099609,8786.700195,8630.700195,8775.200195,8775.200195,136517300
2021-07-27,8723.700195,8768.500000,8651.700195,8699.200195,8699.200195,131607900
2021-07-28,8716.900391,8774.599609,8691.799805,8733.700195,8733.700195,153261800
2021-07-29,8765.099609,8840.700195,8753.799805,8786.299805,8786.299805,188717200
2021-07-30,8737.500000,8753.500000,8665.700195,8675.700195,8675.700195,203148300
2021-08-02,8723.299805,8815.200195,8723.299805,8758.700195,8758.700195,140846000
2021-08-03,8780.200195,8824.200195,8735.599609,8772.799805,8772.799805,131903900
2021-08-04,8806.599609,8806.599609,8735.400391,8792.900391,8792.900391,117417500
2021-08-05,8780.000000,8842.299805,8747.400391,8836.500000,8836.500000,108944800
2021-08-06,8839.900391,8892.599609,8796.799805,8879.000000,8879.000000,139018600
2021-08-09,8870.200195,8893.700195,8843.599609,8865.900391,8865.900391,102353900
2021-08-10,8867.599609,8903.200195,8842.400391,8899.000000,8899.000000,106389600
2021-08-11,8915.900391,8981.500000,8911.900391,8975.799805,8975.799805,112210300
2021-08-12,8974.099609,8999.599609,8961.500000,8979.400391,8979.400391,98153900
2021-08-13,8987.900391,9015.700195,8978.099609,8999.799805,8999.799805,90564900
2021-08-16,8933.700195,8979.900391,8900.200195,8926.599609,8926.599609,96313400
2021-08-17,8872.400391,8880.200195,8833.299805,8865.700195,8865.700195,128850900
2021-08-18,8852.700195,8978.299805,8845.900391,8970.200195,8970.200195,112288100
2021-08-19,8839.900391,8952.200195,8809.200195,8902.200195,8902.200195,137588100
2021-08-20,8893.700195,8941.099609,8851.500000,8915.299805,8915.299805,126918700
2021-08-23,8973.400391,8989.900391,8910.900391,8968.099609,8968.099609,91085100
2021-08-24,8996.099609,9010.900391,8884.299805,8948.599609,8948.599609,101636400
2021-08-25,8958.700195,9000.000000,8947.299805,8977.400391,8977.400391,128024000
2021-08-26,8945.000000,8946.400391,8890.099609,8892.700195,8892.700195,101735300
2021-08-27,8899.099609,8924.099609,8848.900391,8922.200195,8922.200195,74733200
2021-08-30,8925.700195,8936.200195,8853.000000,8867.900391,8867.900391,54118400
2021-08-31,8880.599609,8913.200195,8783.299805,8846.599609,8846.599609,185163000
2021-09-01,8923.700195,9055.500000,8923.700195,8991.500000,8991.500000,132646000
2021-09-02,8982.099609,9020.700195,8958.000000,8981.400391,8981.400391,100427500
2021-09-03,8981.500000,8984.500000,8852.599609,8864.000000,8864.000000,139726800
2021-09-06,8889.500000,8915.900391,8874.299805,8882.299805,8882.299805,67762300
2021-09-07,8889.900391,8899.799805,8848.500000,8894.500000,8894.500000,114239200
2021-09-08,8856.500000,8912.500000,8748.200195,8838.700195,8838.700195,155622500
2021-09-09,8783.400391,8828.599609,8725.200195,8800.599609,8800.599609,149890500
2021-09-10,8826.099609,8832.599609,8668.400391,8695.299805,8695.299805,139696400
2021-09-13,8724.200195,8837.599609,8721.400391,8816.099609,8816.099609,115679900
2021-09-14,8801.400391,8848.099609,8751.700195,8780.000000,8780.000000,128773000
2021-09-15,8756.700195,8772.599609,8629.000000,8635.400391,8635.400391,178101000
2021-09-16,8659.599609,8757.400391,8659.599609,8733.700195,8733.700195,186043200
2021-09-17,8789.700195,8858.299805,8760.900391,8760.900391,8760.900391,588035300
2021-09-20,8643.700195,8690.299805,8551.200195,8655.400391,8655.400391,277154700
2021-09-21,8710.000000,8807.799805,8710.000000,8756.000000,8756.000000,194808200
2021-09-22,8826.299805,8841.000000,8772.599609,8808.400391,8808.400391,173512900
2021-09-23,8882.000000,8908.299805,8853.900391,8876.900391,8876.900391,151032900
2021-09-24,8848.500000,8898.299805,8835.500000,8873.099609,8873.099609,140557900
2021-09-27,8925.099609,9011.900391,8881.200195,9002.900391,9002.900391,203426300
2021-09-28,9014.299805,9034.700195,8769.400391,8769.400391,8769.400391,207454000
2021-09-29,8820.500000,8895.700195,8784.000000,8879.400391,8879.400391,178659800
2021-09-30,8943.700195,8954.599609,8785.000000,8796.299805,8796.299805,195050400
2021-10-01,8693.400391,8807.700195,8654.799805,8799.500000,8799.500000,182239800
2021-10-04,8801.700195,8882.099609,8770.099609,8791.700195,8791.700195,149564600
2021-10-05,8803.200195,8927.400391,8784.799805,8927.400391,8927.400391,169714200
2021-10-06,8884.900391,8884.900391,8723.799805,8775.000000,8775.000000,183948100
2021-10-07,8880.599609,8974.299805,8877.200195,8962.799805,8962.799805,201215200
2021-10-08,8964.900391,9000.799805,8931.799805,8955.000000,8955.000000,141240900
2021-10-11,8929.400391,8965.700195,8875.500000,8899.000000,8899.000000,125070900
2021-10-12,8807.700195,8935.900391,8759.799805,8935.900391,8935.900391,163366100
2021-10-13,8915.700195,8928.000000,8861.400391,8881.400391,8881.400391,191875300
2021-10-14,8944.500000,9001.200195,8889.099609,8925.000000,8925.000000,155212800
2021-10-15,8969.500000,9016.500000,8944.099609,8997.000000,8997.000000,217374300
2021-10-18,8984.400391,8994.599609,8885.400391,8936.000000,8936.000000,139680500
2021-10-19,8959.500000,9020.000000,8943.200195,8996.299805,8996.299805,160869900
2021-10-20,8966.599609,9038.000000,8958.900391,9017.900391,9017.900391,160127000
2021-10-21,8964.599609,8989.700195,8928.299805,8944.299805,8944.299805,153309300
2021-10-22,8952.200195,8959.700195,8906.400391,8906.400391,8906.400391,134363800
2021-10-25,8932.799805,8963.700195,8891.900391,8920.900391,8920.900391,159716400
2021-10-26,8925.500000,9026.500000,8915.700195,9001.599609,9001.599609,137320700
2021-10-27,8995.099609,8999.099609,8925.599609,8972.299805,8972.299805,167907900
2021-10-28,8958.900391,9030.200195,8918.000000,9025.799805,9025.799805,180332000
2021-10-29,9002.599609,9057.700195,8944.500000,9057.700195,9057.700195,228787400
2021-11-01,9064.599609,9198.099609,9061.599609,9182.599609,9182.599609,164893900
2021-11-02,9160.599609,9162.299805,9102.000000,9105.700195,9105.700195,130170200
2021-11-03,9084.500000,9084.799805,8989.500000,9030.799805,9030.799805,162875200
2021-11-04,9054.299805,9096.200195,9011.299805,9039.400391,9039.400391,221406600
2021-11-05,9038.000000,9164.099609,9001.200195,9130.599609,9130.599609,193267200
2021-11-08,9133.099609,9156.599609,9069.500000,9070.799805,9070.799805,135353600
2021-11-09,9051.000000,9128.500000,9043.299805,9074.900391,9074.900391,132145800
2021-11-10,9059.599609,9150.700195,9059.599609,9141.799805,9141.799805,146839500
2021-11-11,9127.900391,9164.099609,9079.000000,9092.200195,9092.200195,150325800
2021-11-12,9079.599609,9093.599609,9045.200195,9080.799805,9080.799805,119663100
2021-11-15,9036.099609,9104.700195,8992.400391,9095.700195,9095.700195,144108200
2021-11-16,9086.099609,9118.000000,9037.500000,9040.200195,9040.200195,155279200
2021-11-17,9042.900391,9046.299805,8993.400391,8993.400391,8993.400391,139172900
2021-11-18,8984.700195,9013.200195,8885.799805,8903.200195,8903.200195,181599400
2021-11-19,8942.000000,8954.299805,8713.200195,8753.200195,8753.200195,278697700
2021-11-22,8774.099609,8846.299805,8737.299805,8821.299805,8821.299805,204208200
2021-11-23,8763.000000,8873.400391,8700.099609,8815.099609,8815.099609,196115700
2021-11-24,8827.500000,8865.599609,8759.200195,8792.000000,8792.000000,174078100
2021-11-25,8814.599609,8850.099609,8795.099609,8840.900391,8840.900391,118560500
2021-11-26,8592.299805,8592.299805,8386.900391,8402.700195,8402.700195,453060000
2021-11-29,8487.599609,8562.000000,8431.700195,8455.200195,8455.200195,240648500
2021-11-30,8345.500000,8414.000000,8260.700195,8305.099609,8305.099609,369395400
2021-12-01,8357.099609,8474.200195,8342.000000,8452.599609,8452.599609,203999700
2021-12-02,8335.700195,8390.000000,8264.299805,8300.799805,8300.799805,197930100
2021-12-03,8371.900391,8374.299805,8210.200195,8241.700195,8241.700195,169541900
2021-12-06,8323.799805,8446.700195,8288.599609,8439.700195,8439.700195,143535600
2021-12-07,8523.599609,8560.900391,8472.700195,8559.500000,8559.500000,170695000
2021-12-08,8527.599609,8582.400391,8462.500000,8478.400391,8478.400391,221534000
2021-12-09,8490.299805,8490.299805,8394.299805,8399.599609,8399.599609,144639700
2021-12-10,8356.700195,8410.400391,8339.500000,8360.200195,8360.200195,116318700
2021-12-13,8380.599609,8408.900391,8289.599609,8322.700195,8322.700195,140412000
2021-12-14,8358.799805,8411.700195,8356.200195,8378.500000,8378.500000,163938900
2021-12-15,8382.900391,8382.900391,8268.000000,8275.000000,8275.000000,147413800
2021-12-16,8387.400391,8433.700195,8356.799805,8380.000000,8380.000000,198862600
2021-12-17,8328.500000,8344.400391,8246.799805,8311.599609,8311.599609,323190600
2021-12-20,8113.500000,8271.700195,8082.399902,8242.400391,8242.400391,172112600
2021-12-21,8344.700195,8394.200195,8274.799805,8387.500000,8387.500000,143384500
2021-12-22,8388.900391,8461.799805,8373.200195,8459.099609,8459.099609,115841000
2021-12-23,8476.799805,8587.700195,8469.700195,8563.700195,8563.700195,142486900
2021-12-27,8512.200195,8634.299805,8508.400391,8622.099609,8622.099609,93359100
2021-12-28,8623.500000,8703.599609,8617.000000,8688.900391,8688.900391,90378100
2021-12-29,8691.500000,8697.599609,8641.299805,8673.700195,8673.700195,110775600
2021-12-30,8665.799805,8728.000000,8661.500000,8713.799805,8713.799805,127210400
