Date,Total_debt,Debt_GDP_percentage,Debt_per_capita
2000-11-12,374557.0,57.8,9211.0
2000-11-13,374557.0,57.8,9211.0
2000-11-14,374557.0,57.8,9211.0
2000-11-15,374557.0,57.8,9211.0
2000-11-16,374557.0,57.8,9211.0
2000-11-17,374557.0,57.8,9211.0
2000-11-18,374557.0,57.8,9211.0
2000-11-19,374557.0,57.8,9211.0
2000-11-20,374557.0,57.8,9211.0
2000-11-21,374557.0,57.8,9211.0
2000-11-22,374557.0,57.8,9211.0
2000-11-23,374557.0,57.8,9211.0
2000-11-24,374557.0,57.8,9211.0
2000-11-25,374557.0,57.8,9211.0
2000-11-26,374557.0,57.8,9211.0
2000-11-27,374557.0,57.8,9211.0
2000-11-28,374557.0,57.8,9211.0
2000-11-29,374557.0,57.8,9211.0
2000-11-30,374557.0,57.8,9211.0
2000-12-01,374557.0,57.8,9211.0
2000-12-02,374557.0,57.8,9211.0
2000-12-03,374557.0,57.8,9211.0
2000-12-04,374557.0,57.8,9211.0
2000-12-05,374557.0,57.8,9211.0
2000-12-06,374557.0,57.8,9211.0
2000-12-07,374557.0,57.8,9211.0
2000-12-08,374557.0,57.8,9211.0
2000-12-09,374557.0,57.8,9211.0
2000-12-10,374557.0,57.8,9211.0
2000-12-11,374557.0,57.8,9211.0
2000-12-12,374557.0,57.8,9211.0
2000-12-13,374557.0,57.8,9211.0
2000-12-14,374557.0,57.8,9211.0
2000-12-15,374557.0,57.8,9211.0
2000-12-16,374557.0,57.8,9211.0
2000-12-17,374557.0,57.8,9211.0
2000-12-18,374557.0,57.8,9211.0
2000-12-19,374557.0,57.8,9211.0
2000-12-20,374557.0,57.8,9211.0
2000-12-21,374557.0,57.8,9211.0
2000-12-22,374557.0,57.8,9211.0
2000-12-23,374557.0,57.8,9211.0
2000-12-24,374557.0,57.8,9211.0
2000-12-25,374557.0,57.8,9211.0
2000-12-26,374557.0,57.8,9211.0
2000-12-27,374557.0,57.8,9211.0
2000-12-28,374557.0,57.8,9211.0
2000-12-29,374557.0,57.8,9211.0
2000-12-30,374557.0,57.8,9211.0
2000-12-31,374557.0,57.8,9211.0
2001-01-01,378883.0,54.0,9233.0
2001-01-02,378883.0,54.0,9233.0
2001-01-03,378883.0,54.0,9233.0
2001-01-04,378883.0,54.0,9233.0
2001-01-05,378883.0,54.0,9233.0
2001-01-06,378883.0,54.0,9233.0
2001-01-07,378883.0,54.0,9233.0
2001-01-08,378883.0,54.0,9233.0
2001-01-09,378883.0,54.0,9233.0
2001-01-10,378883.0,54.0,9233.0
2001-01-11,378883.0,54.0,9233.0
2001-01-12,378883.0,54.0,9233.0
2001-01-13,378883.0,54.0,9233.0
2001-01-14,378883.0,54.0,9233.0
2001-01-15,378883.0,54.0,9233.0
2001-01-16,378883.0,54.0,9233.0
2001-01-17,378883.0,54.0,9233.0
2001-01-18,378883.0,54.0,9233.0
2001-01-19,378883.0,54.0,9233.0
2001-01-20,378883.0,54.0,9233.0
2001-01-21,378883.0,54.0,9233.0
2001-01-22,378883.0,54.0,9233.0
2001-01-23,378883.0,54.0,9233.0
2001-01-24,378883.0,54.0,9233.0
2001-01-25,378883.0,54.0,9233.0
2001-01-26,378883.0,54.0,9233.0
2001-01-27,378883.0,54.0,9233.0
2001-01-28,378883.0,54.0,9233.0
2001-01-29,378883.0,54.0,9233.0
2001-01-30,378883.0,54.0,9233.0
2001-01-31,378883.0,54.0,9233.0
2001-02-01,378883.0,54.0,9233.0
2001-02-02,378883.0,54.0,9233.0
2001-02-03,378883.0,54.0,9233.0
2001-02-04,378883.0,54.0,9233.0
2001-02-05,378883.0,54.0,9233.0
2001-02-06,378883.0,54.0,9233.0
2001-02-07,378883.0,54.0,9233.0
2001-02-08,378883.0,54.0,9233.0
2001-02-09,378883.0,54.0,9233.0
2001-02-10,378883.0,54.0,9233.0
2001-02-11,378883.0,54.0,9233.0
2001-02-12,378883.0,54.0,9233.0
2001-02-13,378883.0,54.0,9233.0
2001-02-14,378883.0,54.0,9233.0
2001-02-15,378883.0,54.0,9233.0
2001-02-16,378883.0,54.0,9233.0
2001-02-17,378883.0,54.0,9233.0
2001-02-18,378883.0,54.0,9233.0
2001-02-19,378883.0,54.0,9233.0
2001-02-20,378883.0,54.0,9233.0
2001-02-21,378883.0,54.0,9233.0
2001-02-22,378883.0,54.0,9233.0
2001-02-23,378883.0,54.0,9233.0
2001-02-24,378883.0,54.0,9233.0
2001-02-25,378883.0,54.0,9233.0
2001-02-26,378883.0,54.0,9233.0
2001-02-27,378883.0,54.0,9233.0
2001-02-28,378883.0,54.0,9233.0
2001-03-01,378883.0,54.0,9233.0
2001-03-02,378883.0,54.0,9233.0
2001-03-03,378883.0,54.0,9233.0
2001-03-04,378883.0,54.0,9233.0
2001-03-05,378883.0,54.0,9233.0
2001-03-06,378883.0,54.0,9233.0
2001-03-07,378883.0,54.0,9233.0
2001-03-08,378883.0,54.0,9233.0
2001-03-09,378883.0,54.0,9233.0
2001-03-10,378883.0,54.0,9233.0
2001-03-11,378883.0,54.0,9233.0
2001-03-12,378883.0,54.0,9233.0
2001-03-13,378883.0,54.0,9233.0
2001-03-14,378883.0,54.0,9233.0
2001-03-15,378883.0,54.0,9233.0
2001-03-16,378883.0,54.0,9233.0
2001-03-17,378883.0,54.0,9233.0
2001-03-18,378883.0,54.0,9233.0
2001-03-19,378883.0,54.0,9233.0
2001-03-20,378883.0,54.0,9233.0
2001-03-21,378883.0,54.0,9233.0
2001-03-22,378883.0,54.0,9233.0
2001-03-23,378883.0,54.0,9233.0
2001-03-24,378883.0,54.0,9233.0
2001-03-25,378883.0,54.0,9233.0
2001-03-26,378883.0,54.0,9233.0
2001-03-27,378883.0,54.0,9233.0
2001-03-28,378883.0,54.0,9233.0
2001-03-29,378883.0,54.0,9233.0
2001-03-30,378883.0,54.0,9233.0
2001-03-31,378883.0,54.0,9233.0
2001-04-01,378883.0,54.0,9233.0
2001-04-02,378883.0,54.0,9233.0
2001-04-03,378883.0,54.0,9233.0
2001-04-04,378883.0,54.0,9233.0
2001-04-05,378883.0,54.0,9233.0
2001-04-06,378883.0,54.0,9233.0
2001-04-07,378883.0,54.0,9233.0
2001-04-08,378883.0,54.0,9233.0
2001-04-09,378883.0,54.0,9233.0
2001-04-10,378883.0,54.0,9233.0
2001-04-11,378883.0,54.0,9233.0
2001-04-12,378883.0,54.0,9233.0
2001-04-13,378883.0,54.0,9233.0
2001-04-14,378883.0,54.0,9233.0
2001-04-15,378883.0,54.0,9233.0
2001-04-16,378883.0,54.0,9233.0
2001-04-17,378883.0,54.0,9233.0
2001-04-18,378883.0,54.0,9233.0
2001-04-19,378883.0,54.0,9233.0
2001-04-20,378883.0,54.0,9233.0
2001-04-21,378883.0,54.0,9233.0
2001-04-22,378883.0,54.0,9233.0
2001-04-23,378883.0,54.0,9233.0
2001-04-24,378883.0,54.0,9233.0
2001-04-25,378883.0,54.0,9233.0
2001-04-26,378883.0,54.0,9233.0
2001-04-27,378883.0,54.0,9233.0
2001-04-28,378883.0,54.0,9233.0
2001-04-29,378883.0,54.0,9233.0
2001-04-30,378883.0,54.0,9233.0
2001-05-01,378883.0,54.0,9233.0
2001-05-02,378883.0,54.0,9233.0
2001-05-03,378883.0,54.0,9233.0
2001-05-04,378883.0,54.0,9233.0
2001-05-05,378883.0,54.0,9233.0
2001-05-06,378883.0,54.0,9233.0
2001-05-07,378883.0,54.0,9233.0
2001-05-08,378883.0,54.0,9233.0
2001-05-09,378883.0,54.0,9233.0
2001-05-10,378883.0,54.0,9233.0
2001-05-11,378883.0,54.0,9233.0
2001-05-12,378883.0,54.0,9233.0
2001-05-13,378883.0,54.0,9233.0
2001-05-14,378883.0,54.0,9233.0
2001-05-15,378883.0,54.0,9233.0
2001-05-16,378883.0,54.0,9233.0
2001-05-17,378883.0,54.0,9233.0
2001-05-18,378883.0,54.0,9233.0
2001-05-19,378883.0,54.0,9233.0
2001-05-20,378883.0,54.0,9233.0
2001-05-21,378883.0,54.0,9233.0
2001-05-22,378883.0,54.0,9233.0
2001-05-23,378883.0,54.0,9233.0
2001-05-24,378883.0,54.0,9233.0
2001-05-25,378883.0,54.0,9233.0
2001-05-26,378883.0,54.0,9233.0
2001-05-27,378883.0,54.0,9233.0
2001-05-28,378883.0,54.0,9233.0
2001-05-29,378883.0,54.0,9233.0
2001-05-30,378883.0,54.0,9233.0
2001-05-31,378883.0,54.0,9233.0
2001-06-01,378883.0,54.0,9233.0
2001-06-02,378883.0,54.0,9233.0
2001-06-03,378883.0,54.0,9233.0
2001-06-04,378883.0,54.0,9233.0
2001-06-05,378883.0,54.0,9233.0
2001-06-06,378883.0,54.0,9233.0
2001-06-07,378883.0,54.0,9233.0
2001-06-08,378883.0,54.0,9233.0
2001-06-09,378883.0,54.0,9233.0
2001-06-10,378883.0,54.0,9233.0
2001-06-11,378883.0,54.0,9233.0
2001-06-12,378883.0,54.0,9233.0
2001-06-13,378883.0,54.0,9233.0
2001-06-14,378883.0,54.0,9233.0
2001-06-15,378883.0,54.0,9233.0
2001-06-16,378883.0,54.0,9233.0
2001-06-17,378883.0,54.0,9233.0
2001-06-18,378883.0,54.0,9233.0
2001-06-19,378883.0,54.0,9233.0
2001-06-20,378883.0,54.0,9233.0
2001-06-21,378883.0,54.0,9233.0
2001-06-22,378883.0,54.0,9233.0
2001-06-23,378883.0,54.0,9233.0
2001-06-24,378883.0,54.0,9233.0
2001-06-25,378883.0,54.0,9233.0
2001-06-26,378883.0,54.0,9233.0
2001-06-27,378883.0,54.0,9233.0
2001-06-28,378883.0,54.0,9233.0
2001-06-29,378883.0,54.0,9233.0
2001-06-30,378883.0,54.0,9233.0
2001-07-01,378883.0,54.0,9233.0
2001-07-02,378883.0,54.0,9233.0
2001-07-03,378883.0,54.0,9233.0
2001-07-04,378883.0,54.0,9233.0
2001-07-05,378883.0,54.0,9233.0
2001-07-06,378883.0,54.0,9233.0
2001-07-07,378883.0,54.0,9233.0
2001-07-08,378883.0,54.0,9233.0
2001-07-09,378883.0,54.0,9233.0
2001-07-10,378883.0,54.0,9233.0
2001-07-11,378883.0,54.0,9233.0
2001-07-12,378883.0,54.0,9233.0
2001-07-13,378883.0,54.0,9233.0
2001-07-14,378883.0,54.0,9233.0
2001-07-15,378883.0,54.0,9233.0
2001-07-16,378883.0,54.0,9233.0
2001-07-17,378883.0,54.0,9233.0
2001-07-18,378883.0,54.0,9233.0
2001-07-19,378883.0,54.0,9233.0
2001-07-20,378883.0,54.0,9233.0
2001-07-21,378883.0,54.0,9233.0
2001-07-22,378883.0,54.0,9233.0
2001-07-23,378883.0,54.0,9233.0
2001-07-24,378883.0,54.0,9233.0
2001-07-25,378883.0,54.0,9233.0
2001-07-26,378883.0,54.0,9233.0
2001-07-27,378883.0,54.0,9233.0
2001-07-28,378883.0,54.0,9233.0
2001-07-29,378883.0,54.0,9233.0
2001-07-30,378883.0,54.0,9233.0
2001-07-31,378883.0,54.0,9233.0
2001-08-01,378883.0,54.0,9233.0
2001-08-02,378883.0,54.0,9233.0
2001-08-03,378883.0,54.0,9233.0
2001-08-04,378883.0,54.0,9233.0
2001-08-05,378883.0,54.0,9233.0
2001-08-06,378883.0,54.0,9233.0
2001-08-07,378883.0,54.0,9233.0
2001-08-08,378883.0,54.0,9233.0
2001-08-09,378883.0,54.0,9233.0
2001-08-10,378883.0,54.0,9233.0
2001-08-11,378883.0,54.0,9233.0
2001-08-12,378883.0,54.0,9233.0
2001-08-13,378883.0,54.0,9233.0
2001-08-14,378883.0,54.0,9233.0
2001-08-15,378883.0,54.0,9233.0
2001-08-16,378883.0,54.0,9233.0
2001-08-17,378883.0,54.0,9233.0
2001-08-18,378883.0,54.0,9233.0
2001-08-19,378883.0,54.0,9233.0
2001-08-20,378883.0,54.0,9233.0
2001-08-21,378883.0,54.0,9233.0
2001-08-22,378883.0,54.0,9233.0
2001-08-23,378883.0,54.0,9233.0
2001-08-24,378883.0,54.0,9233.0
2001-08-25,378883.0,54.0,9233.0
2001-08-26,378883.0,54.0,9233.0
2001-08-27,378883.0,54.0,9233.0
2001-08-28,378883.0,54.0,9233.0
2001-08-29,378883.0,54.0,9233.0
2001-08-30,378883.0,54.0,9233.0
2001-08-31,378883.0,54.0,9233.0
2001-09-01,378883.0,54.0,9233.0
2001-09-02,378883.0,54.0,9233.0
2001-09-03,378883.0,54.0,9233.0
2001-09-04,378883.0,54.0,9233.0
2001-09-05,378883.0,54.0,9233.0
2001-09-06,378883.0,54.0,9233.0
2001-09-07,378883.0,54.0,9233.0
2001-09-08,378883.0,54.0,9233.0
2001-09-09,378883.0,54.0,9233.0
2001-09-10,378883.0,54.0,9233.0
2001-09-11,378883.0,54.0,9233.0
2001-09-12,378883.0,54.0,9233.0
2001-09-13,378883.0,54.0,9233.0
2001-09-14,378883.0,54.0,9233.0
2001-09-15,378883.0,54.0,9233.0
2001-09-16,378883.0,54.0,9233.0
2001-09-17,378883.0,54.0,9233.0
2001-09-18,378883.0,54.0,9233.0
2001-09-19,378883.0,54.0,9233.0
2001-09-20,378883.0,54.0,9233.0
2001-09-21,378883.0,54.0,9233.0
2001-09-22,378883.0,54.0,9233.0
2001-09-23,378883.0,54.0,9233.0
2001-09-24,378883.0,54.0,9233.0
2001-09-25,378883.0,54.0,9233.0
2001-09-26,378883.0,54.0,9233.0
2001-09-27,378883.0,54.0,9233.0
2001-09-28,378883.0,54.0,9233.0
2001-09-29,378883.0,54.0,9233.0
2001-09-30,378883.0,54.0,9233.0
2001-10-01,378883.0,54.0,9233.0
2001-10-02,378883.0,54.0,9233.0
2001-10-03,378883.0,54.0,9233.0
2001-10-04,378883.0,54.0,9233.0
2001-10-05,378883.0,54.0,9233.0
2001-10-06,378883.0,54.0,9233.0
2001-10-07,378883.0,54.0,9233.0
2001-10-08,378883.0,54.0,9233.0
2001-10-09,378883.0,54.0,9233.0
2001-10-10,378883.0,54.0,9233.0
2001-10-11,378883.0,54.0,9233.0
2001-10-12,378883.0,54.0,9233.0
2001-10-13,378883.0,54.0,9233.0
2001-10-14,378883.0,54.0,9233.0
2001-10-15,378883.0,54.0,9233.0
2001-10-16,378883.0,54.0,9233.0
2001-10-17,378883.0,54.0,9233.0
2001-10-18,378883.0,54.0,9233.0
2001-10-19,378883.0,54.0,9233.0
2001-10-20,378883.0,54.0,9233.0
2001-10-21,378883.0,54.0,9233.0
2001-10-22,378883.0,54.0,9233.0
2001-10-23,378883.0,54.0,9233.0
2001-10-24,378883.0,54.0,9233.0
2001-10-25,378883.0,54.0,9233.0
2001-10-26,378883.0,54.0,9233.0
2001-10-27,378883.0,54.0,9233.0
2001-10-28,378883.0,54.0,9233.0
2001-10-29,378883.0,54.0,9233.0
2001-10-30,378883.0,54.0,9233.0
2001-10-31,378883.0,54.0,9233.0
2001-11-01,378883.0,54.0,9233.0
2001-11-02,378883.0,54.0,9233.0
2001-11-03,378883.0,54.0,9233.0
2001-11-04,378883.0,54.0,9233.0
2001-11-05,378883.0,54.0,9233.0
2001-11-06,378883.0,54.0,9233.0
2001-11-07,378883.0,54.0,9233.0
2001-11-08,378883.0,54.0,9233.0
2001-11-09,378883.0,54.0,9233.0
2001-11-10,378883.0,54.0,9233.0
2001-11-11,378883.0,54.0,9233.0
2001-11-12,378883.0,54.0,9233.0
2001-11-13,378883.0,54.0,9233.0
2001-11-14,378883.0,54.0,9233.0
2001-11-15,378883.0,54.0,9233.0
2001-11-16,378883.0,54.0,9233.0
2001-11-17,378883.0,54.0,9233.0
2001-11-18,378883.0,54.0,9233.0
2001-11-19,378883.0,54.0,9233.0
2001-11-20,378883.0,54.0,9233.0
2001-11-21,378883.0,54.0,9233.0
2001-11-22,378883.0,54.0,9233.0
2001-11-23,378883.0,54.0,9233.0
2001-11-24,378883.0,54.0,9233.0
2001-11-25,378883.0,54.0,9233.0
2001-11-26,378883.0,54.0,9233.0
2001-11-27,378883.0,54.0,9233.0
2001-11-28,378883.0,54.0,9233.0
2001-11-29,378883.0,54.0,9233.0
2001-11-30,378883.0,54.0,9233.0
2001-12-01,378883.0,54.0,9233.0
2001-12-02,378883.0,54.0,9233.0
2001-12-03,378883.0,54.0,9233.0
2001-12-04,378883.0,54.0,9233.0
2001-12-05,378883.0,54.0,9233.0
2001-12-06,378883.0,54.0,9233.0
2001-12-07,378883.0,54.0,9233.0
2001-12-08,378883.0,54.0,9233.0
2001-12-09,378883.0,54.0,9233.0
2001-12-10,378883.0,54.0,9233.0
2001-12-11,378883.0,54.0,9233.0
2001-12-12,378883.0,54.0,9233.0
2001-12-13,378883.0,54.0,9233.0
2001-12-14,378883.0,54.0,9233.0
2001-12-15,378883.0,54.0,9233.0
2001-12-16,378883.0,54.0,9233.0
2001-12-17,378883.0,54.0,9233.0
2001-12-18,378883.0,54.0,9233.0
2001-12-19,378883.0,54.0,9233.0
2001-12-20,378883.0,54.0,9233.0
2001-12-21,378883.0,54.0,9233.0
2001-12-22,378883.0,54.0,9233.0
2001-12-23,378883.0,54.0,9233.0
2001-12-24,378883.0,54.0,9233.0
2001-12-25,378883.0,54.0,9233.0
2001-12-26,378883.0,54.0,9233.0
2001-12-27,378883.0,54.0,9233.0
2001-12-28,378883.0,54.0,9233.0
2001-12-29,378883.0,54.0,9233.0
2001-12-30,378883.0,54.0,9233.0
2001-12-31,378883.0,54.0,9233.0
2002-01-01,384145.0,51.2,9184.0
2002-01-02,384145.0,51.2,9184.0
2002-01-03,384145.0,51.2,9184.0
2002-01-04,384145.0,51.2,9184.0
2002-01-05,384145.0,51.2,9184.0
2002-01-06,384145.0,51.2,9184.0
2002-01-07,384145.0,51.2,9184.0
2002-01-08,384145.0,51.2,9184.0
2002-01-09,384145.0,51.2,9184.0
2002-01-10,384145.0,51.2,9184.0
2002-01-11,384145.0,51.2,9184.0
2002-01-12,384145.0,51.2,9184.0
2002-01-13,384145.0,51.2,9184.0
2002-01-14,384145.0,51.2,9184.0
2002-01-15,384145.0,51.2,9184.0
2002-01-16,384145.0,51.2,9184.0
2002-01-17,384145.0,51.2,9184.0
2002-01-18,384145.0,51.2,9184.0
2002-01-19,384145.0,51.2,9184.0
2002-01-20,384145.0,51.2,9184.0
2002-01-21,384145.0,51.2,9184.0
2002-01-22,384145.0,51.2,9184.0
2002-01-23,384145.0,51.2,9184.0
2002-01-24,384145.0,51.2,9184.0
2002-01-25,384145.0,51.2,9184.0
2002-01-26,384145.0,51.2,9184.0
2002-01-27,384145.0,51.2,9184.0
2002-01-28,384145.0,51.2,9184.0
2002-01-29,384145.0,51.2,9184.0
2002-01-30,384145.0,51.2,9184.0
2002-01-31,384145.0,51.2,9184.0
2002-02-01,384145.0,51.2,9184.0
2002-02-02,384145.0,51.2,9184.0
2002-02-03,384145.0,51.2,9184.0
2002-02-04,384145.0,51.2,9184.0
2002-02-05,384145.0,51.2,9184.0
2002-02-06,384145.0,51.2,9184.0
2002-02-07,384145.0,51.2,9184.0
2002-02-08,384145.0,51.2,9184.0
2002-02-09,384145.0,51.2,9184.0
2002-02-10,384145.0,51.2,9184.0
2002-02-11,384145.0,51.2,9184.0
2002-02-12,384145.0,51.2,9184.0
2002-02-13,384145.0,51.2,9184.0
2002-02-14,384145.0,51.2,9184.0
2002-02-15,384145.0,51.2,9184.0
2002-02-16,384145.0,51.2,9184.0
2002-02-17,384145.0,51.2,9184.0
2002-02-18,384145.0,51.2,9184.0
2002-02-19,384145.0,51.2,9184.0
2002-02-20,384145.0,51.2,9184.0
2002-02-21,384145.0,51.2,9184.0
2002-02-22,384145.0,51.2,9184.0
2002-02-23,384145.0,51.2,9184.0
2002-02-24,384145.0,51.2,9184.0
2002-02-25,384145.0,51.2,9184.0
2002-02-26,384145.0,51.2,9184.0
2002-02-27,384145.0,51.2,9184.0
2002-02-28,384145.0,51.2,9184.0
2002-03-01,384145.0,51.2,9184.0
2002-03-02,384145.0,51.2,9184.0
2002-03-03,384145.0,51.2,9184.0
2002-03-04,384145.0,51.2,9184.0
2002-03-05,384145.0,51.2,9184.0
2002-03-06,384145.0,51.2,9184.0
2002-03-07,384145.0,51.2,9184.0
2002-03-08,384145.0,51.2,9184.0
2002-03-09,384145.0,51.2,9184.0
2002-03-10,384145.0,51.2,9184.0
2002-03-11,384145.0,51.2,9184.0
2002-03-12,384145.0,51.2,9184.0
2002-03-13,384145.0,51.2,9184.0
2002-03-14,384145.0,51.2,9184.0
2002-03-15,384145.0,51.2,9184.0
2002-03-16,384145.0,51.2,9184.0
2002-03-17,384145.0,51.2,9184.0
2002-03-18,384145.0,51.2,9184.0
2002-03-19,384145.0,51.2,9184.0
2002-03-20,384145.0,51.2,9184.0
2002-03-21,384145.0,51.2,9184.0
2002-03-22,384145.0,51.2,9184.0
2002-03-23,384145.0,51.2,9184.0
2002-03-24,384145.0,51.2,9184.0
2002-03-25,384145.0,51.2,9184.0
2002-03-26,384145.0,51.2,9184.0
2002-03-27,384145.0,51.2,9184.0
2002-03-28,384145.0,51.2,9184.0
2002-03-29,384145.0,51.2,9184.0
2002-03-30,384145.0,51.2,9184.0
2002-03-31,384145.0,51.2,9184.0
2002-04-01,384145.0,51.2,9184.0
2002-04-02,384145.0,51.2,9184.0
2002-04-03,384145.0,51.2,9184.0
2002-04-04,384145.0,51.2,9184.0
2002-04-05,384145.0,51.2,9184.0
2002-04-06,384145.0,51.2,9184.0
2002-04-07,384145.0,51.2,9184.0
2002-04-08,384145.0,51.2,9184.0
2002-04-09,384145.0,51.2,9184.0
2002-04-10,384145.0,51.2,9184.0
2002-04-11,384145.0,51.2,9184.0
2002-04-12,384145.0,51.2,9184.0
2002-04-13,384145.0,51.2,9184.0
2002-04-14,384145.0,51.2,9184.0
2002-04-15,384145.0,51.2,9184.0
2002-04-16,384145.0,51.2,9184.0
2002-04-17,384145.0,51.2,9184.0
2002-04-18,384145.0,51.2,9184.0
2002-04-19,384145.0,51.2,9184.0
2002-04-20,384145.0,51.2,9184.0
2002-04-21,384145.0,51.2,9184.0
2002-04-22,384145.0,51.2,9184.0
2002-04-23,384145.0,51.2,9184.0
2002-04-24,384145.0,51.2,9184.0
2002-04-25,384145.0,51.2,9184.0
2002-04-26,384145.0,51.2,9184.0
2002-04-27,384145.0,51.2,9184.0
2002-04-28,384145.0,51.2,9184.0
2002-04-29,384145.0,51.2,9184.0
2002-04-30,384145.0,51.2,9184.0
2002-05-01,384145.0,51.2,9184.0
2002-05-02,384145.0,51.2,9184.0
2002-05-03,384145.0,51.2,9184.0
2002-05-04,384145.0,51.2,9184.0
2002-05-05,384145.0,51.2,9184.0
2002-05-06,384145.0,51.2,9184.0
2002-05-07,384145.0,51.2,9184.0
2002-05-08,384145.0,51.2,9184.0
2002-05-09,384145.0,51.2,9184.0
2002-05-10,384145.0,51.2,9184.0
2002-05-11,384145.0,51.2,9184.0
2002-05-12,384145.0,51.2,9184.0
2002-05-13,384145.0,51.2,9184.0
2002-05-14,384145.0,51.2,9184.0
2002-05-15,384145.0,51.2,9184.0
2002-05-16,384145.0,51.2,9184.0
2002-05-17,384145.0,51.2,9184.0
2002-05-18,384145.0,51.2,9184.0
2002-05-19,384145.0,51.2,9184.0
2002-05-20,384145.0,51.2,9184.0
2002-05-21,384145.0,51.2,9184.0
2002-05-22,384145.0,51.2,9184.0
2002-05-23,384145.0,51.2,9184.0
2002-05-24,384145.0,51.2,9184.0
2002-05-25,384145.0,51.2,9184.0
2002-05-26,384145.0,51.2,9184.0
2002-05-27,384145.0,51.2,9184.0
2002-05-28,384145.0,51.2,9184.0
2002-05-29,384145.0,51.2,9184.0
2002-05-30,384145.0,51.2,9184.0
2002-05-31,384145.0,51.2,9184.0
2002-06-01,384145.0,51.2,9184.0
2002-06-02,384145.0,51.2,9184.0
2002-06-03,384145.0,51.2,9184.0
2002-06-04,384145.0,51.2,9184.0
2002-06-05,384145.0,51.2,9184.0
2002-06-06,384145.0,51.2,9184.0
2002-06-07,384145.0,51.2,9184.0
2002-06-08,384145.0,51.2,9184.0
2002-06-09,384145.0,51.2,9184.0
2002-06-10,384145.0,51.2,9184.0
2002-06-11,384145.0,51.2,9184.0
2002-06-12,384145.0,51.2,9184.0
2002-06-13,384145.0,51.2,9184.0
2002-06-14,384145.0,51.2,9184.0
2002-06-15,384145.0,51.2,9184.0
2002-06-16,384145.0,51.2,9184.0
2002-06-17,384145.0,51.2,9184.0
2002-06-18,384145.0,51.2,9184.0
2002-06-19,384145.0,51.2,9184.0
2002-06-20,384145.0,51.2,9184.0
2002-06-21,384145.0,51.2,9184.0
2002-06-22,384145.0,51.2,9184.0
2002-06-23,384145.0,51.2,9184.0
2002-06-24,384145.0,51.2,9184.0
2002-06-25,384145.0,51.2,9184.0
2002-06-26,384145.0,51.2,9184.0
2002-06-27,384145.0,51.2,9184.0
2002-06-28,384145.0,51.2,9184.0
2002-06-29,384145.0,51.2,9184.0
2002-06-30,384145.0,51.2,9184.0
2002-07-01,384145.0,51.2,9184.0
2002-07-02,384145.0,51.2,9184.0
2002-07-03,384145.0,51.2,9184.0
2002-07-04,384145.0,51.2,9184.0
2002-07-05,384145.0,51.2,9184.0
2002-07-06,384145.0,51.2,9184.0
2002-07-07,384145.0,51.2,9184.0
2002-07-08,384145.0,51.2,9184.0
2002-07-09,384145.0,51.2,9184.0
2002-07-10,384145.0,51.2,9184.0
2002-07-11,384145.0,51.2,9184.0
2002-07-12,384145.0,51.2,9184.0
2002-07-13,384145.0,51.2,9184.0
2002-07-14,384145.0,51.2,9184.0
2002-07-15,384145.0,51.2,9184.0
2002-07-16,384145.0,51.2,9184.0
2002-07-17,384145.0,51.2,9184.0
2002-07-18,384145.0,51.2,9184.0
2002-07-19,384145.0,51.2,9184.0
2002-07-20,384145.0,51.2,9184.0
2002-07-21,384145.0,51.2,9184.0
2002-07-22,384145.0,51.2,9184.0
2002-07-23,384145.0,51.2,9184.0
2002-07-24,384145.0,51.2,9184.0
2002-07-25,384145.0,51.2,9184.0
2002-07-26,384145.0,51.2,9184.0
2002-07-27,384145.0,51.2,9184.0
2002-07-28,384145.0,51.2,9184.0
2002-07-29,384145.0,51.2,9184.0
2002-07-30,384145.0,51.2,9184.0
2002-07-31,384145.0,51.2,9184.0
2002-08-01,384145.0,51.2,9184.0
2002-08-02,384145.0,51.2,9184.0
2002-08-03,384145.0,51.2,9184.0
2002-08-04,384145.0,51.2,9184.0
2002-08-05,384145.0,51.2,9184.0
2002-08-06,384145.0,51.2,9184.0
2002-08-07,384145.0,51.2,9184.0
2002-08-08,384145.0,51.2,9184.0
2002-08-09,384145.0,51.2,9184.0
2002-08-10,384145.0,51.2,9184.0
2002-08-11,384145.0,51.2,9184.0
2002-08-12,384145.0,51.2,9184.0
2002-08-13,384145.0,51.2,9184.0
2002-08-14,384145.0,51.2,9184.0
2002-08-15,384145.0,51.2,9184.0
2002-08-16,384145.0,51.2,9184.0
2002-08-17,384145.0,51.2,9184.0
2002-08-18,384145.0,51.2,9184.0
2002-08-19,384145.0,51.2,9184.0
2002-08-20,384145.0,51.2,9184.0
2002-08-21,384145.0,51.2,9184.0
2002-08-22,384145.0,51.2,9184.0
2002-08-23,384145.0,51.2,9184.0
2002-08-24,384145.0,51.2,9184.0
2002-08-25,384145.0,51.2,9184.0
2002-08-26,384145.0,51.2,9184.0
2002-08-27,384145.0,51.2,9184.0
2002-08-28,384145.0,51.2,9184.0
2002-08-29,384145.0,51.2,9184.0
2002-08-30,384145.0,51.2,9184.0
2002-08-31,384145.0,51.2,9184.0
2002-09-01,384145.0,51.2,9184.0
2002-09-02,384145.0,51.2,9184.0
2002-09-03,384145.0,51.2,9184.0
2002-09-04,384145.0,51.2,9184.0
2002-09-05,384145.0,51.2,9184.0
2002-09-06,384145.0,51.2,9184.0
2002-09-07,384145.0,51.2,9184.0
