Date,Open,High,Low,Close,Adj Close
2021-01-29,7825.799805,7882.899902,7757.299805,7757.5,7757.5
2021-01-30,7825.799805,7882.899902,7757.299805,7757.5,7757.5
2021-01-31,7825.799805,7882.899902,7757.299805,7757.5,7757.5
2021-02-01,7823.0,7842.299805,7779.799805,7798.200195,7798.200195
2021-02-02,7844.600098,7958.899902,7828.100098,7950.899902,7950.899902
2021-02-03,8048.200195,8088.200195,7983.299805,8012.799805,8012.799805
2021-02-04,8031.399902,8122.600098,8005.399902,8122.600098,8122.600098
2021-02-05,8129.799805,8227.200195,8107.299805,8214.700195,8214.700195
2021-02-06,8129.799805,8227.200195,8107.299805,8214.700195,8214.700195
2021-02-07,8129.799805,8227.200195,8107.299805,8214.700195,8214.700195
2021-02-08,8251.799805,8260.299805,8187.899902,8219.0,8219.0
2021-02-09,8216.799805,8219.0,8090.799805,8101.0,8101.0
2021-02-10,8127.200195,8144.299805,8026.899902,8065.399902,8065.399902
2021-02-11,8067.100098,8095.100098,8008.200195,8037.600098,8037.600098
2021-02-12,8025.0,8055.0,7921.299805,8055.0,8055.0
2021-02-13,8025.0,8055.0,7921.299805,8055.0,8055.0
2021-02-14,8025.0,8055.0,7921.299805,8055.0,8055.0
2021-02-15,8124.399902,8218.599609,8108.200195,8203.5,8203.5
2021-02-16,8215.099609,8222.299805,8129.200195,8153.700195,8153.700195
2021-02-17,8140.799805,8176.299805,8073.899902,8122.700195,8122.700195
2021-02-18,8133.5,8168.600098,8045.299805,8058.100098,8058.100098
2021-02-19,8066.700195,8172.600098,8016.100098,8151.600098,8151.600098
2021-02-20,8066.700195,8172.600098,8016.100098,8151.600098,8151.600098
2021-02-21,8066.700195,8172.600098,8016.100098,8151.600098,8151.600098
2021-02-22,8119.600098,8126.299805,8045.299805,8112.200195,8112.200195
2021-02-23,8128.0,8259.900391,8107.600098,8252.099609,8252.099609
2021-02-24,8266.599609,8311.5,8205.200195,8269.599609,8269.599609
2021-02-25,8331.200195,8387.0,8310.700195,8317.799805,8317.799805
2021-02-26,8218.599609,8377.099609,8166.299805,8225.0,8225.0
2021-02-27,8218.599609,8377.099609,8166.299805,8225.0,8225.0
2021-02-28,8218.599609,8377.099609,8166.299805,8225.0,8225.0
2021-03-01,8324.599609,8395.900391,8291.299805,8378.099609,8378.099609
2021-03-02,8360.900391,8436.5,8328.599609,8355.799805,8355.799805
2021-03-03,8397.599609,8466.599609,8278.5,8329.299805,8329.299805
2021-03-04,8285.099609,8382.200195,8273.900391,8354.0,8354.0
2021-03-05,8322.099609,8387.099609,8239.700195,8286.799805,8286.799805
2021-03-06,8322.099609,8387.099609,8239.700195,8286.799805,8286.799805
2021-03-07,8322.099609,8387.099609,8239.700195,8286.799805,8286.799805
2021-03-08,8358.0,8458.400391,8307.5,8444.200195,8444.200195
2021-03-09,8446.299805,8516.200195,8416.0,8496.400391,8496.400391
2021-03-10,8479.5,8561.099609,8462.299805,8525.200195,8525.200195
2021-03-11,8567.599609,8609.5,8495.799805,8593.0,8593.0
2021-03-12,8570.0,8644.5,8554.400391,8644.5,8644.5
2021-03-13,8570.0,8644.5,8554.400391,8644.5,8644.5
2021-03-14,8570.0,8644.5,8554.400391,8644.5,8644.5
2021-03-15,8689.900391,8740.099609,8617.599609,8635.400391,8635.400391
2021-03-16,8679.400391,8717.599609,8617.799805,8657.700195,8657.700195
2021-03-17,8652.099609,8659.099609,8570.099609,8599.5,8599.5
2021-03-18,8632.599609,8658.799805,8587.099609,8624.599609,8624.599609
2021-03-19,8560.099609,8591.200195,8465.900391,8493.0,8493.0
2021-03-20,8560.099609,8591.200195,8465.900391,8493.0,8493.0
2021-03-21,8560.099609,8591.200195,8465.900391,8493.0,8493.0
2021-03-22,8430.200195,8432.599609,8324.799805,8343.5,8343.5
2021-03-23,8316.700195,8425.900391,8274.200195,8390.299805,8390.299805
2021-03-24,8351.299805,8443.700195,8288.799805,8443.700195,8443.700195
2021-03-25,8420.299805,8439.200195,8299.700195,8409.5,8409.5
2021-03-26,8480.5,8528.799805,8437.799805,8498.200195,8498.200195
2021-03-27,8480.5,8528.799805,8437.799805,8498.200195,8498.200195
2021-03-28,8480.5,8528.799805,8437.799805,8498.200195,8498.200195
2021-03-29,8502.799805,8540.400391,8451.5,8492.099609,8492.099609
2021-03-30,8542.900391,8612.299805,8532.400391,8595.200195,8595.200195
2021-03-31,8594.700195,8652.200195,8568.0,8580.0,8580.0
2021-04-01,8595.599609,8610.099609,8542.700195,8577.599609,8577.599609
2021-04-02,8595.599609,8610.099609,8542.700195,8577.599609,8577.599609
2021-04-03,8595.599609,8610.099609,8542.700195,8577.599609,8577.599609
2021-04-04,8595.599609,8610.099609,8542.700195,8577.599609,8577.599609
2021-04-05,8595.599609,8610.099609,8542.700195,8577.599609,8577.599609
2021-04-06,8673.200195,8691.900391,8615.5,8634.599609,8634.599609
2021-04-07,8648.299805,8661.799805,8592.200195,8597.400391,8597.400391
2021-04-08,8626.5,8637.799805,8564.400391,8637.799805,8637.799805
2021-04-09,8639.299805,8647.400391,8565.799805,8565.799805,8565.799805
2021-04-10,8639.299805,8647.400391,8565.799805,8565.799805,8565.799805
2021-04-11,8639.299805,8647.400391,8565.799805,8565.799805,8565.799805
2021-04-12,8556.099609,8556.900391,8481.0,8532.599609,8532.599609
2021-04-13,8533.200195,8568.299805,8467.299805,8525.099609,8525.099609
2021-04-14,8532.599609,8595.700195,8510.099609,8588.400391,8588.400391
2021-04-15,8603.099609,8621.900391,8564.700195,8571.599609,8571.599609
2021-04-16,8585.0,8656.400391,8553.599609,8613.5,8613.5
2021-04-17,8585.0,8656.400391,8553.599609,8613.5,8613.5
2021-04-18,8585.0,8656.400391,8553.599609,8613.5,8613.5
2021-04-19,8613.799805,8741.400391,8609.299805,8711.400391,8711.400391
2021-04-20,8699.400391,8703.900391,8450.700195,8459.400391,8459.400391
2021-04-21,8492.900391,8566.299805,8426.200195,8519.799805,8519.799805
2021-04-22,8548.599609,8656.799805,8527.5,8656.799805,8656.799805
2021-04-23,8629.400391,8674.0,8571.700195,8618.599609,8618.599609
2021-04-24,8629.400391,8674.0,8571.700195,8618.599609,8618.599609
2021-04-25,8629.400391,8674.0,8571.700195,8618.599609,8618.599609
2021-04-26,8629.900391,8714.599609,8590.599609,8701.900391,8701.900391
2021-04-27,8690.799805,8756.700195,8655.299805,8756.700195,8756.700195
2021-04-28,8779.099609,8815.900391,8717.599609,8799.599609,8799.599609
2021-04-29,8821.799805,8869.900391,8801.400391,8823.200195,8823.200195
2021-04-30,8822.299805,8860.400391,8808.599609,8815.0,8815.0
2021-05-01,8822.299805,8860.400391,8808.599609,8815.0,8815.0
2021-05-02,8822.299805,8860.400391,8808.599609,8815.0,8815.0
2021-05-03,8821.599609,8904.700195,8796.299805,8893.700195,8893.700195
2021-05-04,8906.0,9002.400391,8811.900391,8830.400391,8830.400391
2021-05-05,8896.700195,8967.799805,8881.400391,8967.799805,8967.799805
2021-05-06,8982.599609,9010.5,8912.200195,8982.200195,8982.200195
2021-05-07,9042.0,9065.900391,8982.900391,9059.200195,9059.200195
2021-05-08,9042.0,9065.900391,8982.900391,9059.200195,9059.200195
2021-05-09,9042.0,9065.900391,8982.900391,9059.200195,9059.200195
2021-05-10,9121.5,9149.099609,9061.099609,9144.299805,9144.299805
2021-05-11,9065.099609,9078.700195,8948.099609,8987.200195,8987.200195
2021-05-12,8990.200195,9055.200195,8953.400391,9007.700195,9007.700195
2021-05-13,8932.700195,8989.599609,8804.299805,8966.200195,8966.200195
2021-05-14,9036.299805,9149.0,9005.900391,9145.599609,9145.599609
2021-05-15,9036.299805,9149.0,9005.900391,9145.599609,9145.599609
2021-05-16,9036.299805,9149.0,9005.900391,9145.599609,9145.599609
2021-05-17,9166.700195,9203.0,9099.5,9155.599609,9155.599609
2021-05-18,9214.200195,9241.5,9127.200195,9183.900391,9183.900391
2021-05-19,9121.400391,9164.700195,8977.900391,9070.700195,9070.700195
2021-05-20,9112.099609,9124.299805,8997.200195,9124.299805,9124.299805
2021-05-21,9129.599609,9223.900391,9110.599609,9204.0,9204.0
2021-05-22,9129.599609,9223.900391,9110.599609,9204.0,9204.0
2021-05-23,9129.599609,9223.900391,9110.599609,9204.0,9204.0
2021-05-24,9230.400391,9243.200195,9170.799805,9205.5,9205.5
2021-05-25,9220.900391,9245.599609,9197.0,9208.700195,9208.700195
2021-05-26,9232.0,9243.400391,9144.900391,9196.900391,9196.900391
2021-05-27,9183.799805,9254.700195,9173.5,9186.099609,9186.099609
2021-05-28,9237.799805,9243.299805,9204.299805,9224.599609,9224.599609
2021-05-29,9237.799805,9243.299805,9204.299805,9224.599609,9224.599609
2021-05-30,9237.799805,9243.299805,9204.299805,9224.599609,9224.599609
2021-05-31,9224.200195,9226.099609,9148.900391,9148.900391,9148.900391
2021-06-01,9167.299805,9226.799805,9137.200195,9189.700195,9189.700195
2021-06-02,9198.299805,9216.0,9152.0,9180.700195,9180.700195
2021-06-03,9179.799805,9189.400391,9086.599609,9142.400391,9142.400391
2021-06-04,9144.5,9158.799805,9071.200195,9088.299805,9088.299805
2021-06-05,9144.5,9158.799805,9071.200195,9088.299805,9088.299805
2021-06-06,9144.5,9158.799805,9071.200195,9088.299805,9088.299805
2021-06-07,9076.099609,9175.900391,9042.0,9163.599609,9163.599609
2021-06-08,9159.599609,9204.799805,9110.599609,9153.599609,9153.599609
2021-06-09,9157.200195,9185.0,9128.799805,9156.099609,9156.099609
2021-06-10,9190.799805,9205.099609,9113.099609,9133.799805,9133.799805
2021-06-11,9144.0,9211.799805,9131.099609,9205.0,9205.0
2021-06-12,9144.0,9211.799805,9131.099609,9205.0,9205.0
2021-06-13,9144.0,9211.799805,9131.099609,9205.0,9205.0
2021-06-14,9238.700195,9302.700195,9233.0,9281.099609,9281.099609
2021-06-15,9310.799805,9310.799805,9220.700195,9230.700195,9230.700195
2021-06-16,9266.299805,9274.599609,9201.0,9202.200195,9202.200195
2021-06-17,9178.799805,9272.0,9170.700195,9195.900391,9195.900391
2021-06-18,9166.299805,9185.400391,8976.400391,9030.599609,9030.599609
2021-06-19,9166.299805,9185.400391,8976.400391,9030.599609,9030.599609
2021-06-20,9166.299805,9185.400391,8976.400391,9030.599609,9030.599609
2021-06-21,8970.099609,9063.200195,8906.0,9051.700195,9051.700195
2021-06-22,9073.700195,9073.700195,8998.799805,9053.299805,9053.299805
2021-06-23,9072.200195,9092.700195,8954.099609,8954.099609,8954.099609
2021-06-24,9015.400391,9098.099609,8985.099609,9074.099609,9074.099609
2021-06-25,9101.0,9107.200195,9034.599609,9095.0,9095.0
2021-06-26,9101.0,9107.200195,9034.599609,9095.0,9095.0
2021-06-27,9101.0,9107.200195,9034.599609,9095.0,9095.0
2021-06-28,9075.5,9083.5,8913.700195,8913.700195,8913.700195
2021-06-29,8897.400391,8957.599609,8884.799805,8915.099609,8915.099609
2021-06-30,8892.700195,8903.700195,8765.299805,8821.200195,8821.200195
2021-07-01,8862.299805,8957.799805,8862.200195,8932.299805,8932.299805
2021-07-02,8951.700195,8968.099609,8873.599609,8907.599609,8907.599609
2021-07-03,8951.700195,8968.099609,8873.599609,8907.599609,8907.599609
2021-07-04,8951.700195,8968.099609,8873.599609,8907.599609,8907.599609
2021-07-05,8900.5,8965.5,8862.400391,8946.400391,8946.400391
2021-07-06,8924.099609,8959.900391,8837.200195,8860.799805,8860.799805
2021-07-07,8877.900391,8904.5,8826.0,8854.5,8854.5
2021-07-08,8768.099609,8772.900391,8597.799805,8650.099609,8650.099609
2021-07-09,8680.799805,8780.700195,8654.5,8776.599609,8776.599609
2021-07-10,8680.799805,8780.700195,8654.5,8776.599609,8776.599609
2021-07-11,8680.799805,8780.700195,8654.5,8776.599609,8776.599609
2021-07-12,8791.900391,8822.0,8696.799805,8816.700195,8816.700195
2021-07-13,8824.299805,8832.200195,8676.700195,8694.799805,8694.799805
2021-07-14,8674.700195,8712.0,8625.599609,8658.299805,8658.299805
2021-07-15,8626.400391,8626.400391,8507.400391,8527.0,8527.0
2021-07-16,8546.599609,8607.400391,8423.099609,8506.200195,8506.200195
2021-07-17,8546.599609,8607.400391,8423.099609,8506.200195,8506.200195
2021-07-18,8546.599609,8607.400391,8423.099609,8506.200195,8506.200195
2021-07-19,8450.900391,8455.200195,8252.200195,8301.700195,8301.700195
2021-07-20,8337.799805,8384.799805,8265.599609,8358.0,8358.0
2021-07-21,8390.900391,8585.400391,8384.299805,8567.0,8567.0
2021-07-22,8604.099609,8683.700195,8601.5,8621.799805,8621.799805
2021-07-23,8657.400391,8757.5,8652.099609,8717.200195,8717.200195
2021-07-24,8657.400391,8757.5,8652.099609,8717.200195,8717.200195
2021-07-25,8657.400391,8757.5,8652.099609,8717.200195,8717.200195
2021-07-26,8655.099609,8786.700195,8630.700195,8775.200195,8775.200195
2021-07-27,8723.700195,8768.5,8651.700195,8699.200195,8699.200195
2021-07-28,8716.900391,8774.599609,8691.799805,8733.700195,8733.700195
2021-07-29,8765.099609,8840.700195,8753.799805,8786.299805,8786.299805
2021-07-30,8737.5,8753.5,8665.700195,8675.700195,8675.700195
2021-07-31,8737.5,8753.5,8665.700195,8675.700195,8675.700195
2021-08-01,8737.5,8753.5,8665.700195,8675.700195,8675.700195
2021-08-02,8723.299805,8815.200195,8723.299805,8758.700195,8758.700195
2021-08-03,8780.200195,8824.200195,8735.599609,8772.799805,8772.799805
2021-08-04,8806.599609,8806.599609,8735.400391,8792.900391,8792.900391
2021-08-05,8780.0,8842.299805,8747.400391,8836.5,8836.5
2021-08-06,8839.900391,8892.599609,8796.799805,8879.0,8879.0
2021-08-07,8839.900391,8892.599609,8796.799805,8879.0,8879.0
2021-08-08,8839.900391,8892.599609,8796.799805,8879.0,8879.0
2021-08-09,8870.200195,8893.700195,8843.599609,8865.900391,8865.900391
2021-08-10,8867.599609,8903.200195,8842.400391,8899.0,8899.0
2021-08-11,8915.900391,8981.5,8911.900391,8975.799805,8975.799805
2021-08-12,8974.099609,8999.599609,8961.5,8979.400391,8979.400391
2021-08-13,8987.900391,9015.700195,8978.099609,8999.799805,8999.799805
2021-08-14,8987.900391,9015.700195,8978.099609,8999.799805,8999.799805
2021-08-15,8987.900391,9015.700195,8978.099609,8999.799805,8999.799805
2021-08-16,8933.700195,8979.900391,8900.200195,8926.599609,8926.599609
2021-08-17,8872.400391,8880.200195,8833.299805,8865.700195,8865.700195
2021-08-18,8852.700195,8978.299805,8845.900391,8970.200195,8970.200195
2021-08-19,8839.900391,8952.200195,8809.200195,8902.200195,8902.200195
2021-08-20,8893.700195,8941.099609,8851.5,8915.299805,8915.299805
2021-08-21,8893.700195,8941.099609,8851.5,8915.299805,8915.299805
2021-08-22,8893.700195,8941.099609,8851.5,8915.299805,8915.299805
2021-08-23,8973.400391,8989.900391,8910.900391,8968.099609,8968.099609
2021-08-24,8996.099609,9010.900391,8884.299805,8948.599609,8948.599609
2021-08-25,8958.700195,9000.0,8947.299805,8977.400391,8977.400391
2021-08-26,8945.0,8946.400391,8890.099609,8892.700195,8892.700195
2021-08-27,8899.099609,8924.099609,8848.900391,8922.200195,8922.200195
2021-08-28,8899.099609,8924.099609,8848.900391,8922.200195,8922.200195
2021-08-29,8899.099609,8924.099609,8848.900391,8922.200195,8922.200195
2021-08-30,8925.700195,8936.200195,8853.0,8867.900391,8867.900391
2021-08-31,8880.599609,8913.200195,8783.299805,8846.599609,8846.599609
2021-09-01,8923.700195,9055.5,8923.700195,8991.5,8991.5
2021-09-02,8982.099609,9020.700195,8958.0,8981.400391,8981.400391
2021-09-03,8981.5,8984.5,8852.599609,8864.0,8864.0
2021-09-04,8981.5,8984.5,8852.599609,8864.0,8864.0
2021-09-05,8981.5,8984.5,8852.599609,8864.0,8864.0
2021-09-06,8889.5,8915.900391,8874.299805,8882.299805,8882.299805
2021-09-07,8889.900391,8899.799805,8848.5,8894.5,8894.5
2021-09-08,8856.5,8912.5,8748.200195,8838.700195,8838.700195
2021-09-09,8783.400391,8828.599609,8725.200195,8800.599609,8800.599609
2021-09-10,8826.099609,8832.599609,8668.400391,8695.299805,8695.299805
2021-09-11,8826.099609,8832.599609,8668.400391,8695.299805,8695.299805
2021-09-12,8826.099609,8832.599609,8668.400391,8695.299805,8695.299805
2021-09-13,8724.200195,8837.599609,8721.400391,8816.099609,8816.099609
2021-09-14,8801.400391,8848.099609,8751.700195,8780.0,8780.0
2021-09-15,8756.700195,8772.599609,8629.0,8635.400391,8635.400391
2021-09-16,8659.599609,8757.400391,8659.599609,8733.700195,8733.700195
2021-09-17,8789.700195,8858.299805,8760.900391,8760.900391,8760.900391
2021-09-18,8789.700195,8858.299805,8760.900391,8760.900391,8760.900391
2021-09-19,8789.700195,8858.299805,8760.900391,8760.900391,8760.900391
2021-09-20,8643.700195,8690.299805,8551.200195,8655.400391,8655.400391
2021-09-21,8710.0,8807.799805,8710.0,8756.0,8756.0
2021-09-22,8826.299805,8841.0,8772.599609,8808.400391,8808.400391
2021-09-23,8882.0,8908.299805,8853.900391,8876.900391,8876.900391
2021-09-24,8848.5,8898.299805,8835.5,8873.099609,8873.099609
2021-09-25,8848.5,8898.299805,8835.5,8873.099609,8873.099609
2021-09-26,8848.5,8898.299805,8835.5,8873.099609,8873.099609
2021-09-27,8925.099609,9011.900391,8881.200195,9002.900391,9002.900391
2021-09-28,9014.299805,9034.700195,8769.400391,8769.400391,8769.400391
2021-09-29,8820.5,8895.700195,8784.0,8879.400391,8879.400391
2021-09-30,8943.700195,8954.599609,8785.0,8796.299805,8796.299805
2021-10-01,8693.400391,8807.700195,8654.799805,8799.5,8799.5
2021-10-02,8693.400391,8807.700195,8654.799805,8799.5,8799.5
2021-10-03,8693.400391,8807.700195,8654.799805,8799.5,8799.5
2021-10-04,8801.700195,8882.099609,8770.099609,8791.700195,8791.700195
2021-10-05,8803.200195,8927.400391,8784.799805,8927.400391,8927.400391
2021-10-06,8884.900391,8884.900391,8723.799805,8775.0,8775.0
2021-10-07,8880.599609,8974.299805,8877.200195,8962.799805,8962.799805
2021-10-08,8964.900391,9000.799805,8931.799805,8955.0,8955.0
2021-10-09,8964.900391,9000.799805,8931.799805,8955.0,8955.0
2021-10-10,8964.900391,9000.799805,8931.799805,8955.0,8955.0
2021-10-11,8929.400391,8965.700195,8875.5,8899.0,8899.0
2021-10-12,8807.700195,8935.900391,8759.799805,8935.900391,8935.900391
2021-10-13,8915.700195,8928.0,8861.400391,8881.400391,8881.400391
2021-10-14,8944.5,9001.200195,8889.099609,8925.0,8925.0
2021-10-15,8969.5,9016.5,8944.099609,8997.0,8997.0
2021-10-16,8969.5,9016.5,8944.099609,8997.0,8997.0
2021-10-17,8969.5,9016.5,8944.099609,8997.0,8997.0
2021-10-18,8984.400391,8994.599609,8885.400391,8936.0,8936.0
2021-10-19,8959.5,9020.0,8943.200195,8996.299805,8996.299805
2021-10-20,8966.599609,9038.0,8958.900391,9017.900391,9017.900391
2021-10-21,8964.599609,8989.700195,8928.299805,8944.299805,8944.299805
2021-10-22,8952.200195,8959.700195,8906.400391,8906.400391,8906.400391
2021-10-23,8952.200195,8959.700195,8906.400391,8906.400391,8906.400391
2021-10-24,8952.200195,8959.700195,8906.400391,8906.400391,8906.400391
2021-10-25,8932.799805,8963.700195,8891.900391,8920.900391,8920.900391
2021-10-26,8925.5,9026.5,8915.700195,9001.599609,9001.599609
2021-10-27,8995.099609,8999.099609,8925.599609,8972.299805,8972.299805
2021-10-28,8958.900391,9030.200195,8918.0,9025.799805,9025.799805
2021-10-29,9002.599609,9057.700195,8944.5,9057.700195,9057.700195
2021-10-30,9002.599609,9057.700195,8944.5,9057.700195,9057.700195
2021-10-31,9002.599609,9057.700195,8944.5,9057.700195,9057.700195
2021-11-01,9064.599609,9198.099609,9061.599609,9182.599609,9182.599609
2021-11-02,9160.599609,9162.299805,9102.0,9105.700195,9105.700195
2021-11-03,9084.5,9084.799805,8989.5,9030.799805,9030.799805
2021-11-04,9054.299805,9096.200195,9011.299805,9039.400391,9039.400391
2021-11-05,9038.0,9164.099609,9001.200195,9130.599609,9130.599609
2021-11-06,9038.0,9164.099609,9001.200195,9130.599609,9130.599609
2021-11-07,9038.0,9164.099609,9001.200195,9130.599609,9130.599609
2021-11-08,9133.099609,9156.599609,9069.5,9070.799805,9070.799805
2021-11-09,9051.0,9128.5,9043.299805,9074.900391,9074.900391
2021-11-10,9059.599609,9150.700195,9059.599609,9141.799805,9141.799805
2021-11-11,9127.900391,9164.099609,9079.0,9092.200195,9092.200195
2021-11-12,9079.599609,9093.599609,9045.200195,9080.799805,9080.799805
2021-11-13,9079.599609,9093.599609,9045.200195,9080.799805,9080.799805
2021-11-14,9079.599609,9093.599609,9045.200195,9080.799805,9080.799805
2021-11-15,9036.099609,9104.700195,8992.400391,9095.700195,9095.700195
2021-11-16,9086.099609,9118.0,9037.5,9040.200195,9040.200195
2021-11-17,9042.900391,9046.299805,8993.400391,8993.400391,8993.400391
2021-11-18,8984.700195,9013.200195,8885.799805,8903.200195,8903.200195
2021-11-19,8942.0,8954.299805,8713.200195,8753.200195,8753.200195
2021-11-20,8942.0,8954.299805,8713.200195,8753.200195,8753.200195
2021-11-21,8942.0,8954.299805,8713.200195,8753.200195,8753.200195
2021-11-22,8774.099609,8846.299805,8737.299805,8821.299805,8821.299805
2021-11-23,8763.0,8873.400391,8700.099609,8815.099609,8815.099609
2021-11-24,8827.5,8865.599609,8759.200195,8792.0,8792.0
2021-11-25,8814.599609,8850.099609,8795.099609,8840.900391,8840.900391
2021-11-26,8592.299805,8592.299805,8386.900391,8402.700195,8402.700195
2021-11-27,8592.299805,8592.299805,8386.900391,8402.700195,8402.700195
2021-11-28,8592.299805,8592.299805,8386.900391,8402.700195,8402.700195
2021-11-29,8487.599609,8562.0,8431.700195,8455.200195,8455.200195
2021-11-30,8345.5,8414.0,8260.700195,8305.099609,8305.099609
2021-12-01,8357.099609,8474.200195,8342.0,8452.599609,8452.599609
2021-12-02,8335.700195,8390.0,8264.299805,8300.799805,8300.799805
2021-12-03,8371.900391,8374.299805,8210.200195,8241.700195,8241.700195
2021-12-04,8371.900391,8374.299805,8210.200195,8241.700195,8241.700195
2021-12-05,8371.900391,8374.299805,8210.200195,8241.700195,8241.700195
2021-12-06,8323.799805,8446.700195,8288.599609,8439.700195,8439.700195
2021-12-07,8523.599609,8560.900391,8472.700195,8559.5,8559.5
2021-12-08,8527.599609,8582.400391,8462.5,8478.400391,8478.400391
2021-12-09,8490.299805,8490.299805,8394.299805,8399.599609,8399.599609
2021-12-10,8356.700195,8410.400391,8339.5,8360.200195,8360.200195
2021-12-11,8356.700195,8410.400391,8339.5,8360.200195,8360.200195
2021-12-12,8356.700195,8410.400391,8339.5,8360.200195,8360.200195
2021-12-13,8380.599609,8408.900391,8289.599609,8322.700195,8322.700195
2021-12-14,8358.799805,8411.700195,8356.200195,8378.5,8378.5
2021-12-15,8382.900391,8382.900391,8268.0,8275.0,8275.0
2021-12-16,8387.400391,8433.700195,8356.799805,8380.0,8380.0
2021-12-17,8328.5,8344.400391,8246.799805,8311.599609,8311.599609
2021-12-18,8328.5,8344.400391,8246.799805,8311.599609,8311.599609
2021-12-19,8328.5,8344.400391,8246.799805,8311.599609,8311.599609
2021-12-20,8113.5,8271.700195,8082.399902,8242.400391,8242.400391
2021-12-21,8344.700195,8394.200195,8274.799805,8387.5,8387.5
2021-12-22,8388.900391,8461.799805,8373.200195,8459.099609,8459.099609
2021-12-23,8476.799805,8587.700195,8469.700195,8563.700195,8563.700195
2021-12-24,8476.799805,8587.700195,8469.700195,8563.700195,8563.700195
2021-12-25,8476.799805,8587.700195,8469.700195,8563.700195,8563.700195
2021-12-26,8476.799805,8587.700195,8469.700195,8563.700195,8563.700195
2021-12-27,8512.200195,8634.299805,8508.400391,8622.099609,8622.099609
2021-12-28,8623.5,8703.599609,8617.0,8688.900391,8688.900391
2021-12-29,8691.5,8697.599609,8641.299805,8673.700195,8673.700195
2021-12-30,8665.799805,8728.0,8661.5,8713.799805,8713.799805
2021-12-30,8665.799805,8728.0,8661.5,8713.799805,8713.799805
2021-12-31,8665.799805,8728.0,8661.5,8713.799805,8713.799805
