Date,Euribor,IPC,Price_EURO,Open_EURO,High_EURO,Low_EURO,Defunciones,Debt,Percentage,Debt_per_capita,Activos,Ocupados,Parados,Actividad(%),Paro(%),GDP_Value, Open_DJ, High_DJ, Low_DJ, Close_DJ,Open_y,High_y,Low_y,Close,AdjClose,Volume
2002-02-08,3.5936,0.1,0.8735,0.8702,0.8756,0.8697,8.518,375773.0,53.61,9157 ,18635.1,16482.3,2152.8,54.06,11.55,0.4307,9627.65,9795.38,9503.52,9744.24,7872.399902,7888.600098,7771.299805,7829.799805,7829.791992,83000
2002-02-11,3.5936,0.1,0.8764,0.8704,0.8803,0.8704,8.186,375773.0,53.61,9157 ,18635.1,16482.3,2152.8,54.06,11.55,0.4307,9739.81,9933.07,9668.34,9884.78,7829.799805,7963.399902,7798.5,7819.700195,7819.692383,87200
2002-02-12,3.5936,0.1,0.8765,0.8768,0.8802,0.8738,8.186,375773.0,53.61,9157 ,18635.1,16482.3,2152.8,54.06,11.55,0.4307,9880.35,9943.24,9766.18,9863.74,7819.700195,7913.200195,7718.5,7787.799805,7787.791992,112700
2002-02-13,3.5936,0.1,0.8712,0.8775,0.8777,0.8701,8.186,375773.0,53.61,9157 ,18635.1,16482.3,2152.8,54.06,11.55,0.4307,9856.99,10056.24,9839.18,9989.67,7787.799805,7886.799805,7711.399902,7867.200195,7867.192383,113200
2002-02-14,3.5936,0.1,0.8739,0.8713,0.875,0.8679,8.186,375773.0,53.61,9157 ,18635.1,16482.3,2152.8,54.06,11.55,0.4307,9989.67,10092.29,9905.95,10001.99,7867.200195,8022.700195,7832.600098,8021.399902,8021.391602,137000
2002-02-15,3.5936,0.1,0.8734,0.8741,0.8744,0.8691,8.186,375773.0,53.61,9157 ,18635.1,16482.3,2152.8,54.06,11.55,0.4307,10000.83,10065.37,9843.4,9903.04,8006.5,8024.600098,7917.5,7920.399902,7920.39209,127000
2002-02-19,3.5936,0.1,0.8766,0.8706,0.8784,0.866,8.079,375773.0,53.61,9157 ,18635.1,16482.3,2152.8,54.06,11.55,0.4307,9899.24,9923.39,9704.03,9745.14,7825.200195,7828.299805,7700.100098,7708.600098,7708.592285,113800
2002-02-20,3.5936,0.1,0.8694,0.877,0.8786,0.8686,8.079,375773.0,53.61,9157 ,18635.1,16482.3,2152.8,54.06,11.55,0.4307,9742.37,9990.78,9674.91,9941.17,7703.5,7783.700195,7646.600098,7716.399902,7716.39209,115200
2002-02-21,3.5936,0.1,0.8698,0.8695,0.8722,0.8679,8.079,375773.0,53.61,9157 ,18635.1,16482.3,2152.8,54.06,11.55,0.4307,9933.56,10072.98,9788.11,9834.68,7804.0,7829.700195,7708.100098,7736.5,7736.492188,99600
2002-02-22,3.5936,0.1,0.8757,0.8702,0.8779,0.8676,8.079,375773.0,53.61,9157 ,18635.1,16482.3,2152.8,54.06,11.55,0.4307,9834.89,10032.45,9726.67,9968.15,7703.899902,7705.299805,7628.0,7662.399902,7662.39209,94200
2002-02-25,3.5936,0.1,0.8691,0.8752,0.8759,0.8686,7.874,375773.0,53.61,9157 ,18635.1,16482.3,2152.8,54.06,11.55,0.4307,9969.75,10204.04,9934.94,10145.71,7713.700195,7780.0,7669.899902,7775.100098,7775.092285,67800
2002-02-26,3.5936,0.1,0.8638,0.8694,0.8726,0.8616,7.874,375773.0,53.61,9157 ,18635.1,16482.3,2152.8,54.06,11.55,0.4307,10145.86,10241.89,9986.84,10115.26,7848.299805,7918.200195,7805.299805,7847.0,7846.992188,96800
