Date,Actividad(%),Activos,AdjClose,Births,Close,Close_DJ,Debt_per_capita,Defunciones,Euribor,GDP_Value,High,High_DJ,High_EUR,IPC,Low,Low_DJ,Low_EUR,Ocupados,Open,Open_DJ,Open_EUR,Parados,Paro(%),Percentage,Price_EUR,Total_debt
2005-01-23,57.38,20857.4,8999.391602,1277.0,8999.400391,10392.99,8941.0,1061.0,2.3121,0.9816,9029.599609,10541.3,1.3069,-0.8,8985.299805,10370.97,1.293,18736.1,9001.200195,10471.98,1.2966,2121.3,10.17,42.4,1.305,393479.0
2005-01-24,57.38,20857.4,8967.09082,1277.0,8967.099609,10368.61,8941.0,1061.0,2.3121,0.9816,8984.299805,10491.71,1.3102,-0.8,8907.0,10317.1,1.3026,18736.1,8981.900391,10393.58,1.3039,2121.3,10.17,42.4,1.3056,393479.0
2005-01-25,57.38,20857.4,9033.191406,1277.0,9033.200195,10461.56,8941.0,1061.0,2.3121,0.9816,9045.5,10534.72,1.3079,-0.8,8950.5,10387.23,1.2943,18736.1,8954.900391,10369.42,1.3056,2121.3,10.17,42.4,1.2974,393479.0
2005-01-26,57.38,20857.4,9058.09082,1277.0,9058.099609,10498.59,8941.0,1061.0,2.3121,0.9816,9075.200195,10571.66,1.3109,-0.8,9028.400391,10433.56,1.2964,18736.1,9044.599609,10463.19,1.297,2121.3,10.17,42.4,1.3084,393479.0
2005-01-27,57.38,20857.4,9125.291016,1277.0,9125.299805,10467.4,8941.0,1061.0,2.3121,0.9816,9125.299805,10535.16,1.3126,-0.8,9060.099609,10379.47,1.301,18736.1,9080.599609,10498.14,1.3083,2121.3,10.17,42.4,1.3035,393479.0
2005-01-28,57.38,20857.4,9139.391602,1277.0,9139.400391,10427.2,8941.0,1061.0,2.3121,0.9816,9164.599609,10520.61,1.3084,-0.8,9115.900391,10331.58,1.2985,18736.1,9124.700195,10470.58,1.3043,2121.3,10.17,42.4,1.3044,393479.0
2005-01-29,57.38,20857.4,9139.391602,1277.0,9139.400391,10427.2,8941.0,1061.0,2.3121,0.9816,9164.599609,10520.61,1.3084,-0.8,9115.900391,10331.58,1.2985,18736.1,9124.700195,10470.58,1.3043,2121.3,10.17,42.4,1.3044,393479.0
2005-01-30,57.38,20857.4,9139.391602,1277.0,9139.400391,10427.2,8941.0,1061.0,2.3121,0.9816,9164.599609,10520.61,1.3084,-0.8,9115.900391,10331.58,1.2985,18736.1,9124.700195,10470.58,1.3043,2121.3,10.17,42.4,1.3044,393479.0
2005-01-31,57.38,20857.4,9223.890625,1277.0,9223.900391,10489.94,8941.0,1061.0,2.3121,0.9816,9224.599609,10559.77,1.306,-0.8,9161.900391,10414.49,1.2974,18736.1,9163.200195,10428.76,1.3034,2121.3,10.17,42.4,1.3034,393479.0
2005-02-01,57.38,20857.4,9256.990234,1277.0,9257.0,10551.94,8941.0,1061.0,2.31,0.9816,9257.0,10609.73,1.3069,0.3,9193.599609,10464.38,1.3001,18736.1,9218.900391,10489.72,1.3037,2121.3,10.17,42.4,1.3042,393479.0
2005-02-02,57.38,20857.4,9306.990234,1277.0,9307.0,10596.79,8941.0,1061.0,2.31,0.9816,9315.799805,10638.25,1.3096,0.3,9247.299805,10501.02,1.3009,18736.1,9260.200195,10551.05,1.3047,2121.3,10.17,42.4,1.3036,393479.0
2005-02-03,57.38,20857.4,9310.390625,1277.0,9310.400391,10593.1,8941.0,1061.0,2.31,0.9816,9331.599609,10640.69,1.3038,0.3,9280.799805,10511.96,1.2939,18736.1,9309.900391,10592.21,1.3026,2121.3,10.17,42.4,1.2973,393479.0
2005-02-04,57.38,20857.4,9422.490234,1277.0,9422.5,10716.13,8941.0,1061.0,2.31,0.9816,9422.5,10750.94,1.3044,0.3,9319.299805,10553.93,1.2863,18736.1,9321.200195,10593.17,1.2974,2121.3,10.17,42.4,1.2872,393479.0
2005-02-05,57.38,20857.4,9422.490234,1277.0,9422.5,10716.13,8941.0,1061.0,2.31,0.9816,9422.5,10750.94,1.3044,0.3,9319.299805,10553.93,1.2863,18736.1,9321.200195,10593.17,1.2974,2121.3,10.17,42.4,1.2872,393479.0
2005-02-06,57.38,20857.4,9422.490234,1277.0,9422.5,10716.13,8941.0,1061.0,2.31,0.9816,9422.5,10750.94,1.3044,0.3,9319.299805,10553.93,1.2863,18736.1,9321.200195,10593.17,1.2974,2121.3,10.17,42.4,1.2872,393479.0
2005-02-07,57.38,20857.4,9461.69043,1277.0,9461.700195,10715.76,8941.0,1061.0,2.31,0.9816,9487.099609,10774.8,1.2865,0.3,9446.200195,10650.59,1.273,18736.1,9449.099609,10715.76,1.2856,2121.3,10.17,42.4,1.2759,393479.0
2005-02-08,57.38,20857.4,9479.19043,1277.0,9479.200195,10724.63,8941.0,1061.0,2.31,0.9816,9490.5,10783.97,1.2801,0.3,9442.0,10647.85,1.2731,18736.1,9474.700195,10712.51,1.2761,2121.3,10.17,42.4,1.2769,393479.0
2005-02-09,57.38,20857.4,9450.790039,1277.0,9450.799805,10664.11,8941.0,1061.0,2.31,0.9816,9486.599609,10781.38,1.2817,0.3,9410.400391,10621.84,1.2739,18736.1,9485.5,10717.76,1.2766,2121.3,10.17,42.4,1.2805,393479.0
2005-02-10,57.38,20857.4,9451.19043,1277.0,9451.200195,10749.61,8941.0,1061.0,2.31,0.9816,9479.900391,10803.92,1.2907,0.3,9417.799805,10633.67,1.2739,18736.1,9447.799805,10665.0,1.2811,2121.3,10.17,42.4,1.2876,393479.0
2005-02-11,57.38,20857.4,9588.290039,1277.0,9588.299805,10796.01,8941.0,1061.0,2.31,0.9816,9588.299805,10865.69,1.2898,0.3,9468.099609,10680.15,1.2845,18736.1,9481.099609,10742.92,1.2877,2121.3,10.17,42.4,1.2866,393479.0
2005-02-12,57.38,20857.4,9588.290039,1277.0,9588.299805,10796.01,8941.0,1061.0,2.31,0.9816,9588.299805,10865.69,1.2898,0.3,9468.099609,10680.15,1.2845,18736.1,9481.099609,10742.92,1.2877,2121.3,10.17,42.4,1.2866,393479.0
2005-02-13,57.38,20857.4,9588.290039,1277.0,9588.299805,10796.01,8941.0,1061.0,2.31,0.9816,9588.299805,10865.69,1.2898,0.3,9468.099609,10680.15,1.2845,18736.1,9481.099609,10742.92,1.2877,2121.3,10.17,42.4,1.2866,393479.0
