Date,IPC,Open,High,Low,Close,AdjClose,GDP_Value,Euribor,Price_EUR,Open_EUR,High_EUR,Low_EUR,Open_DJ,High_DJ,Low_DJ,Close_DJ,Total_debt,Percentage,Debt_per_capita,Defunciones,Births,Activos,Ocupados,Parados,Actividad(%),Paro(%)
2002-01-13,-0.1,7935.399902,8085.799805,7914.0,7983.100098,7983.091797,0.4307,3.4832,0.8926,0.8914,0.8934,0.8896,10069.52,10163.77,9938.12,9987.53,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-01-14,-0.1,7944.799805,7944.799805,7759.700195,7800.299805,7800.291992,0.4307,3.4832,0.8944,0.8943,0.8956,0.8913,9985.38,10038.87,9831.98,9891.42,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-01-15,-0.1,7800.299805,7975.299805,7737.700195,7948.700195,7948.692383,0.4307,3.4832,0.8834,0.8946,0.8947,0.8826,9892.73,10038.94,9805.33,9924.15,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-01-16,-0.1,7905.200195,7905.200195,7783.100098,7804.100098,7804.092285,0.4307,3.4832,0.8829,0.8828,0.8847,0.8796,9916.54,9923.32,9661.0,9712.27,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-01-17,-0.1,7848.5,8014.5,7848.5,7977.5,7977.491699,0.4307,3.4832,0.8806,0.8825,0.8853,0.8786,9712.21,9910.11,9684.39,9850.04,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-01-18,-0.1,7977.5,8021.0,7898.399902,8008.799805,8008.791504,0.4307,3.4832,0.8843,0.8814,0.8859,0.8789,9830.94,9873.98,9673.11,9771.85,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-01-19,-0.1,7977.5,8021.0,7898.399902,8008.799805,8008.791504,0.4307,3.4832,0.8843,0.8814,0.8859,0.8789,9830.94,9873.98,9673.11,9771.85,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-01-20,-0.1,7977.5,8021.0,7898.399902,8008.799805,8008.791504,0.4307,3.4832,0.8843,0.8814,0.8859,0.8789,9830.94,9873.98,9673.11,9771.85,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-01-21,-0.1,8008.799805,8049.799805,7879.200195,7902.5,7902.492188,0.4307,3.4832,0.8838,0.8837,0.8869,0.8824,9830.94,9873.98,9673.11,9771.85,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-01-22,-0.1,7902.5,8090.399902,7825.899902,8033.100098,8033.091797,0.4307,3.4832,0.8861,0.8837,0.8867,0.881,9772.34,9905.26,9652.01,9713.8,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-01-23,-0.1,8033.100098,8078.299805,7926.600098,8078.299805,8078.291504,0.4307,3.4832,0.8779,0.8863,0.8892,0.8767,9710.96,9853.64,9588.49,9730.96,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-01-24,-0.1,8078.299805,8232.799805,8045.600098,8213.299805,8213.291016,0.4307,3.4832,0.8774,0.8784,0.8795,0.8749,9734.21,9926.71,9670.99,9796.07,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-01-25,-0.1,8213.299805,8228.5,8103.399902,8185.0,8184.991699,0.4307,3.4832,0.8661,0.8779,0.8787,0.8627,9793.23,9949.54,9697.47,9840.08,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-01-26,-0.1,8213.299805,8228.5,8103.399902,8185.0,8184.991699,0.4307,3.4832,0.8661,0.8779,0.8787,0.8627,9793.23,9949.54,9697.47,9840.08,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-01-27,-0.1,8213.299805,8228.5,8103.399902,8185.0,8184.991699,0.4307,3.4832,0.8661,0.8779,0.8787,0.8627,9793.23,9949.54,9697.47,9840.08,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-01-28,-0.1,8196.599609,8293.299805,8196.599609,8273.099609,8273.09082,0.4307,3.4832,0.8627,0.865,0.8664,0.8569,9843.05,9959.44,9746.66,9865.75,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-01-29,-0.1,8273.099609,8319.599609,8163.600098,8178.399902,8178.391602,0.4307,3.4832,0.8655,0.8623,0.866,0.8591,9865.54,9952.59,9576.65,9618.24,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-01-30,-0.1,8088.700195,8088.700195,7974.0,8019.700195,8019.691895,0.4307,3.4832,0.8617,0.8655,0.8676,0.8599,9619.14,9821.81,9443.32,9762.86,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-01-31,-0.1,8019.700195,8140.299805,8006.700195,8050.399902,8050.391602,0.4307,3.4832,0.8585,0.8618,0.865,0.8577,9763.2,9963.79,9701.76,9920.0,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-02-01,0.1,8067.0,8189.200195,8067.0,8171.100098,8171.091797,0.4307,3.5936,0.8621,0.8589,0.8644,0.8562,9923.04,10022.82,9795.45,9907.26,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-02-02,0.1,8067.0,8189.200195,8067.0,8171.100098,8171.091797,0.4307,3.5936,0.8621,0.8589,0.8644,0.8562,9923.04,10022.82,9795.45,9907.26,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-02-03,0.1,8067.0,8189.200195,8067.0,8171.100098,8171.091797,0.4307,3.5936,0.8621,0.8589,0.8644,0.8562,9923.04,10022.82,9795.45,9907.26,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-02-04,0.1,8122.299805,8122.299805,7986.200195,8014.299805,8014.291504,0.4307,3.5936,0.8706,0.8619,0.8715,0.8602,9905.46,9940.96,9648.55,9687.09,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-02-05,0.1,7966.399902,7966.399902,7778.5,7852.700195,7852.692383,0.4307,3.5936,0.8677,0.8706,0.8732,0.8651,9684.74,9842.77,9553.96,9685.43,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-02-06,0.1,7852.700195,7885.399902,7693.899902,7708.100098,7708.092285,0.4307,3.5936,0.8676,0.867,0.8708,0.8631,9682.04,9801.33,9558.18,9653.39,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-02-07,0.1,7708.100098,7872.399902,7645.600098,7872.399902,7872.39209,0.4307,3.5936,0.871,0.8679,0.872,0.8643,9650.97,9799.67,9562.12,9625.44,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-02-08,0.1,7872.399902,7888.600098,7771.299805,7829.799805,7829.791992,0.4307,3.5936,0.8735,0.8702,0.8756,0.8697,9627.65,9795.38,9503.52,9744.24,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-02-09,0.1,7872.399902,7888.600098,7771.299805,7829.799805,7829.791992,0.4307,3.5936,0.8735,0.8702,0.8756,0.8697,9627.65,9795.38,9503.52,9744.24,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-02-10,0.1,7872.399902,7888.600098,7771.299805,7829.799805,7829.791992,0.4307,3.5936,0.8735,0.8702,0.8756,0.8697,9627.65,9795.38,9503.52,9744.24,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-02-11,0.1,7829.799805,7963.399902,7798.5,7819.700195,7819.692383,0.4307,3.5936,0.8764,0.8704,0.8803,0.8704,9739.81,9933.07,9668.34,9884.78,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-02-12,0.1,7819.700195,7913.200195,7718.5,7787.799805,7787.791992,0.4307,3.5936,0.8765,0.8768,0.8802,0.8738,9880.35,9943.24,9766.18,9863.74,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-02-13,0.1,7787.799805,7886.799805,7711.399902,7867.200195,7867.192383,0.4307,3.5936,0.8712,0.8775,0.8777,0.8701,9856.99,10056.24,9839.18,9989.67,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-02-14,0.1,7867.200195,8022.700195,7832.600098,8021.399902,8021.391602,0.4307,3.5936,0.8739,0.8713,0.875,0.8679,9989.67,10092.29,9905.95,10001.99,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-02-15,0.1,8006.5,8024.600098,7917.5,7920.399902,7920.39209,0.4307,3.5936,0.8734,0.8741,0.8744,0.8691,10000.83,10065.37,9843.4,9903.04,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
2002-02-16,0.1,8006.5,8024.600098,7917.5,7920.399902,7920.39209,0.4307,3.5936,0.8734,0.8741,0.8744,0.8691,10000.83,10065.37,9843.4,9903.04,384145.0,51.2,9184.0,1009,1147.0,18635.1,16482.3,2152.8,54.06,11.55
